Entity,Code,Year,"Net enrolment rate, secondary, gender parity index (GPI) (GPI)"
Afghanistan,AFG,1974,0.166170001029968
Afghanistan,AFG,1993,0.376910001039505
Afghanistan,AFG,2007,0.37950000166893
Afghanistan,AFG,2013,0.561309993267059
Afghanistan,AFG,2014,0.572870016098022
Albania,ALB,2000,0.962000012397766
Albania,ALB,2001,0.959330022335052
Albania,ALB,2013,0.995090007781982
Albania,ALB,2014,0.982779979705811
Algeria,DZA,1971,0.41771999001503
Algeria,DZA,1984,0.718519985675812
Algeria,DZA,1995,0.87992000579834
Algeria,DZA,1996,0.891080021858215
Algeria,DZA,1997,0.94173002243042
Angola,AGO,1972,0.834980010986328
Angola,AGO,1982,0.533389985561371
Angola,AGO,2008,0.88222998380661
Angola,AGO,2009,0.890489995479584
Angola,AGO,2010,0.811950027942657
Antigua and Barbuda,ATG,2000,0.924319982528687
Antigua and Barbuda,ATG,2014,1.04077005386353
Arab World,,1970,0.604390025138855
Arab World,,1971,0.604740023612976
Arab World,,1972,0.610270023345947
Arab World,,1973,0.609160006046295
Arab World,,1974,0.617110013961792
Arab World,,1975,0.625069975852966
Arab World,,1976,0.633430004119873
Arab World,,1977,0.641300022602081
Arab World,,1978,0.647759974002838
Arab World,,1979,0.655979990959167
Arab World,,1980,0.667789995670319
Arab World,,1981,0.682479977607727
Arab World,,1982,0.694400012493134
Arab World,,1983,0.707830011844635
Arab World,,1984,0.721629977226257
Arab World,,1985,0.733479976654053
Arab World,,1986,0.743960022926331
Arab World,,1987,0.755980014801025
Arab World,,1988,0.769280016422272
Arab World,,1989,0.780420005321503
Arab World,,1990,0.789830029010773
Arab World,,1991,0.798479974269867
Arab World,,1992,0.809170007705688
Arab World,,1993,0.82056999206543
Arab World,,1994,0.831110000610352
Arab World,,1995,0.837310016155243
Arab World,,1996,0.843970000743866
Arab World,,1997,0.854929983615875
Arab World,,1998,0.857720017433167
Arab World,,1999,0.862730026245117
Arab World,,2000,0.86395001411438
Arab World,,2001,0.869000017642975
Arab World,,2002,0.874260008335114
Arab World,,2003,0.884819984436035
Arab World,,2004,0.884270012378693
Arab World,,2005,0.891260027885437
Arab World,,2006,0.898069977760315
Arab World,,2007,0.906790018081665
Arab World,,2008,0.911899983882904
Arab World,,2009,0.917180001735687
Arab World,,2010,0.920740008354187
Arab World,,2011,0.924579977989197
Arab World,,2012,0.926150023937225
Arab World,,2013,0.923269987106323
Arab World,,2014,0.924960017204285
Argentina,ARG,1974,1.1340399980545
Argentina,ARG,1975,1.13953995704651
Argentina,ARG,1998,1.07278001308441
Argentina,ARG,1999,1.0727299451828
Argentina,ARG,2000,1.06152999401093
Argentina,ARG,2001,1.06227004528046
Argentina,ARG,2002,1.06061995029449
Argentina,ARG,2003,1.06798994541168
Argentina,ARG,2004,1.08244001865387
Argentina,ARG,2005,1.09415996074677
Argentina,ARG,2006,1.10720002651215
Argentina,ARG,2007,1.11635005474091
Argentina,ARG,2008,1.12413001060486
Argentina,ARG,2009,1.1141699552536
Argentina,ARG,2010,1.0943900346756
Argentina,ARG,2011,1.0978399515152
Argentina,ARG,2012,1.08244001865387
Argentina,ARG,2013,1.06975996494293
Armenia,ARM,2007,1.14881002902985
Armenia,ARM,2008,1.15322005748749
Aruba,ABW,1999,1.08503997325897
Aruba,ABW,2000,1.05408000946045
Aruba,ABW,2001,1.05168998241425
Aruba,ABW,2002,1.06700003147125
Aruba,ABW,2003,1.07058000564575
Aruba,ABW,2004,1.00027000904083
Aruba,ABW,2005,1.01643002033234
Aruba,ABW,2007,1.03294003009796
Aruba,ABW,2008,1.0942200422287
Aruba,ABW,2009,1.08545994758606
Aruba,ABW,2011,1.10002994537354
Australia,AUS,1993,1.02310001850128
Australia,AUS,1994,1.02488005161285
Australia,AUS,1995,1.01934003829956
Australia,AUS,1996,1.01333999633789
Australia,AUS,2002,1.03492999076843
Australia,AUS,2003,1.03073000907898
Australia,AUS,2004,1.03337001800537
Australia,AUS,2005,1.0478800535202
Australia,AUS,2006,1.04997003078461
Australia,AUS,2007,1.04955005645752
Australia,AUS,2008,1.05009996891022
Australia,AUS,2009,1.04153001308441
Australia,AUS,2010,1.03753995895386
Australia,AUS,2011,1.03436005115509
Australia,AUS,2012,1.03492999076843
Australia,AUS,2013,1.03047001361847
Azerbaijan,AZE,2006,0.966459989547729
Azerbaijan,AZE,2007,0.968349993228912
Azerbaijan,AZE,2008,0.980449974536896
Azerbaijan,AZE,2009,1.00349998474121
Azerbaijan,AZE,2010,0.977620005607605
Azerbaijan,AZE,2011,0.97460001707077
Azerbaijan,AZE,2012,0.980949997901917
Azerbaijan,AZE,2013,0.97654002904892
Azerbaijan,AZE,2014,0.98225998878479
Bahamas,BHS,1992,1.02924001216888
Bahamas,BHS,1993,1.02461004257202
Bahamas,BHS,1999,0.98905998468399
Bahamas,BHS,2004,1.01268994808197
Bahamas,BHS,2005,1.00669002532959
Bahamas,BHS,2006,1.01431000232697
Bahamas,BHS,2007,1.04788994789124
Bahamas,BHS,2008,1.03947997093201
Bahamas,BHS,2009,1.04550004005432
Bahamas,BHS,2010,1.07454001903534
Bahrain,BHR,1977,1.00587999820709
Bahrain,BHR,1978,0.9549800157547
Bahrain,BHR,1979,0.940509974956512
Bahrain,BHR,1982,0.912020027637482
Bahrain,BHR,1983,0.909409999847412
Bahrain,BHR,1984,0.988089978694916
Bahrain,BHR,1985,0.980369985103607
Bahrain,BHR,1986,0.979409992694855
Bahrain,BHR,1987,0.995350003242493
Bahrain,BHR,1989,1.01331996917725
Bahrain,BHR,1994,1.06684005260468
Bahrain,BHR,1995,1.04990005493164
Bahrain,BHR,1997,1.09592998027802
Bahrain,BHR,1998,1.07111001014709
Bahrain,BHR,1999,1.08441996574402
Bahrain,BHR,2000,1.08341002464294
Bahrain,BHR,2006,1.05369997024536
Bangladesh,BGD,1977,0.290179997682571
Bangladesh,BGD,1981,0.241870000958443
Bangladesh,BGD,1998,0.936739981174469
Bangladesh,BGD,1999,0.98785001039505
Bangladesh,BGD,2000,1.02678000926971
Bangladesh,BGD,2001,1.07888996601105
Bangladesh,BGD,2002,1.09713995456696
Bangladesh,BGD,2003,1.10269999504089
Bangladesh,BGD,2004,1.02980005741119
Bangladesh,BGD,2005,1.06851005554199
Bangladesh,BGD,2006,1.05927002429962
Bangladesh,BGD,2007,1.05499005317688
Bangladesh,BGD,2009,1.08486998081207
Bangladesh,BGD,2010,1.12109005451202
Bangladesh,BGD,2011,1.15874004364014
Bangladesh,BGD,2012,1.14663004875183
Bangladesh,BGD,2013,1.08502995967865
Barbados,BRB,1978,1.09299004077911
Barbados,BRB,1981,1.00278997421265
Barbados,BRB,1982,1.08147001266479
Barbados,BRB,1983,1.0300999879837
Barbados,BRB,1984,1.03055000305176
Barbados,BRB,1985,1.02532994747162
Barbados,BRB,1989,1.05519998073578
Barbados,BRB,1990,0.877219974994659
Barbados,BRB,2000,0.986559987068176
Barbados,BRB,2001,0.969280004501343
Barbados,BRB,2002,0.989660024642944
Barbados,BRB,2003,0.992829978466034
Barbados,BRB,2004,1.04507994651794
Barbados,BRB,2005,0.996510028839111
Barbados,BRB,2006,1.00027000904083
Barbados,BRB,2007,1.03582000732422
Barbados,BRB,2008,1.01575994491577
Barbados,BRB,2009,1.01304996013641
Barbados,BRB,2010,0.999650001525879
Barbados,BRB,2011,1.06286001205444
Belarus,BLR,2010,1.00305998325348
Belarus,BLR,2011,1.00492000579834
Belarus,BLR,2012,1.00511002540588
Belgium,BEL,1977,1.04653000831604
Belgium,BEL,1993,0.998139977455139
Belgium,BEL,1994,1.00041997432709
Belgium,BEL,1995,0.999539971351624
Belgium,BEL,1996,1.00620996952057
Belgium,BEL,2004,0.956950008869171
Belgium,BEL,2005,0.965740025043488
Belgium,BEL,2013,1.00978994369507
Belgium,BEL,2014,1.00812995433807
Belize,BLZ,1999,1.07069003582001
Belize,BLZ,2000,1.05466997623444
Belize,BLZ,2001,1.05899000167847
Belize,BLZ,2003,1.03761994838715
Belize,BLZ,2005,1.04071998596191
Belize,BLZ,2006,1.0692800283432
Belize,BLZ,2007,1.07232999801636
Belize,BLZ,2008,1.08660995960236
Belize,BLZ,2009,1.08326995372772
Belize,BLZ,2010,1.08447003364563
Belize,BLZ,2011,1.07044994831085
Belize,BLZ,2012,1.04014003276825
Belize,BLZ,2013,1.0560599565506
Belize,BLZ,2014,1.05931997299194
Benin,BEN,2000,0.457760006189346
Benin,BEN,2001,0.473870009183884
Benin,BEN,2013,0.683600008487701
Bermuda,BMU,1978,1.0829199552536
Bermuda,BMU,2010,0.922169983386993
Bermuda,BMU,2011,1.1569299697876
Bhutan,BTN,1998,0.900730013847351
Bhutan,BTN,1999,0.912509977817535
Bhutan,BTN,2000,0.927720010280609
Bhutan,BTN,2001,0.969290018081665
Bhutan,BTN,2005,1.01507997512817
Bhutan,BTN,2006,1.03006994724274
Bhutan,BTN,2008,1.01528000831604
Bhutan,BTN,2009,1.07774996757507
Bhutan,BTN,2010,1.09713995456696
Bhutan,BTN,2011,1.14207005500793
Bhutan,BTN,2012,1.15073001384735
Bhutan,BTN,2013,1.14754998683929
Bhutan,BTN,2014,1.13611996173859
Bolivia,BOL,2006,0.967230021953583
Bolivia,BOL,2007,0.983380019664764
Bolivia,BOL,2008,0.994140028953552
Bolivia,BOL,2009,1.00230002403259
Bolivia,BOL,2010,1.00531005859375
Bolivia,BOL,2011,1.01042997837067
Bolivia,BOL,2012,1.01528000831604
Bolivia,BOL,2013,1.01349997520447
Botswana,BWA,1971,0.925189971923828
Botswana,BWA,1972,0.919770002365112
Botswana,BWA,1973,1.11917996406555
Botswana,BWA,1974,1.23055994510651
Botswana,BWA,1975,1.31744003295898
Botswana,BWA,1976,1.38076996803284
Botswana,BWA,1977,1.42139005661011
Botswana,BWA,1978,1.43760001659393
Botswana,BWA,1979,1.50847995281219
Botswana,BWA,1980,1.40539002418518
Botswana,BWA,1981,1.32354998588562
Botswana,BWA,1984,1.21730005741119
Botswana,BWA,1985,1.19766998291016
Botswana,BWA,1986,1.17149996757507
Botswana,BWA,1989,1.15302002429962
Botswana,BWA,1990,1.19192004203796
Botswana,BWA,1991,1.22230005264282
Botswana,BWA,1992,1.18298995494843
Botswana,BWA,1993,1.16552996635437
