Entity,Code,Year,Crops - Wheat - 15 - Yield - 5419 - hg/ha (tonnes per hectare)
Czech Republic,CZE,2004,5.8419
Czech Republic,CZE,2005,5.0522
Czech Republic,CZE,2006,4.4865
Czech Republic,CZE,2007,4.857
Czech Republic,CZE,2008,5.772600000000001
Czech Republic,CZE,2009,5.242500000000001
Czech Republic,CZE,2010,4.9924
Czech Republic,CZE,2011,5.6921
Czech Republic,CZE,2012,4.3156
Czech Republic,CZE,2013,5.6676
Czech Republic,CZE,2014,6.510400000000001
Czech Republic,CZE,2015,6.3559
Czech Republic,CZE,2016,6.495900000000001
Czech Republic,CZE,2017,5.6705000000000005
Czech Republic,CZE,2018,5.389600000000001
Czechoslovakia,OWID_CZS,1961,2.5997000000000003
Czechoslovakia,OWID_CZS,1962,2.4549000000000003
Czechoslovakia,OWID_CZS,1963,2.4634
Czechoslovakia,OWID_CZS,1964,2.2181
Czechoslovakia,OWID_CZS,1965,2.4211
Czechoslovakia,OWID_CZS,1966,2.5293
Czechoslovakia,OWID_CZS,1967,2.713
Czechoslovakia,OWID_CZS,1968,3.161
Czechoslovakia,OWID_CZS,1969,3.0984000000000003
Czechoslovakia,OWID_CZS,1970,2.9456
Czechoslovakia,OWID_CZS,1971,3.5263
Czechoslovakia,OWID_CZS,1972,3.3685
Czechoslovakia,OWID_CZS,1973,3.7769000000000004
Czechoslovakia,OWID_CZS,1974,3.9942
Czechoslovakia,OWID_CZS,1975,3.5735
Czechoslovakia,OWID_CZS,1976,3.7672000000000003
Czechoslovakia,OWID_CZS,1977,4.0706
Czechoslovakia,OWID_CZS,1978,4.4097
Czechoslovakia,OWID_CZS,1979,3.4228
Czechoslovakia,OWID_CZS,1980,4.5311
Czechoslovakia,OWID_CZS,1981,3.9918
Czechoslovakia,OWID_CZS,1982,4.3122
Czechoslovakia,OWID_CZS,1983,4.8926
Czechoslovakia,OWID_CZS,1984,5.1362000000000005
Czechoslovakia,OWID_CZS,1985,4.9816
Czechoslovakia,OWID_CZS,1986,4.4031
Czechoslovakia,OWID_CZS,1987,5.0784
Czechoslovakia,OWID_CZS,1988,5.2826
Czechoslovakia,OWID_CZS,1989,5.1315
Czechoslovakia,OWID_CZS,1990,5.421200000000001
Czechoslovakia,OWID_CZS,1991,5.1526000000000005
Czechoslovakia,OWID_CZS,1992,4.5957
Democratic Republic of Congo,COD,1961,0.7090000000000001
Democratic Republic of Congo,COD,1962,0.9900000000000001
Democratic Republic of Congo,COD,1963,0.9640000000000001
Democratic Republic of Congo,COD,1964,1.028
Democratic Republic of Congo,COD,1965,1
Democratic Republic of Congo,COD,1966,1.1
Democratic Republic of Congo,COD,1967,0.9341
Democratic Republic of Congo,COD,1968,1
Democratic Republic of Congo,COD,1969,1.1400000000000001
Democratic Republic of Congo,COD,1970,0.53
Democratic Republic of Congo,COD,1971,0.4919
Democratic Republic of Congo,COD,1972,0.434
Democratic Republic of Congo,COD,1973,0.49610000000000004
Democratic Republic of Congo,COD,1974,0.6296
Democratic Republic of Congo,COD,1975,0.6481
Democratic Republic of Congo,COD,1976,0.6667000000000001
Democratic Republic of Congo,COD,1977,0.6364000000000001
Democratic Republic of Congo,COD,1978,0.6667000000000001
Democratic Republic of Congo,COD,1979,0.5918
Democratic Republic of Congo,COD,1980,0.6078
Democratic Republic of Congo,COD,1981,0.5962000000000001
Democratic Republic of Congo,COD,1982,0.5926
Democratic Republic of Congo,COD,1983,0.6071000000000001
Democratic Republic of Congo,COD,1984,0.5965
Democratic Republic of Congo,COD,1985,0.5862
Democratic Republic of Congo,COD,1986,1.1634
Democratic Republic of Congo,COD,1987,0.93
Democratic Republic of Congo,COD,1988,0.9153
Democratic Republic of Congo,COD,1989,0.9264
Democratic Republic of Congo,COD,1990,0.9259000000000001
Democratic Republic of Congo,COD,1991,0.9255
Democratic Republic of Congo,COD,1992,1.2356
Democratic Republic of Congo,COD,1993,1.2803
Democratic Republic of Congo,COD,1994,1.2813
Democratic Republic of Congo,COD,1995,1.2929000000000002
Democratic Republic of Congo,COD,1996,1.2901
Democratic Republic of Congo,COD,1997,1.2894
Democratic Republic of Congo,COD,1998,1.2904
Democratic Republic of Congo,COD,1999,1.2850000000000001
Democratic Republic of Congo,COD,2000,1.2849000000000002
Democratic Republic of Congo,COD,2001,1.2850000000000001
Democratic Republic of Congo,COD,2002,1.2872000000000001
Democratic Republic of Congo,COD,2003,1.2129
Democratic Republic of Congo,COD,2004,1.2842
Democratic Republic of Congo,COD,2005,1.2850000000000001
Democratic Republic of Congo,COD,2006,1.2849000000000002
Democratic Republic of Congo,COD,2007,1.2849000000000002
Democratic Republic of Congo,COD,2008,1.2849000000000002
Democratic Republic of Congo,COD,2009,1.2851000000000001
Democratic Republic of Congo,COD,2010,1.2854
Democratic Republic of Congo,COD,2011,1.2961
Democratic Republic of Congo,COD,2012,1.3112000000000001
Democratic Republic of Congo,COD,2013,1.3046
Democratic Republic of Congo,COD,2014,1.3053000000000001
Democratic Republic of Congo,COD,2015,1.3034000000000001
Democratic Republic of Congo,COD,2016,1.2896
Democratic Republic of Congo,COD,2017,1.2867
Democratic Republic of Congo,COD,2018,1.2844
Denmark,DNK,1961,4.1205
Denmark,DNK,1962,4.183
Denmark,DNK,1963,3.6698000000000004
Denmark,DNK,1964,4.2257
Denmark,DNK,1965,4.4573
Denmark,DNK,1966,4.2752
Denmark,DNK,1967,4.6525
Denmark,DNK,1968,4.8137
Denmark,DNK,1969,4.3615
Denmark,DNK,1970,4.4859
Denmark,DNK,1971,4.853800000000001
Denmark,DNK,1972,4.3939
Denmark,DNK,1973,4.4129000000000005
Denmark,DNK,1974,5.3502
Denmark,DNK,1975,5.1017
Denmark,DNK,1976,4.6837
Denmark,DNK,1977,5.2207
Denmark,DNK,1978,5.2705
Denmark,DNK,1979,5.1616
Denmark,DNK,1980,4.684200000000001
Denmark,DNK,1981,5.558
Denmark,DNK,1982,6.673
Denmark,DNK,1983,6.4004
Denmark,DNK,1984,7.323
Denmark,DNK,1985,5.8256000000000006
Denmark,DNK,1986,6.1684
Denmark,DNK,1987,5.7474
Denmark,DNK,1988,6.7521
Denmark,DNK,1989,7.2534
Denmark,DNK,1990,7.418
Denmark,DNK,1991,7.0749
Denmark,DNK,1992,6.151000000000001
Denmark,DNK,1993,6.979100000000001
Denmark,DNK,1994,6.494800000000001
Denmark,DNK,1995,7.563300000000001
Denmark,DNK,1996,6.986400000000001
Denmark,DNK,1997,7.2057
Denmark,DNK,1998,7.2476
Denmark,DNK,1999,7.0074000000000005
Denmark,DNK,2000,7.4797
Denmark,DNK,2001,7.3559
Denmark,DNK,2002,7.0345
Denmark,DNK,2003,7.0768
Denmark,DNK,2004,7.1406
Denmark,DNK,2005,7.2328
Denmark,DNK,2006,6.9964
Denmark,DNK,2007,6.561
Denmark,DNK,2008,7.8638
Denmark,DNK,2009,8.0373
Denmark,DNK,2010,6.6264
Denmark,DNK,2011,6.4672
Denmark,DNK,2012,7.3687000000000005
Denmark,DNK,2013,7.2992
Denmark,DNK,2014,7.7833000000000006
Denmark,DNK,2015,7.9527
Denmark,DNK,2016,7.2067000000000005
Denmark,DNK,2017,8.2409
Denmark,DNK,2018,6.2348
Eastern Africa,,1961,0.7486
Eastern Africa,,1962,0.7374
Eastern Africa,,1963,0.7627
Eastern Africa,,1964,0.7712
Eastern Africa,,1965,0.8126
Eastern Africa,,1966,0.7926000000000001
Eastern Africa,,1967,0.8157000000000001
Eastern Africa,,1968,0.8689
Eastern Africa,,1969,0.8906000000000001
Eastern Africa,,1970,0.8909
Eastern Africa,,1971,0.9099
Eastern Africa,,1972,0.9041
Eastern Africa,,1973,0.9669000000000001
Eastern Africa,,1974,1.0078
Eastern Africa,,1975,1.0963
Eastern Africa,,1976,1.2645
Eastern Africa,,1977,1.3464
Eastern Africa,,1978,1.2312
Eastern Africa,,1979,1.3059
Eastern Africa,,1980,1.3974
Eastern Africa,,1981,1.4872
Eastern Africa,,1982,1.358
Eastern Africa,,1983,1.5049000000000001
Eastern Africa,,1984,1.2441
Eastern Africa,,1985,1.3705
Eastern Africa,,1986,1.3617000000000001
Eastern Africa,,1987,1.4460000000000002
Eastern Africa,,1988,1.5061
Eastern Africa,,1989,1.5825
Eastern Africa,,1990,1.7287000000000001
Eastern Africa,,1991,1.7761
Eastern Africa,,1992,1.5439
Eastern Africa,,1993,1.7386000000000001
Eastern Africa,,1994,1.4948000000000001
Eastern Africa,,1995,1.4748
Eastern Africa,,1996,1.4946000000000002
Eastern Africa,,1997,1.5254
Eastern Africa,,1998,1.5892000000000002
Eastern Africa,,1999,1.3701
Eastern Africa,,2000,1.3254000000000001
Eastern Africa,,2001,1.5290000000000001
Eastern Africa,,2002,1.6516000000000002
Eastern Africa,,2003,1.6116000000000001
Eastern Africa,,2004,1.6902000000000001
Eastern Africa,,2005,1.7629000000000001
Eastern Africa,,2006,1.6896
Eastern Africa,,2007,1.7794
Eastern Africa,,2008,1.7269
Eastern Africa,,2009,1.7713
Eastern Africa,,2010,1.9774
Eastern Africa,,2011,2.0321000000000002
Eastern Africa,,2012,2.1676
Eastern Africa,,2013,2.4285
Eastern Africa,,2014,2.4387000000000003
Eastern Africa,,2015,2.6539
Eastern Africa,,2016,2.4628
Eastern Africa,,2017,2.5900000000000003
Eastern Africa,,2018,2.3457
Eastern Asia,,1961,0.6147
Eastern Asia,,1962,0.7467
Eastern Asia,,1963,0.7911
Eastern Asia,,1964,0.8574
Eastern Asia,,1965,1.0505
Eastern Asia,,1966,1.0771
Eastern Asia,,1967,1.1458000000000002
Eastern Asia,,1968,1.1334
Eastern Asia,,1969,1.0945
Eastern Asia,,1970,1.151
Eastern Asia,,1971,1.2766
Eastern Asia,,1972,1.3638000000000001
Eastern Asia,,1973,1.3344
Eastern Asia,,1974,1.5065000000000002
Eastern Asia,,1975,1.6368
Eastern Asia,,1976,1.7662
Eastern Asia,,1977,1.4619
Eastern Asia,,1978,1.8326
Eastern Asia,,1979,2.123
Eastern Asia,,1980,1.8800000000000001
Eastern Asia,,1981,2.0917
Eastern Asia,,1982,2.4342
Eastern Asia,,1983,2.7809
Eastern Asia,,1984,2.9369
Eastern Asia,,1985,2.9147000000000003
Eastern Asia,,1986,3.0153000000000003
Eastern Asia,,1987,2.9514
Eastern Asia,,1988,2.943
Eastern Asia,,1989,3.0133
Eastern Asia,,1990,3.1575
Eastern Asia,,1991,3.0604
Eastern Asia,,1992,3.2853000000000003
Eastern Asia,,1993,3.4705000000000004
Eastern Asia,,1994,3.3833
Eastern Asia,,1995,3.4993000000000003
Eastern Asia,,1996,3.6913
Eastern Asia,,1997,4.0586
Eastern Asia,,1998,3.6509
Eastern Asia,,1999,3.9096
Eastern Asia,,2000,3.7125000000000004
Eastern Asia,,2001,3.7767000000000004
Eastern Asia,,2002,3.7473
Eastern Asia,,2003,3.8994
Eastern Asia,,2004,4.218
Eastern Asia,,2005,4.2426
Eastern Asia,,2006,4.5623000000000005
Eastern Asia,,2007,4.5803
Eastern Asia,,2008,4.729
Eastern Asia,,2009,4.6869000000000005
Eastern Asia,,2010,4.689500000000001
Eastern Asia,,2011,4.779100000000001
Eastern Asia,,2012,4.9309
Eastern Asia,,2013,4.9956000000000005
Eastern Asia,,2014,5.1854000000000005
Eastern Asia,,2015,5.3100000000000005
Eastern Asia,,2016,5.3186
Eastern Asia,,2017,5.394
Eastern Asia,,2018,5.339300000000001
Eastern Europe,,1961,1.065
Eastern Europe,,1962,1.0550000000000002
Eastern Europe,,1963,0.8175
Eastern Europe,,1964,1.0958
Eastern Europe,,1965,0.9338000000000001
Eastern Europe,,1966,1.4259000000000002
Eastern Europe,,1967,1.2195
Eastern Europe,,1968,1.4116
Eastern Europe,,1969,1.2757
Eastern Europe,,1970,1.5177
Eastern Europe,,1971,1.5946
Eastern Europe,,1972,1.5588000000000002
Eastern Europe,,1973,1.7890000000000001
Eastern Europe,,1974,1.5296
Eastern Europe,,1975,1.2016
Eastern Europe,,1976,1.7402000000000002
Eastern Europe,,1977,1.6131
Eastern Europe,,1978,1.9901000000000002
Eastern Europe,,1979,1.6192
Eastern Europe,,1980,1.7204000000000002
Eastern Europe,,1981,1.5078
Eastern Europe,,1982,1.6422
Eastern Europe,,1983,1.7038
Eastern Europe,,1984,1.6451
Eastern Europe,,1985,1.7345000000000002
Eastern Europe,,1986,2.0343
Eastern Europe,,1987,1.971
Eastern Europe,,1988,2.0112
Eastern Europe,,1989,2.1822
Eastern Europe,,1990,2.4213
Eastern Europe,,1991,1.9147
Eastern Europe,,1992,2.3617
Eastern Europe,,1993,2.3581000000000003
Eastern Europe,,1994,2.1159
Eastern Europe,,1995,2.1682
Eastern Europe,,1996,1.9782000000000002
Eastern Europe,,1997,2.3691
Eastern Europe,,1998,2.0895
Eastern Europe,,1999,2.0955
Eastern Europe,,2000,2.0156
Eastern Europe,,2001,2.5962
Eastern Europe,,2002,2.4907
Eastern Europe,,2003,2.115
Eastern Europe,,2004,2.6790000000000003
Eastern Europe,,2005,2.4676
Eastern Europe,,2006,2.3441
Eastern Europe,,2007,2.347
Eastern Europe,,2008,3.0151000000000003
Eastern Europe,,2009,2.7043
Eastern Europe,,2010,2.4487
Eastern Europe,,2011,2.8279
Eastern Europe,,2012,2.3601
Eastern Europe,,2013,2.8642000000000003
Eastern Europe,,2014,3.2058
Eastern Europe,,2015,3.0931
Eastern Europe,,2016,3.322
Eastern Europe,,2017,3.6446
Eastern Europe,,2018,3.2565
Ecuador,ECU,1961,0.9924000000000001
Ecuador,ECU,1962,0.7897000000000001
Ecuador,ECU,1963,0.7901
Ecuador,ECU,1964,0.6681
Ecuador,ECU,1965,0.8897
Ecuador,ECU,1966,0.9650000000000001
Ecuador,ECU,1967,0.9869
Ecuador,ECU,1968,1.0442
Ecuador,ECU,1969,0.9388000000000001
Ecuador,ECU,1970,1.0626
Ecuador,ECU,1971,0.9017000000000001
Ecuador,ECU,1972,0.9034000000000001
Ecuador,ECU,1973,0.9717
Ecuador,ECU,1974,0.9774
Ecuador,ECU,1975,0.9205000000000001
Ecuador,ECU,1976,0.8500000000000001
Ecuador,ECU,1977,0.9731000000000001
Ecuador,ECU,1978,1.0754000000000001
Ecuador,ECU,1979,1.0290000000000001
Ecuador,ECU,1980,0.9693
Ecuador,ECU,1981,1.1141
Ecuador,ECU,1982,1.1658
Ecuador,ECU,1983,1.0450000000000002
Ecuador,ECU,1984,1.0275
Ecuador,ECU,1985,1.0192
Ecuador,ECU,1986,0.8031
Ecuador,ECU,1987,0.7961
Ecuador,ECU,1988,0.8671000000000001
Ecuador,ECU,1989,0.6665
Ecuador,ECU,1990,0.7967000000000001
Ecuador,ECU,1991,0.5696
Ecuador,ECU,1992,0.5911000000000001
Ecuador,ECU,1993,0.6711
Ecuador,ECU,1994,0.6162000000000001
Ecuador,ECU,1995,0.6951
Ecuador,ECU,1996,0.6176
Ecuador,ECU,1997,0.5976
Ecuador,ECU,1998,0.6484
Ecuador,ECU,1999,0.7001000000000001
Ecuador,ECU,2000,0.6208
Ecuador,ECU,2001,0.61
Ecuador,ECU,2002,0.5696
Ecuador,ECU,2003,0.798
Ecuador,ECU,2004,0.8053
Ecuador,ECU,2005,0.7220000000000001
Ecuador,ECU,2006,0.7774000000000001
Ecuador,ECU,2007,0.8186
Ecuador,ECU,2008,0.7466
Ecuador,ECU,2009,0.8617
Ecuador,ECU,2010,0.8912
Ecuador,ECU,2011,0.9249
Ecuador,ECU,2012,0.7995
Ecuador,ECU,2013,0.7064
Ecuador,ECU,2014,1.1204
Ecuador,ECU,2015,0.7165
Ecuador,ECU,2016,1.5250000000000001
Ecuador,ECU,2017,1.2924
Ecuador,ECU,2018,1.7142000000000002
Egypt,EGY,1961,2.4697
Egypt,EGY,1962,2.6064000000000003
Egypt,EGY,1963,2.6425
Egypt,EGY,1964,2.7551
Egypt,EGY,1965,2.6445000000000003
Egypt,EGY,1966,2.7030000000000003
Egypt,EGY,1967,2.4509000000000003
Egypt,EGY,1968,2.5349
Egypt,EGY,1969,2.4049
Egypt,EGY,1970,2.7561
Egypt,EGY,1971,3.0406
Egypt,EGY,1972,3.0912
Egypt,EGY,1973,3.6926
Egypt,EGY,1974,3.2686
Egypt,EGY,1975,3.4722
Egypt,EGY,1976,3.3447
Egypt,EGY,1977,3.3320000000000003
Egypt,EGY,1978,3.3344
Egypt,EGY,1979,3.1606
Egypt,EGY,1980,3.1175
Egypt,EGY,1981,3.2974
Egypt,EGY,1982,3.4962
Egypt,EGY,1983,3.5996
Egypt,EGY,1984,3.6668000000000003
Egypt,EGY,1985,3.7590000000000003
Egypt,EGY,1986,3.8028000000000004
Egypt,EGY,1987,4.715800000000001
Egypt,EGY,1988,4.751
Egypt,EGY,1989,4.9416
Egypt,EGY,1990,5.1967
Egypt,EGY,1991,4.8163
Egypt,EGY,1992,5.2546
Egypt,EGY,1993,5.297000000000001
Egypt,EGY,1994,5.0026
Egypt,EGY,1995,5.4221
Egypt,EGY,1996,5.6384
Egypt,EGY,1997,5.5994
Egypt,EGY,1998,5.9896
Egypt,EGY,1999,6.3467
Egypt,EGY,2000,6.3422
Egypt,EGY,2001,6.3580000000000005
Egypt,EGY,2002,6.4345
Egypt,EGY,2003,6.500100000000001
Egypt,EGY,2004,6.5567
Egypt,EGY,2005,6.492900000000001
Egypt,EGY,2006,6.4303
Egypt,EGY,2007,6.467300000000001
Egypt,EGY,2008,6.5031
Egypt,EGY,2009,6.3829
Egypt,EGY,2010,5.5741000000000005
Egypt,EGY,2011,6.542800000000001
Egypt,EGY,2012,6.5823
Egypt,EGY,2013,6.668200000000001
Egypt,EGY,2014,6.1752
Egypt,EGY,2015,6.591900000000001
Egypt,EGY,2016,6.6311
Egypt,EGY,2017,6.8597
Egypt,EGY,2018,6.689500000000001
Eritrea,ERI,1993,0.2038
Eritrea,ERI,1994,0.7449
Eritrea,ERI,1995,0.5124000000000001
Eritrea,ERI,1996,0.3665
Eritrea,ERI,1997,0.34340000000000004
Eritrea,ERI,1998,0.9552
Eritrea,ERI,1999,0.77
Eritrea,ERI,2000,0.5943
Eritrea,ERI,2001,1.1658
Eritrea,ERI,2002,0.1706
Eritrea,ERI,2003,0.19870000000000002
Eritrea,ERI,2004,0.298
Eritrea,ERI,2005,1.1565
Eritrea,ERI,2006,1.1604
Eritrea,ERI,2007,0.8395
Eritrea,ERI,2008,0.3307
Eritrea,ERI,2009,1.0706
Eritrea,ERI,2010,1.1786
Eritrea,ERI,2011,1.1154
Eritrea,ERI,2012,1.2692
Eritrea,ERI,2013,1.2
Eritrea,ERI,2014,1.2
Eritrea,ERI,2015,1
Eritrea,ERI,2016,1
Eritrea,ERI,2017,1
Eritrea,ERI,2018,1.1306
Estonia,EST,1992,2.0562
Estonia,EST,1993,2.0994
Estonia,EST,1994,1.6686
Estonia,EST,1995,1.9974
Estonia,EST,1996,2.2046
Estonia,EST,1997,2.185
Estonia,EST,1998,1.7666000000000002
Estonia,EST,1999,1.3377000000000001
Estonia,EST,2000,2.1285000000000003
Estonia,EST,2001,2.2302
Estonia,EST,2002,2.3025
Estonia,EST,2003,2.1574
Estonia,EST,2004,2.5083
Estonia,EST,2005,3.0818000000000003
Estonia,EST,2006,2.4173
Estonia,EST,2007,3.4746
Estonia,EST,2008,3.1831
Estonia,EST,2009,3.0146
Estonia,EST,2010,2.744
Estonia,EST,2011,2.8065
Estonia,EST,2012,3.8994
Estonia,EST,2013,3.2754000000000003
Estonia,EST,2014,3.9864
Estonia,EST,2015,4.7885
Estonia,EST,2016,2.7685
Estonia,EST,2017,4.2018
Estonia,EST,2018,2.9128000000000003
Ethiopia,ETH,1993,1.5487
Ethiopia,ETH,1994,1.0749
Ethiopia,ETH,1995,1.3106
Ethiopia,ETH,1996,1.2114
Ethiopia,ETH,1997,1.2917
Ethiopia,ETH,1998,1.3738000000000001
Ethiopia,ETH,1999,1.115
Ethiopia,ETH,2000,1.1631
Ethiopia,ETH,2001,1.3259
Ethiopia,ETH,2002,1.4354
Ethiopia,ETH,2003,1.3874
Ethiopia,ETH,2004,1.4691
Ethiopia,ETH,2005,1.5567
Ethiopia,ETH,2006,1.5204
Ethiopia,ETH,2007,1.6711
Ethiopia,ETH,2008,1.6245
Ethiopia,ETH,2009,1.8269000000000002
Ethiopia,ETH,2010,1.8385
Ethiopia,ETH,2011,2.0288
Ethiopia,ETH,2012,2.1102000000000003
Ethiopia,ETH,2013,2.4446000000000003
Ethiopia,ETH,2014,2.5433000000000003
Ethiopia,ETH,2015,2.7941000000000003
Ethiopia,ETH,2016,2.6755
Ethiopia,ETH,2017,2.8157
Ethiopia,ETH,2018,2.4236
Ethiopia PDR,,1961,0.7127
Ethiopia PDR,,1962,0.7127
Ethiopia PDR,,1963,0.7123
Ethiopia PDR,,1964,0.7100000000000001
Ethiopia PDR,,1965,0.7200000000000001
Ethiopia PDR,,1966,0.73
Ethiopia PDR,,1967,0.7327
Ethiopia PDR,,1968,0.7389
Ethiopia PDR,,1969,0.7453000000000001
Ethiopia PDR,,1970,0.7549
Ethiopia PDR,,1971,0.7691
Ethiopia PDR,,1972,0.7868
Ethiopia PDR,,1973,0.8
Ethiopia PDR,,1974,0.8
Ethiopia PDR,,1975,0.9135000000000001
Ethiopia PDR,,1976,0.992
Ethiopia PDR,,1977,1.1036000000000001
Ethiopia PDR,,1978,0.8704000000000001
Ethiopia PDR,,1979,0.9611000000000001
Ethiopia PDR,,1980,1.0023
Ethiopia PDR,,1981,1.1105
Ethiopia PDR,,1982,1.0317
Ethiopia PDR,,1983,1.2838
Ethiopia PDR,,1984,1.0646
Ethiopia PDR,,1985,1.0233
Ethiopia PDR,,1986,0.996
Ethiopia PDR,,1987,1.1665
Ethiopia PDR,,1988,1.1838
Ethiopia PDR,,1989,1.2352
Ethiopia PDR,,1990,1.3201
Ethiopia PDR,,1991,1.4115
Ethiopia PDR,,1992,1.3497000000000001
Europe,,1961,1.2562
Europe,,1962,1.3269
Europe,,1963,1.0997000000000001
Europe,,1964,1.3518000000000001
Europe,,1965,1.2469000000000001
Europe,,1966,1.6035000000000001
Europe,,1967,1.5323
Europe,,1968,1.6744
Europe,,1969,1.5608
Europe,,1970,1.734
Europe,,1971,1.8973
Europe,,1972,1.8864
Europe,,1973,2.0696
Europe,,1974,1.9479000000000002
Europe,,1975,1.5951000000000002
Europe,,1976,2.0484
Europe,,1977,1.9432
Europe,,1978,2.3351
Europe,,1979,2.0396
Europe,,1980,2.1891000000000003
Europe,,1981,1.9995
Europe,,1982,2.1859
Europe,,1983,2.2760000000000002
Europe,,1984,2.4773
Europe,,1985,2.4217
Europe,,1986,2.6585
Europe,,1987,2.6182000000000003
Europe,,1988,2.6996
Europe,,1989,2.8562000000000003
Europe,,1990,3.0867
Europe,,1991,2.8012
Europe,,1992,3.2087000000000003
Europe,,1993,3.2110000000000003
Europe,,1994,3.1324
Europe,,1995,3.1611000000000002
Europe,,1996,3.2072000000000003
Europe,,1997,3.3165
Europe,,1998,3.4066
Europe,,1999,3.3041
Europe,,2000,3.3203
Europe,,2001,3.4591000000000003
Europe,,2002,3.5123
Europe,,2003,3.2401
Europe,,2004,3.8594000000000004
Europe,,2005,3.4947000000000004
Europe,,2006,3.4668
Europe,,2007,3.3778
Europe,,2008,4.0246
Europe,,2009,3.7417000000000002
Europe,,2010,3.6081000000000003
Europe,,2011,3.7793
Europe,,2012,3.5532000000000004
Europe,,2013,3.9071000000000002
Europe,,2014,4.245
Europe,,2015,4.188000000000001
Europe,,2016,4.029
Europe,,2017,4.401800000000001
Europe,,2018,3.995
"Europe, Western",,1961,2.6076
"Europe, Western",,1962,3.2088
"Europe, Western",,1963,2.9423000000000004
"Europe, Western",,1964,3.3002000000000002
"Europe, Western",,1965,3.2712000000000003
"Europe, Western",,1966,2.9712
"Europe, Western",,1967,3.7863
"Europe, Western",,1968,3.8488
"Europe, Western",,1969,3.6864000000000003
"Europe, Western",,1970,3.5396
"Europe, Western",,1971,4.0718000000000005
"Europe, Western",,1972,4.3226
"Europe, Western",,1973,4.4356
"Europe, Western",,1974,4.6244000000000005
"Europe, Western",,1975,4.0228
"Europe, Western",,1976,3.8999
"Europe, Western",,1977,4.258900000000001
"Europe, Western",,1978,4.9777000000000005
"Europe, Western",,1979,4.7526
"Europe, Western",,1980,5.0137
"Europe, Western",,1981,4.9594000000000005
"Europe, Western",,1982,5.248600000000001
"Europe, Western",,1983,5.1637
"Europe, Western",,1984,6.2742
"Europe, Western",,1985,5.9164
"Europe, Western",,1986,5.6625000000000005
"Europe, Western",,1987,5.598400000000001
"Europe, Western",,1988,6.1686000000000005
"Europe, Western",,1989,6.1283
"Europe, Western",,1990,6.3687000000000005
"Europe, Western",,1991,6.6584
"Europe, Western",,1992,6.2573
"Europe, Western",,1993,6.484500000000001
"Europe, Western",,1994,6.6789000000000005
"Europe, Western",,1995,6.6272
"Europe, Western",,1996,7.192200000000001
"Europe, Western",,1997,6.8395
"Europe, Western",,1998,7.402900000000001
"Europe, Western",,1999,7.2876
"Europe, Western",,2000,7.109
"Europe, Western",,2001,7.0456
"Europe, Western",,2002,7.1882
"Europe, Western",,2003,6.3544
"Europe, Western",,2004,7.766800000000001
"Europe, Western",,2005,7.1313
"Europe, Western",,2006,6.8898
"Europe, Western",,2007,6.4905
"Europe, Western",,2008,7.444400000000001
"Europe, Western",,2009,7.549600000000001
"Europe, Western",,2010,7.091
"Europe, Western",,2011,6.8041
"Europe, Western",,2012,7.1492
"Europe, Western",,2013,7.4949
"Europe, Western",,2014,7.813000000000001
"Europe, Western",,2015,7.8805000000000005
"Europe, Western",,2016,6.1742
"Europe, Western",,2017,7.3516
"Europe, Western",,2018,6.7617
European Union,,1961,1.8591000000000002
European Union,,1962,2.1331
European Union,,1963,1.9601000000000002
European Union,,1964,2.1198
European Union,,1965,2.3487
European Union,,1966,2.2025
European Union,,1967,2.5979
European Union,,1968,2.5388
European Union,,1969,2.4844
European Union,,1970,2.4443
European Union,,1971,2.9055
European Union,,1972,2.9612000000000003
European Union,,1973,3.0911
European Union,,1974,3.2677
European Union,,1975,3.0322
European Union,,1976,3.1412
European Union,,1977,3.2396000000000003
European Union,,1978,3.6047000000000002
European Union,,1979,3.3803
European Union,,1980,3.7911
European Union,,1981,3.6620000000000004
European Union,,1982,3.9421000000000004
European Union,,1983,3.8033
European Union,,1984,4.776400000000001
European Union,,1985,4.2656
European Union,,1986,4.2799000000000005
European Union,,1987,4.2683
European Union,,1988,4.586
European Union,,1989,4.6592
European Union,,1990,4.8114
European Union,,1991,4.901
European Union,,1992,4.5029
European Union,,1993,4.4842
European Union,,1994,4.6322
European Union,,1995,4.6679
European Union,,1996,4.9318
European Union,,1997,4.7529
European Union,,1998,5.1189
European Union,,1999,4.958
European Union,,2000,4.982
European Union,,2001,4.7847
European Union,,2002,4.9674000000000005
European Union,,2003,4.5812
European Union,,2004,5.6126000000000005
European Union,,2005,5.1153
European Union,,2006,5.0816
European Union,,2007,4.8433
European Union,,2008,5.6596
European Union,,2009,5.397200000000001
European Union,,2010,5.2614
European Union,,2011,5.3438
European Union,,2012,5.1786
European Union,,2013,5.5787
European Union,,2014,5.8845
European Union,,2015,6.0305
European Union,,2016,5.352
European Union,,2017,5.856800000000001
European Union,,2018,5.4146
Finland,FIN,1961,1.9436
Finland,FIN,1962,1.4753
Finland,FIN,1963,1.6625
Finland,FIN,1964,1.7238
Finland,FIN,1965,1.8746
Finland,FIN,1966,1.7615
Finland,FIN,1967,2.0111
Finland,FIN,1968,2.1417
Finland,FIN,1969,2.3656
Finland,FIN,1970,2.3322000000000003
Finland,FIN,1971,2.563
Finland,FIN,1972,2.5862000000000003
Finland,FIN,1973,2.4614000000000003
Finland,FIN,1974,2.7307
Finland,FIN,1975,2.8405
