Entity,Code,Year,
Albania,ALB,2006,0
Albania,ALB,2007,0
Albania,ALB,2008,0
Albania,ALB,2009,0
Algeria,DZA,2006,0.9777070063694269
Algeria,DZA,2007,0.9777070063694269
Algeria,DZA,2008,0.9782485946996897
Algeria,DZA,2009,0
Algeria,DZA,2010,0
Algeria,DZA,2011,0
Algeria,DZA,2012,0.0345233247519726
Algeria,DZA,2013,0.0500275248662507
Algeria,DZA,2014,0.2338773710780227
Angola,AGO,2010,21470.66053433431
Angola,AGO,2011,21470.66053433431
Angola,AGO,2013,19796.11826266238
Angola,AGO,2014,18251.22085057894
Argentina,ARG,2006,0.2956298200514139
Argentina,ARG,2007,0.2956298200514139
Argentina,ARG,2008,0.3179440839036716
Argentina,ARG,2009,1.281089562776957
Argentina,ARG,2010,1.279966858353604
Argentina,ARG,2011,1.279966858353604
Argentina,ARG,2012,0.7068897649096522
Argentina,ARG,2013,0.2085144495975315
Argentina,ARG,2014,0.0121693209131946
Armenia,ARM,2006,0.935483870967742
Armenia,ARM,2007,0.935483870967742
Armenia,ARM,2008,0.9583326861833872
Armenia,ARM,2009,0
Armenia,ARM,2010,0
Armenia,ARM,2011,0
Armenia,ARM,2012,0
Armenia,ARM,2013,0
Australia,AUS,2006,0
Australia,AUS,2007,0
Australia,AUS,2008,2.991240294644635
Australia,AUS,2009,0
Austria,AUT,2006,0
Austria,AUT,2007,0
Austria,AUT,2008,0
Austria,AUT,2009,0
Azerbaijan,AZE,2006,5.738095238095238
Azerbaijan,AZE,2007,5.738095238095238
Azerbaijan,AZE,2008,5.802754643423814
Azerbaijan,AZE,2009,2.351427817316899
Azerbaijan,AZE,2010,2.377714995086264
Azerbaijan,AZE,2011,2.377714995086264
Azerbaijan,AZE,2012,1.031364113840199
Azerbaijan,AZE,2013,0.6339980032286616
Azerbaijan,AZE,2014,0.0429693588724582
Bahrain,BHR,2006,0
Bahrain,BHR,2007,0
Bahrain,BHR,2008,0
Bahrain,BHR,2009,0
Bangladesh,BGD,2006,38.77232447171097
Bangladesh,BGD,2007,38.77232447171097
Bangladesh,BGD,2008,40.85708523590051
Bangladesh,BGD,2009,2059.966492518452
Bangladesh,BGD,2010,1906.902260854849
Bangladesh,BGD,2011,1906.902260854849
Bangladesh,BGD,2012,619.8753323680666
Bangladesh,BGD,2013,392.0125325148253
Bangladesh,BGD,2014,394.323377542888
Barbados,BRB,2006,0
Barbados,BRB,2007,0
Barbados,BRB,2008,0
Barbados,BRB,2009,0
Belgium,BEL,2006,0
Belgium,BEL,2007,0
Belgium,BEL,2008,0
Belgium,BEL,2009,0
Benin,BEN,2006,12172.515625
Benin,BEN,2007,12172.515625
Benin,BEN,2008,10491.47763810078
Benin,BEN,2009,37229.57471264368
Benin,BEN,2010,36976.04231583146
Benin,BEN,2011,36976.04231583146
Benin,BEN,2012,27461.06586655236
Benin,BEN,2013,28228.74745519797
Bhutan,BTN,2013,102.5374288705848
Bhutan,BTN,2014,20.22048415927271
Bolivia,BOL,2006,165.6666666666667
Bolivia,BOL,2007,165.6666666666667
Bolivia,BOL,2008,225.8063979034404
Bolivia,BOL,2009,785.0603182963904
Bolivia,BOL,2010,788.933815473589
Bolivia,BOL,2011,788.933815473589
Bolivia,BOL,2012,177.1360772526278
Bolivia,BOL,2013,197.2322263005115
Bolivia,BOL,2014,104.7989836404023
Bosnia and Herzegovina,BIH,2006,0
Bosnia and Herzegovina,BIH,2007,0
Bosnia and Herzegovina,BIH,2008,0
Bosnia and Herzegovina,BIH,2009,0
Botswana,BWA,2006,1245.444444444445
Botswana,BWA,2007,1245.444444444445
Botswana,BWA,2008,1267.233826064837
Botswana,BWA,2009,373.4530331699948
Botswana,BWA,2010,361.7636458554205
Botswana,BWA,2011,361.7636458554205
Botswana,BWA,2012,232.8695442415532
Botswana,BWA,2013,192.6885693772412
Botswana,BWA,2014,29.94146443702562
Brazil,BRA,2006,254.196458218041
Brazil,BRA,2007,254.196458218041
Brazil,BRA,2008,206.3758154433169
Brazil,BRA,2009,729.8552293995172
Brazil,BRA,2010,728.2245807266921
Brazil,BRA,2011,728.2245807266921
Brazil,BRA,2012,201.8498539249926
Brazil,BRA,2013,219.5692808524069
Brazil,BRA,2014,156.048631982301
Brunei,BRN,2008,3.554952732801549
Brunei,BRN,2009,4.522613065326633
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0
Bulgaria,BGR,2008,0
Bulgaria,BGR,2009,0
Burkina Faso,BFA,2006,11894.46721311475
Burkina Faso,BFA,2007,11894.46721311475
Burkina Faso,BFA,2008,12070.25665010941
Burkina Faso,BFA,2009,45784.31617647059
Burkina Faso,BFA,2010,43365.72065327159
Burkina Faso,BFA,2011,43365.72065327159
Burkina Faso,BFA,2012,31822.23205398187
Burkina Faso,BFA,2013,31924.20133493676
Burkina Faso,BFA,2014,34021.57976654027
Burundi,BDI,2006,26993.85074626865
Burundi,BDI,2007,26993.85074626865
Burundi,BDI,2008,26526.15504160891
Burundi,BDI,2009,29113.74908014289
Burundi,BDI,2010,27784.8155992791
Burundi,BDI,2011,27784.8155992791
Burundi,BDI,2012,8931.505682454452
Burundi,BDI,2013,9688.260480372872
Burundi,BDI,2014,8528.291948612168
Cambodia,KHM,2006,505.3758865248227
Cambodia,KHM,2007,505.3758865248227
Cambodia,KHM,2008,516.4325611534264
Cambodia,KHM,2009,1819.13852887567
Cambodia,KHM,2010,1845.2004475434
Cambodia,KHM,2011,1845.2004475434
Cambodia,KHM,2012,2588.766712717923
Cambodia,KHM,2013,1337.410363782134
Cambodia,KHM,2014,1076.379484583757
Cameroon,CMR,2006,2900
Cameroon,CMR,2007,2900
Cameroon,CMR,2008,4663.527854698433
Cameroon,CMR,2009,30670.48192771084
Cameroon,CMR,2010,28013.12330065933
Cameroon,CMR,2011,28013.12330065933
Cameroon,CMR,2012,26841.99470269353
Cameroon,CMR,2013,24202.52814202759
Cameroon,CMR,2014,17050.9811894958
Canada,CAN,2006,0
Canada,CAN,2007,0
Canada,CAN,2008,0
Canada,CAN,2009,0
Cape Verde,CPV,2010,11.76320854047508
Cape Verde,CPV,2011,11.76320854047508
Cape Verde,CPV,2012,68.79671535593477
Cape Verde,CPV,2013,27.96727828440725
Cape Verde,CPV,2014,22.2491459361935
Chad,TCD,2006,4767.864197530864
Chad,TCD,2007,4767.864197530864
Chad,TCD,2008,4540.720538701537
Chad,TCD,2009,41789.35
Chad,TCD,2010,39920.37008927151
Chad,TCD,2011,39920.37008927151
Chad,TCD,2012,37881.39604605942
Chad,TCD,2013,36280.13059047524
Chad,TCD,2014,26509.91008722162
Chile,CHL,2006,0.04375
Chile,CHL,2007,0.04375
Chile,CHL,2008,0
Chile,CHL,2009,0
China,CHN,2006,3.119230179420335
China,CHN,2007,3.119230179420335
China,CHN,2008,1.993127147766323
