Entity,Code,Year, (%)
Australia,AUS,1966,36.30611849
Australia,AUS,1967,37.19031799
Australia,AUS,1968,37.67964524
Australia,AUS,1969,38.09664113
Australia,AUS,1970,39.61307745
Australia,AUS,1971,39.95296859
Australia,AUS,1972,40.59495891
Australia,AUS,1973,41.40446876
Australia,AUS,1974,42.18645476
Australia,AUS,1975,43.03272974
Australia,AUS,1976,43.0288791
Australia,AUS,1977,44.16977433
Australia,AUS,1978,43.59894759
Australia,AUS,1979,43.58382756
Australia,AUS,1980,44.76602498
Australia,AUS,1981,44.74663142
Australia,AUS,1982,44.64201451
Australia,AUS,1983,44.66081804
Australia,AUS,1984,45.29952202
Australia,AUS,1985,46.27862498
Australia,AUS,1986,48.29482594
Australia,AUS,1987,48.93668585
Australia,AUS,1988,49.86272208
Australia,AUS,1989,51.22711288
Australia,AUS,1990,52.24520078
Australia,AUS,1991,51.97872113
Australia,AUS,1992,51.94029867
Australia,AUS,1993,51.70193342
Australia,AUS,1994,52.59618203
Australia,AUS,1995,53.60130491
Australia,AUS,1996,53.79092502
Australia,AUS,1997,53.58201578
Australia,AUS,1998,53.63817043
Australia,AUS,1999,53.62891083
Australia,AUS,2000,54.50879441
Australia,AUS,2001,55.04992873
Australia,AUS,2002,55.24182176
Australia,AUS,2003,55.91430779
Australia,AUS,2004,55.68748538
Australia,AUS,2005,56.97008421
Australia,AUS,2006,57.5199929
Australia,AUS,2007,58.07042537
Australia,AUS,2008,58.54853823
Australia,AUS,2009,58.74626212
Australia,AUS,2010,58.61361719
Australia,AUS,2011,58.86075013
Australia,AUS,2012,58.74380895
Australia,AUS,2013,58.63535966
Australia,AUS,2014,58.59803972
Australia,AUS,2015,59.03114498
Australia,AUS,2016,59.22896999
Austria,AUT,1994,48.64639976
Austria,AUT,1995,48.76654187
Austria,AUT,1996,48.26021297
Austria,AUT,1997,48.5278949
Austria,AUT,1998,48.5911154
Austria,AUT,1999,48.89111994
Austria,AUT,2000,48.96088437
Austria,AUT,2001,49.53005517
Austria,AUT,2002,50.53690521
Austria,AUT,2003,51.10625096
Austria,AUT,2004,50.3868812
Austria,AUT,2005,51.30365832
Austria,AUT,2006,51.98794605
Austria,AUT,2007,52.84946947
Austria,AUT,2008,53.38504745
Austria,AUT,2009,54.04694403
Austria,AUT,2010,54.15571516
Austria,AUT,2011,54.51210263
Austria,AUT,2012,55.00489568
Austria,AUT,2013,55.29341163
Austria,AUT,2014,55.30831245
Austria,AUT,2015,55.36055353
Austria,AUT,2016,55.9092339
Belgium,BEL,1983,36.29383246
Belgium,BEL,1984,36.07393862
Belgium,BEL,1985,36.46293808
Belgium,BEL,1986,36.94142821
Belgium,BEL,1987,36.55801165
Belgium,BEL,1988,36.44824317
Belgium,BEL,1989,36.20891851
Belgium,BEL,1990,36.55312875
Belgium,BEL,1991,38.008321
Belgium,BEL,1992,38.90030764
Belgium,BEL,1993,39.58079215
Belgium,BEL,1994,40.16460678
Belgium,BEL,1995,40.53455575
Belgium,BEL,1996,40.55567327
Belgium,BEL,1997,41.00958894
Belgium,BEL,1998,41.65880913
Belgium,BEL,1999,43.17087419
Belgium,BEL,2000,43.40970769
Belgium,BEL,2001,42.3475216
Belgium,BEL,2002,43.19801423
Belgium,BEL,2003,43.64698708
Belgium,BEL,2004,44.4920138
Belgium,BEL,2005,45.69241048
Belgium,BEL,2006,45.82156848
Belgium,BEL,2007,46.52888874
Belgium,BEL,2008,46.91037467
Belgium,BEL,2009,46.95026682
Belgium,BEL,2010,47.71128394
Belgium,BEL,2011,47.03193044
Belgium,BEL,2012,47.10019835
Belgium,BEL,2013,47.76867914
Belgium,BEL,2014,48.0781162
Belgium,BEL,2015,48.00883106
Belgium,BEL,2016,47.71184983
