Entity,Code,Year,Renewables (%)
Argentina,ARG,1969,-10.447761194029859
Argentina,ARG,1970,17.919113666666654
Argentina,ARG,1971,0.7139857487791446
Argentina,ARG,1972,-1.6059152710120594
Argentina,ARG,1973,94.28746589189898
Argentina,ARG,1974,66.83804678769138
Argentina,ARG,1975,3.352775192809143
Argentina,ARG,1976,-3.8374424340005264
Argentina,ARG,1977,15.39159199986997
Argentina,ARG,1978,33.99849943761062
Argentina,ARG,1979,37.614689320366715
Argentina,ARG,1980,41.79692736928813
Argentina,ARG,1981,-3.2166752078478855
Argentina,ARG,1982,20.703876352532546
Argentina,ARG,1983,4.279855321088255
Argentina,ARG,1984,7.635780158803485
Argentina,ARG,1985,5.132936796529508
Argentina,ARG,1986,1.7148064317697553
Argentina,ARG,1987,3.8164272309483716
Argentina,ARG,1988,-28.513424034599556
Argentina,ARG,1989,-16.429207701406355
Argentina,ARG,1990,37.519254558495206
Argentina,ARG,1991,-9.500249833076868
Argentina,ARG,1992,21.976819861907202
Argentina,ARG,1993,19.02325401141105
Argentina,ARG,1994,18.717749322737866
Argentina,ARG,1995,1.7144895970995666
Argentina,ARG,1996,-7.9356725567525155
Argentina,ARG,1997,27.30910228334862
Argentina,ARG,1998,-1.7078334283824326
Argentina,ARG,1999,-17.324427117410814
Argentina,ARG,2000,27.662662216512125
Argentina,ARG,2001,22.502345451971074
Argentina,ARG,2002,-0.40233426436150355
Argentina,ARG,2003,-5.233621273806433
Argentina,ARG,2004,-9.45054502373679
Argentina,ARG,2005,11.327000730418524
Argentina,ARG,2006,11.767039506095678
Argentina,ARG,2007,-12.997308494841375
Argentina,ARG,2008,-1.126960977456426
Argentina,ARG,2009,9.28230858089687
Argentina,ARG,2010,0.07762512219906537
Argentina,ARG,2011,-1.6962260979476174
Argentina,ARG,2012,-5.139952474625387
Argentina,ARG,2013,9.866869592785088
Argentina,ARG,2014,0.4027005416085139
Argentina,ARG,2015,2.1819279607139697
Argentina,ARG,2016,-8.887385114135371
Argentina,ARG,2017,9.25756641482578
Argentina,ARG,2018,2.0482842859259387
Australia,AUS,1966,-4.4668682738347565
Australia,AUS,1967,3.4964359934453793
Australia,AUS,1968,4.2644664190598425
Australia,AUS,1969,8.899123557056532
Australia,AUS,1970,16.358574543558824
Australia,AUS,1971,12.833550316765496
Australia,AUS,1972,0.5341481266948334
Australia,AUS,1973,6.680501935460126
Australia,AUS,1974,13.300874429337206
Australia,AUS,1975,7.508126901105383
Australia,AUS,1976,-4.805568918446978
Australia,AUS,1977,-4.54238975484339
Australia,AUS,1978,7.925306952469224
Australia,AUS,1979,-2.7605049895505385
Australia,AUS,1980,-5.540471342894515
Australia,AUS,1981,3.023088057210188
Australia,AUS,1982,-6.895487674273082
Australia,AUS,1983,-5.507057115912584
Australia,AUS,1984,8.063155566211243
Australia,AUS,1985,6.114578982530605
Australia,AUS,1986,0.6202072386320978
Australia,AUS,1987,-2.7751510772402344
Australia,AUS,1988,6.970049850926463
Australia,AUS,1989,-0.011779253627675068
Australia,AUS,1990,3.022709795658418
Australia,AUS,1991,5.538050123289606
Australia,AUS,1992,1.49678385800871
Australia,AUS,1993,2.7069949023605044
Australia,AUS,1994,-1.1959985200994505
Australia,AUS,1995,-2.2807568653113175
Australia,AUS,1996,2.8083702109754416
Australia,AUS,1997,0.23631666874468493
Australia,AUS,1998,-0.32405897334416567
Australia,AUS,1999,3.342664447976107
Australia,AUS,2000,0.21801745308862586
Australia,AUS,2001,-1.565854601147032
Australia,AUS,2002,4.005874151330802
Australia,AUS,2003,3.9877684997532636
Australia,AUS,2004,3.750749912439977
Australia,AUS,2005,6.9693363598078095
Australia,AUS,2006,2.0144981872551204
Australia,AUS,2007,-4.009045646955645
Australia,AUS,2008,-5.82016581215552
Australia,AUS,2009,5.48405209881857
Australia,AUS,2010,9.889228913192705
Australia,AUS,2011,38.52921849799331
Australia,AUS,2012,-1.1948919247934398
Australia,AUS,2013,17.363368448897496
Australia,AUS,2014,-7.797999289135637
Australia,AUS,2015,7.904047579398998
Australia,AUS,2016,18.170626629382134
Australia,AUS,2017,-6.229700366606961
Australia,AUS,2018,25.309036089979784
Austria,AUT,1966,7.759746321372907
Austria,AUT,1967,2.1175927528249705
Austria,AUT,1968,2.7517233536826113
Austria,AUT,1969,-8.067088261225086
Austria,AUT,1970,27.345974411892882
Austria,AUT,1971,-20.994189678767295
Austria,AUT,1972,2.7794127387795076
Austria,AUT,1973,11.115481610041943
Austria,AUT,1974,18.23605355584501
Austria,AUT,1975,4.768362378997404
Austria,AUT,1976,-13.572485213055662
Austria,AUT,1977,21.1771112901989
Austria,AUT,1978,0.0802542596543665
Austria,AUT,1979,12.653964582770216
Austria,AUT,1980,3.6057486933202654
Austria,AUT,1981,5.968416240558128
Austria,AUT,1982,0.15884696642674
Austria,AUT,1983,-0.9386237131477015
Austria,AUT,1984,-12.27438795719108
Austria,AUT,1985,14.620654557102908
Austria,AUT,1986,4.6020317752686335
Austria,AUT,1987,12.743699965849832
Austria,AUT,1988,0.15771561604116524
Austria,AUT,1989,-0.451618340697868
Austria,AUT,1990,-9.769825421904955
Austria,AUT,1991,0.05435280459311631
Austria,AUT,1992,10.73894851960695
Austria,AUT,1993,5.224517043056509
Austria,AUT,1994,-3.017290235412251
Austria,AUT,1995,5.437268098199044
Austria,AUT,1996,-8.00198467788682
Austria,AUT,1997,5.660497018667576
Austria,AUT,1998,3.2095290291556555
Austria,AUT,1999,8.439590644387863
Austria,AUT,2000,2.5617993754247337
Austria,AUT,2001,-2.6100245345105577
Austria,AUT,2002,-0.8057788859260895
Austria,AUT,2003,-15.852291373615712
Austria,AUT,2004,12.620683491730622
Austria,AUT,2005,2.818062686724554
Austria,AUT,2006,-0.5278777201657925
Austria,AUT,2007,6.1686549048457495
Austria,AUT,2008,3.464049574999417
Austria,AUT,2009,5.605304792738242
Austria,AUT,2010,-4.658315595686835
Austria,AUT,2011,-9.145113943031745
Austria,AUT,2012,25.315605901114857
Austria,AUT,2013,-1.5653442841985554
Austria,AUT,2014,-0.8578552809492046
Austria,AUT,2015,-5.284477852825875
Austria,AUT,2016,7.452580476517889
Austria,AUT,2017,-0.019810667718012098
Austria,AUT,2018,-2.132585975146406
Azerbaijan,AZE,1986,-38.72053872053872
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-13.186813186813174
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,137.44560063291135
Azerbaijan,AZE,1991,6.109770928503866
Azerbaijan,AZE,1992,-0.6820895378377823
Azerbaijan,AZE,1993,38.84278598976192
Azerbaijan,AZE,1994,-24.567188674742813
Azerbaijan,AZE,1995,-14.972677723635163
Azerbaijan,AZE,1996,-1.2210796530019996
Azerbaijan,AZE,1997,11.385816676668847
Azerbaijan,AZE,1998,13.96028027597287
Azerbaijan,AZE,1999,-22.808816062854987
Azerbaijan,AZE,2000,1.8592298435450294
Azerbaijan,AZE,2001,-15.189048247407989
Azerbaijan,AZE,2002,55.265180593991325
Azerbaijan,AZE,2003,22.27722773252001
Azerbaijan,AZE,2004,11.538461524698217
Azerbaijan,AZE,2005,9.234119744308744
Azerbaijan,AZE,2006,-16.328836255333734
Azerbaijan,AZE,2007,-6.1159650103640555
Azerbaijan,AZE,2008,-5.583756358463177
Azerbaijan,AZE,2009,3.5170250474682696
Azerbaijan,AZE,2010,49.17983127918617
Azerbaijan,AZE,2011,-22.36857383893911
Azerbaijan,AZE,2012,-31.945586348041
Azerbaijan,AZE,2013,-14.459088349761695
Azerbaijan,AZE,2014,-10.643898068429959
Azerbaijan,AZE,2015,24.83655427443583
Azerbaijan,AZE,2016,21.123964159886775
Azerbaijan,AZE,2017,-10.15845868781774
Azerbaijan,AZE,2018,4.212920051921576
Bangladesh,BGD,1973,89.14285988468902
Bangladesh,BGD,1974,-26.5861022954911
Bangladesh,BGD,1975,79.42386665124424
Bangladesh,BGD,1976,13.302752842236764
Bangladesh,BGD,1977,-11.538462020177498
Bangladesh,BGD,1978,15.789473577757418
Bangladesh,BGD,1979,16.007905310948466
Bangladesh,BGD,1980,-0.6814308255484347
Bangladesh,BGD,1981,7.204116242803482
Bangladesh,BGD,1982,-16.3199999728472
Bangladesh,BGD,1983,26.577438501556028
Bangladesh,BGD,1984,35.498489292868605
Bangladesh,BGD,1985,-17.61427002875895
Bangladesh,BGD,1986,-39.106901094049086
Bangladesh,BGD,1987,14.888888869247108
Bangladesh,BGD,1988,30.560928028181866
Bangladesh,BGD,1989,36.29629661153471
Bangladesh,BGD,1990,-3.913043405161154
Bangladesh,BGD,1991,-5.203620030526568
Bangladesh,BGD,1992,-5.011932907390371
Bangladesh,BGD,1993,-23.618090820535333
Bangladesh,BGD,1994,39.309211143203136
Bangladesh,BGD,1995,-56.080283561226196
Bangladesh,BGD,1996,98.65591432978813
Bangladesh,BGD,1997,-2.7063598317707216
Bangladesh,BGD,1998,20.305980693503777
Bangladesh,BGD,1999,-3.6994220043008896
Bangladesh,BGD,2000,-10.084033591153773
Bangladesh,BGD,2001,32.576769226248615
Bangladesh,BGD,2002,-24.56194589074463
Bangladesh,BGD,2003,0.1068113283440697
Bangladesh,BGD,2004,0.13335107772423083
Bangladesh,BGD,2005,0.19975993988770036
Bangladesh,BGD,2006,0.47846877305350866
Bangladesh,BGD,2007,0.4761909355007532
Bangladesh,BGD,2008,27.448657114463625
Bangladesh,BGD,2009,-53.70312988015359
Bangladesh,BGD,2010,74.11869699838334
Bangladesh,BGD,2011,20.258841607418688
Bangladesh,BGD,2012,-6.553010027201866
Bangladesh,BGD,2013,-1.0172491247723237
Bangladesh,BGD,2014,-14.160615225694329
Bangladesh,BGD,2015,49.59958546616665
Bangladesh,BGD,2016,0.626702051739203
Bangladesh,BGD,2017,16.573214391877755
Bangladesh,BGD,2018,-8.388609838156691
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-9.999997790299886
Belarus,BLR,1992,-5.555554191543188
Belarus,BLR,1993,11.764702823944617
Belarus,BLR,1994,0
Belarus,BLR,1995,5.263156670526259
Belarus,BLR,1996,-19.999995580599794
Belarus,BLR,1997,31.24999136835949
Belarus,BLR,1998,33.33334736317537
Belarus,BLR,1999,-32.14286277984666
Belarus,BLR,2000,42.10527662421097
Belarus,BLR,2001,11.111107473745086
Belarus,BLR,2002,-3.333332351244489
Belarus,BLR,2003,-3.448274811082075
Belarus,BLR,2004,21.464645906641454
Belarus,BLR,2005,8.791200937466105
Belarus,BLR,2006,2.702702057063533
Belarus,BLR,2007,31.57895165315803
Belarus,BLR,2008,45.99999664125598
Belarus,BLR,2009,45.20548666706343
Belarus,BLR,2010,22.64150699534717
Belarus,BLR,2011,8.461539559850895
Belarus,BLR,2012,22.695032193291098
Belarus,BLR,2013,32.023095324798454
Belarus,BLR,2014,-7.618193868630751
Belarus,BLR,2015,19.905214133752168
Belarus,BLR,2016,32.41106686917179
Belarus,BLR,2017,108.05969794047789
Belarus,BLR,2018,17.486147495250194
Belgium,BEL,1966,9.926471257262136
Belgium,BEL,1967,-20.401338277089977
Belgium,BEL,1968,2.52100960487891
Belgium,BEL,1969,-5.737705170417207
Belgium,BEL,1970,6.956521789255943
Belgium,BEL,1971,-45.52845559127305
Belgium,BEL,1972,34.32835904577636
Belgium,BEL,1973,59.444443121352485
Belgium,BEL,1974,21.25435445639208
Belgium,BEL,1975,-23.56321748578807
Belgium,BEL,1976,-37.59398493742213
Belgium,BEL,1977,183.73493876468717
Belgium,BEL,1978,2.547770969576857
Belgium,BEL,1979,13.66459630739092
Belgium,BEL,1980,5.282331718586009
Belgium,BEL,1981,16.26297524941034
Belgium,BEL,1982,-43.60119018651183
Belgium,BEL,1983,-5.540897943717338
Belgium,BEL,1984,4.748603355403547
Belgium,BEL,1985,-9.333333270479628
Belgium,BEL,1986,35.88235401161939
Belgium,BEL,1987,24.891774920762156
Belgium,BEL,1988,-5.199306897151523
Belgium,BEL,1989,-8.043876772650037
Belgium,BEL,1990,10.33797304735311
Belgium,BEL,1991,-3.423423320121155
Belgium,BEL,1992,15.111940433875581
Belgium,BEL,1993,-17.828201261510213
Belgium,BEL,1994,18.343196571208043
Belgium,BEL,1995,11.333332454363788
Belgium,BEL,1996,-16.017964464054458
Belgium,BEL,1997,4.812833761203694
Belgium,BEL,1998,29.081634240621668
Belgium,BEL,1999,11.989459515591472
Belgium,BEL,2000,22.823529598939317
Belgium,BEL,2001,2.9693482904285418
Belgium,BEL,2002,5.860465218769018
Belgium,BEL,2003,4.745166871534456
Belgium,BEL,2004,25.587248631006474
Belgium,BEL,2005,40.68136254441599
Belgium,BEL,2006,40.170940251650954
Belgium,BEL,2007,18.089430741861733
Belgium,BEL,2008,26.735513785511998
Belgium,BEL,2009,23.110004479659096
Belgium,BEL,2010,19.39694793359823
Belgium,BEL,2011,28.995996298538152
Belgium,BEL,2012,24.841828766648312
Belgium,BEL,2013,11.614266618844704
Belgium,BEL,2014,4.642411061187901
Belgium,BEL,2015,18.32661162658591
Belgium,BEL,2016,-0.8096371946012426
Belgium,BEL,2017,10.426897334775331
Belgium,BEL,2018,8.349877927251548
Brazil,BRA,1966,9.382488479262685
Brazil,BRA,1967,4.600606673407492
Brazil,BRA,1968,4.656033510552593
Brazil,BRA,1969,7.019704433497531
Brazil,BRA,1970,31.22030368239357
Brazil,BRA,1971,8.7229156068382
Brazil,BRA,1972,17.25932356371578
Brazil,BRA,1973,14.092553746987967
Brazil,BRA,1974,13.341140243085814
Brazil,BRA,1975,10.065615239296765
Brazil,BRA,1976,14.521604254534882
Brazil,BRA,1977,12.914599619983536
Brazil,BRA,1978,10.02263715804168
Brazil,BRA,1979,13.718636984758392
Brazil,BRA,1980,10.440101742600906
Brazil,BRA,1981,1.4735503711645892
Brazil,BRA,1982,8.045809989415798
Brazil,BRA,1983,7.779599182267871
Brazil,BRA,1984,9.701720047075813
Brazil,BRA,1985,7.080450561176521
Brazil,BRA,1986,2.2986981739596235
Brazil,BRA,1987,1.9140718610884067
Brazil,BRA,1988,7.013473714723273
Brazil,BRA,1989,2.796176803145234
Brazil,BRA,1990,1.1888425992500284
Brazil,BRA,1991,5.325880483467893
Brazil,BRA,1992,2.926639458946312
Brazil,BRA,1993,5.159002273244373
Brazil,BRA,1994,3.351102788685356
Brazil,BRA,1995,4.597270601780368
Brazil,BRA,1996,5.019280288509131
Brazil,BRA,1997,5.0752433266398
Brazil,BRA,1998,4.408613138611139
Brazil,BRA,1999,0.8023196987239523
Brazil,BRA,2000,3.6105358203564863
Brazil,BRA,2001,-11.323297299646097
Brazil,BRA,2002,7.034217414051502
Brazil,BRA,2003,7.150407272247428
Brazil,BRA,2004,4.963134713050765
Brazil,BRA,2005,5.342271144058031
Brazil,BRA,2006,3.6084907097006624
Brazil,BRA,2007,7.936537191552162
Brazil,BRA,2008,-0.6168618462314424
Brazil,BRA,2009,6.304010919280123
Brazil,BRA,2010,5.338189928016623
Brazil,BRA,2011,6.00915367419983
Brazil,BRA,2012,-1.636958709238867
Brazil,BRA,2013,-3.872092440158037
Brazil,BRA,2014,-1.368407028504004
Brazil,BRA,2015,-0.32065934412081054
Brazil,BRA,2016,8.094680345282978
Brazil,BRA,2017,-0.03031119727369136
Brazil,BRA,2018,5.760737757799572
Bulgaria,BGR,1966,0.44150110375276164
Bulgaria,BGR,1967,0.6593406593406348
Bulgaria,BGR,1968,-35.58951965065502
Bulgaria,BGR,1969,41.016949152542395
Bulgaria,BGR,1970,17.067307692307686
Bulgaria,BGR,1971,1.0266940451745477
Bulgaria,BGR,1972,-3.658536585365868
Bulgaria,BGR,1973,22.78481012658231
Bulgaria,BGR,1974,-19.072164948453608
Bulgaria,BGR,1975,17.834394904458595
Bulgaria,BGR,1976,20.360360360360353
Bulgaria,BGR,1977,19.311377245509
Bulgaria,BGR,1978,-17.440401505646197
Bulgaria,BGR,1979,13.981762917933139
Bulgaria,BGR,1980,11.86666666666667
Bulgaria,BGR,1981,-2.5029797377830953
Bulgaria,BGR,1982,-15.770171149144241
Bulgaria,BGR,1983,10.014513788098679
Bulgaria,BGR,1984,-2.770448548812665
Bulgaria,BGR,1985,-31.478968792401616
Bulgaria,BGR,1986,4.158415841584162
Bulgaria,BGR,1987,9.125475285171092
Bulgaria,BGR,1988,2.2648083623693527
Bulgaria,BGR,1989,3.5775127768313375
Bulgaria,BGR,1990,-30.10780213815789
Bulgaria,BGR,1991,29.978700539345414
Bulgaria,BGR,1992,-15.48545666979171
Bulgaria,BGR,1993,-5.865244944902093
Bulgaria,BGR,1994,-24.407826911244968
Bulgaria,BGR,1995,57.62942787904672
Bulgaria,BGR,1996,26.145203046210284
Bulgaria,BGR,1997,-5.652620776872686
Bulgaria,BGR,1998,12.45461154641423
Bulgaria,BGR,1999,-11.107523458270075
Bulgaria,BGR,2000,-2.9059208466035824
Bulgaria,BGR,2001,-35.016835012381556
Bulgaria,BGR,2002,26.309729580832087
Bulgaria,BGR,2003,38.05834088206736
Bulgaria,BGR,2004,4.621987394490956
Bulgaria,BGR,2005,37.01483113126049
Bulgaria,BGR,2006,-1.9345923507066431
Bulgaria,BGR,2007,-31.399718170357392
Bulgaria,BGR,2008,1.4036288251696005
Bulgaria,BGR,2009,25.5232950446036
Bulgaria,BGR,2010,55.675094303197056
Bulgaria,BGR,2011,-32.01451277817322
Bulgaria,BGR,2012,35.37484111456792
Bulgaria,BGR,2013,30.030279800767467
Bulgaria,BGR,2014,6.670970746404858
Bulgaria,BGR,2015,18.641653424935576
Bulgaria,BGR,2016,-18.931507862073726
Bulgaria,BGR,2017,-13.726663507676019
Bulgaria,BGR,2018,32.17302549985075
Canada,CAN,1966,9.987925439589485
Canada,CAN,1967,3.3414525369652504
Canada,CAN,1968,2.4001593466786098
Canada,CAN,1969,8.733709395059307
Canada,CAN,1970,4.788312462731081
Canada,CAN,1971,1.098275763956047
Canada,CAN,1972,9.107283575368697
Canada,CAN,1973,4.377321502269926
Canada,CAN,1974,10.683306561225736
Canada,CAN,1975,-1.4646780387603808
Canada,CAN,1976,4.359595003625483
Canada,CAN,1977,-1.919595448450584
Canada,CAN,1978,9.267390650985675
Canada,CAN,1979,-1.9101273825693266
Canada,CAN,1980,4.601470575285926
Canada,CAN,1981,1.404557930465633
Canada,CAN,1982,14.58009844063961
Canada,CAN,1983,3.118148726470804
Canada,CAN,1984,7.619094237254709
Canada,CAN,1985,5.8191814152668275
Canada,CAN,1986,2.3509231533303643
Canada,CAN,1987,1.9266664704803649
Canada,CAN,1988,-2.699523066866316
Canada,CAN,1989,-5.178584132934927
Canada,CAN,1990,1.9431639478703522
Canada,CAN,1991,3.878887367618722
Canada,CAN,1992,2.711156029526407
Canada,CAN,1993,2.311925894005995
Canada,CAN,1994,2.00484384126256
Canada,CAN,1995,2.281078123347813
Canada,CAN,1996,6.132571918616225
Canada,CAN,1997,-1.4555118179230497
Canada,CAN,1998,-4.759513820413508
Canada,CAN,1999,4.174371128077592
Canada,CAN,2000,3.3430401887560635
Canada,CAN,2001,-6.67175312898185
Canada,CAN,2002,5.330745788974323
Canada,CAN,2003,-3.746793345349042
Canada,CAN,2004,0.8353904587421912
Canada,CAN,2005,6.735646709389798
Canada,CAN,2006,-2.249885383892325
Canada,CAN,2007,4.206110270372432
Canada,CAN,2008,2.537688589592557
Canada,CAN,2009,-1.268780201613695
Canada,CAN,2010,-3.5751724814995223
Canada,CAN,2011,7.049459692541538
Canada,CAN,2012,1.6828091806578849
Canada,CAN,2013,4.6887213053391275
Canada,CAN,2014,-1.41600102134678
Canada,CAN,2015,0.7890285719964307
Canada,CAN,2016,2.256164997729826
Canada,CAN,2017,2.2206994212082387
Canada,CAN,2018,-1.3747308254647095
Chile,CHL,1966,5.251396648044704
Chile,CHL,1967,2.2292993630573132
Chile,CHL,1968,-16.095534787123565
Chile,CHL,1969,12.747524752475247
Chile,CHL,1970,6.915477497255784
Chile,CHL,1971,3.6893381930184654
Chile,CHL,1972,18.31441418902642
Chile,CHL,1973,1.6438520520750455
Chile,CHL,1974,13.492237490916192
Chile,CHL,1975,1.6055742940841666
Chile,CHL,1976,1.9262606180935338
Chile,CHL,1977,4.3140557661546675
Chile,CHL,1978,5.136587335398857
Chile,CHL,1979,1.7040737643980952
Chile,CHL,1980,5.808627516967824
Chile,CHL,1981,3.4504270406632953
Chile,CHL,1982,11.538846189097685
Chile,CHL,1983,6.3819726970603785
Chile,CHL,1984,4.372012762235844
Chile,CHL,1985,18.091760459167716
Chile,CHL,1986,7.5011096038461345
Chile,CHL,1987,8.125516102714126
Chile,CHL,1988,-1.5961508909322464
Chile,CHL,1989,-15.684904954130163
Chile,CHL,1990,-8.832584650809327
Chile,CHL,1991,43.053733137531694
Chile,CHL,1992,30.45099413653851
Chile,CHL,1993,2.619526431885588
Chile,CHL,1994,-1.0325601777669058
Chile,CHL,1995,8.104143360260196
Chile,CHL,1996,-8.285086616129501
Chile,CHL,1997,11.147320605756539
Chile,CHL,1998,-17.344422947030434
Chile,CHL,1999,-12.113838533003419
Chile,CHL,2000,36.128302373857515
Chile,CHL,2001,14.245209237208133
Chile,CHL,2002,6.8677791999931515
Chile,CHL,2003,-2.682682679855697
Chile,CHL,2004,-5.347301624694801
Chile,CHL,2005,18.98325333716484
Chile,CHL,2006,8.33153743458932
Chile,CHL,2007,-15.549803330586299
Chile,CHL,2008,10.217645658722475
Chile,CHL,2009,2.7559688213081968
Chile,CHL,2010,-11.168377906642778
Chile,CHL,2011,-1.5597654978817377
Chile,CHL,2012,5.691874719633749
Chile,CHL,2013,3.0278336483072543
Chile,CHL,2014,9.55513233142602
Chile,CHL,2015,9.126298087427775
Chile,CHL,2016,-4.319136333111651
Chile,CHL,2017,15.816136061600883
Chile,CHL,2018,8.135580067482028
China,CHN,1966,1.760000000000006
China,CHN,1967,-13.797169811320753
China,CHN,1968,17.98905608755128
China,CHN,1969,1.7004830917874303
China,CHN,1970,3.344100323009691
China,CHN,1971,20.95973524544954
China,CHN,1972,13.330293357653144
China,CHN,1973,11.762339055794001
China,CHN,1974,13.164526581063217
China,CHN,1975,4.644750795334041
China,CHN,1976,1.337657073368459
China,CHN,1977,4.390000000000005
China,CHN,1978,-6.303285755340548
China,CHN,1979,12.330027604539406
China,CHN,1980,19.905342677710024
China,CHN,1981,12.524669804159716
China,CHN,1982,13.586076632487853
China,CHN,1983,16.130181731797123
China,CHN,1984,0.4602638846271878
China,CHN,1985,6.419262879250653
China,CHN,1986,2.339153312604636
China,CHN,1987,5.791343367299251
China,CHN,1988,9.14151902089868
China,CHN,1989,8.464901627398614
China,CHN,1990,7.096597152241246
China,CHN,1991,-1.6149500108188053
China,CHN,1992,4.944812543457555
China,CHN,1993,16.226491341540484
China,CHN,1994,10.57865496353454
China,CHN,1995,15.414601989166709
China,CHN,1996,-2.3742609548893623
China,CHN,1997,4.907567997208395
China,CHN,1998,1.422030994139556
China,CHN,1999,-1.0651447034165096
China,CHN,2000,13.010704783736537
China,CHN,2001,24.461589935881143
China,CHN,2002,3.7997444264336044
China,CHN,2003,-1.4153687755588007
China,CHN,2004,24.418528279594586
China,CHN,2005,13.13371495112925
China,CHN,2006,10.474777056548445
China,CHN,2007,12.08671461511761
China,CHN,2008,32.824255259400715
China,CHN,2009,-0.10520271200957776
China,CHN,2010,17.644773579022033
China,CHN,2011,0.9066750124762102
China,CHN,2012,25.88566973675215
China,CHN,2013,10.43631671792291
China,CHN,2014,16.479258264831962
China,CHN,2015,9.454834535202416
China,CHN,2016,8.315944940949116
China,CHN,2017,9.464373566169515
China,CHN,2018,10.81085175928842
Colombia,COL,1966,11.096938803822809
Colombia,COL,1967,11.48105621645239
