Entity,Code,Year,Coal (%)
Africa,,1966,-1.2573405016531702
Africa,,1967,2.9090501111746825
Africa,,1968,4.220928488258813
Africa,,1969,0.5909933767108022
Africa,,1970,2.926987579614071
Africa,,1971,5.6417538731106776
Africa,,1972,0.9555155915514257
Africa,,1973,5.725716860403063
Africa,,1974,4.152981707002978
Africa,,1975,6.233157957982871
Africa,,1976,4.981752190773259
Africa,,1977,2.2772591613809956
Africa,,1978,-3.0406339979651253
Africa,,1979,5.570621050179603
Africa,,1980,7.795578898438271
Africa,,1981,16.972497044256208
Africa,,1982,10.432563944620622
Africa,,1983,1.0638054951707332
Africa,,1984,7.404018687264746
Africa,,1985,3.220536493037174
Africa,,1986,2.3108479757523392
Africa,,1987,2.851364254061317
Africa,,1988,7.465845629773837
Africa,,1989,-6.126976448879351
Africa,,1990,5.048820769543116
Africa,,1991,-2.804171388076071
Africa,,1992,0.5984777485513293
Africa,,1993,1.5512578983484682
Africa,,1994,2.5875551739887204
Africa,,1995,3.0904804046792522
Africa,,1996,1.3830504534576349
Africa,,1997,2.5434181047329085
Africa,,1998,-2.2971542170619585
Africa,,1999,3.115787088977795
Africa,,2000,-0.22856025075809194
Africa,,2001,1.2783224805600124
Africa,,2002,-4.252486604005334
Africa,,2003,8.843981652817057
Africa,,2004,9.990763645947442
Africa,,2005,-7.176917568862962
Africa,,2006,1.4194911021227608
Africa,,2007,1.6544705498415135
Africa,,2008,10.21321814648093
Africa,,2009,-0.4286930711708048
Africa,,2010,-0.87570004231593
Africa,,2011,-1.6758835792787807
Africa,,2012,-2.4940258602893173
Africa,,2013,1.3038413698908347
Africa,,2014,4.765904031816581
Africa,,2015,-4.094286031927286
Africa,,2016,1.4603801951460271
Africa,,2017,-1.4943624719016335
Africa,,2018,3.9023625200941936
Algeria,DZA,1966,-2.857142857142869
Algeria,DZA,1967,-23.529411764705888
Algeria,DZA,1968,5.769230769230771
Algeria,DZA,1969,27.272727272727295
Algeria,DZA,1970,18.571428571428548
Algeria,DZA,1971,-72.28915662650603
Algeria,DZA,1972,-13.043478260869556
Algeria,DZA,1973,14.999999999999991
Algeria,DZA,1974,-17.391304347826086
Algeria,DZA,1975,26.315789473684227
Algeria,DZA,1976,95.83333333333333
Algeria,DZA,1977,29.78723404255319
Algeria,DZA,1978,-49.18032786885246
Algeria,DZA,1979,132.25806451612905
Algeria,DZA,1980,-11.111111111111116
Algeria,DZA,1981,-29.68750000000001
Algeria,DZA,1982,1755.5555555555557
Algeria,DZA,1983,-10.77844311377245
Algeria,DZA,1984,10.872483221476493
Algeria,DZA,1985,4.358353510895885
Algeria,DZA,1986,2.6682134570765736
Algeria,DZA,1987,19.548022598870073
Algeria,DZA,1988,-5.954631379962194
Algeria,DZA,1989,-15.477386934673376
Algeria,DZA,1990,-21.640903686087974
Algeria,DZA,1991,3.1866464339908918
Algeria,DZA,1992,18.82352941176468
Algeria,DZA,1993,-18.56435643564358
Algeria,DZA,1994,-5.775075987841927
Algeria,DZA,1995,0
Algeria,DZA,1996,-52.903225806451616
Algeria,DZA,1997,75.34246575342468
Algeria,DZA,1998,7.031249999999978
Algeria,DZA,1999,7.116788321167888
Algeria,DZA,2000,-17.376490630323694
Algeria,DZA,2001,15.463917525773208
Algeria,DZA,2002,31.24999999999998
Algeria,DZA,2003,-17.551020408163264
Algeria,DZA,2004,19.3069306930693
Algeria,DZA,2005,-17.842323651452286
Algeria,DZA,2006,48.484848484848506
Algeria,DZA,2007,-14.172335600907038
Algeria,DZA,2008,0
Algeria,DZA,2009,-35.79920739762219
Algeria,DZA,2010,-36.21399176954733
Algeria,DZA,2011,-11.290322580645162
Algeria,DZA,2012,6.181818181818177
Algeria,DZA,2013,-45.890410958904106
Algeria,DZA,2014,13.291139240506332
Algeria,DZA,2015,-25.698324022346362
Algeria,DZA,2016,-63.1578947368421
Algeria,DZA,2017,271.42857142857133
Algeria,DZA,2018,0
Argentina,ARG,1966,-17.542545941076646
Argentina,ARG,1967,12.458424231150023
Argentina,ARG,1968,-2.823348381761659
Argentina,ARG,1969,19.72867523364208
Argentina,ARG,1970,28.506686336205878
Argentina,ARG,1971,-12.327099389501994
Argentina,ARG,1972,-15.82330806255282
Argentina,ARG,1973,9.769948763725345
Argentina,ARG,1974,24.52897910929115
Argentina,ARG,1975,-2.663484283220763
