Entity,Code,Year,Sanitation - Proportion of population using improved sanitation facilities (excluding shared) - Safely managed - National - Percent (%)
Greece,GRC,2003,73.19505076467844
Greece,GRC,2004,73.3790915739647
Greece,GRC,2005,73.56059843627553
Greece,GRC,2006,73.73986947107544
Greece,GRC,2007,73.91719685587339
Greece,GRC,2008,74.09259403918412
Greece,GRC,2009,74.26553186597536
Greece,GRC,2010,74.43270167792711
Greece,GRC,2011,74.57289415888839
Greece,GRC,2012,74.71015679916212
Greece,GRC,2013,74.84399476085775
Greece,GRC,2014,74.97445274553576
Greece,GRC,2015,75.24714267081283
Greenland,GRL,2000,93.20519244105799
Greenland,GRL,2001,93.20519149674395
Greenland,GRL,2002,93.2051905638072
Greenland,GRL,2003,93.2051896422477
Greenland,GRL,2004,93.20518872448066
Greenland,GRL,2005,93.20518767018626
Greenland,GRL,2006,93.1969306029709
Greenland,GRL,2007,93.18378851612356
Greenland,GRL,2008,93.17056353433183
Greenland,GRL,2009,93.15725770706952
Greenland,GRL,2010,93.14387244719728
Greenland,GRL,2011,93.13034753468811
Greenland,GRL,2012,93.11665454711901
Greenland,GRL,2013,93.1028525153575
Greenland,GRL,2014,93.08895700640797
Greenland,GRL,2015,93.07497662807002
Hungary,HUN,2000,52.27091338691172
Hungary,HUN,2001,52.27355681088178
Hungary,HUN,2002,52.2849925417806
Hungary,HUN,2003,52.29634390689354
Hungary,HUN,2004,54.66176592307109
Hungary,HUN,2005,57.04950056563463
Hungary,HUN,2006,59.46303471940005
Hungary,HUN,2007,61.89930709719423
Hungary,HUN,2008,64.35818302979915
Hungary,HUN,2009,66.83896062015243
Hungary,HUN,2010,69.34178904039655
Hungary,HUN,2011,71.86625023299678
Hungary,HUN,2012,74.41183508975465
Hungary,HUN,2013,75.41713626887608
Hungary,HUN,2014,75.52931791961795
Hungary,HUN,2015,75.63931966954293
Iceland,ISL,2000,68.55510349287943
Iceland,ISL,2001,68.5817277376639
Iceland,ISL,2002,68.60815766655455
Iceland,ISL,2003,68.63371773572419
Iceland,ISL,2004,68.65822443932443
Iceland,ISL,2005,68.68233821332419
Iceland,ISL,2006,68.70625513459055
Iceland,ISL,2007,68.72958316169863
Iceland,ISL,2008,68.75251837674539
Iceland,ISL,2009,68.7752568356781
Iceland,ISL,2010,68.797406533412
Iceland,ISL,2011,68.81896752478065
Iceland,ISL,2012,68.83974386285713
Iceland,ISL,2013,68.85973561622394
Iceland,ISL,2014,68.87933482986452
Iceland,ISL,2015,68.89795358341635
Iraq,IRQ,2000,20.84001188452687
Iraq,IRQ,2001,21.30648136702421
Iraq,IRQ,2002,21.77181761023749
Iraq,IRQ,2003,22.23601771497961
Iraq,IRQ,2004,22.69907891552316
Iraq,IRQ,2005,23.72151322230911
Iraq,IRQ,2006,24.74401249616251
Iraq,IRQ,2007,25.76680005751949
Iraq,IRQ,2008,26.78975326675947
Iraq,IRQ,2009,27.81275183523032
Iraq,IRQ,2010,28.83601692659404
Iraq,IRQ,2011,29.86055337277187
Iraq,IRQ,2012,30.88667546868217
Iraq,IRQ,2013,31.91402254289101
Iraq,IRQ,2014,31.92505630834365
Iraq,IRQ,2015,31.93731547680633
Ireland,IRL,2000,35.83442604553065
Ireland,IRL,2001,38.02064311070356
Ireland,IRL,2002,40.31105406967098
Ireland,IRL,2003,42.63861046090945
Ireland,IRL,2004,44.98301798611835
Ireland,IRL,2005,47.39841202306039
Ireland,IRL,2006,49.83271131199754
Ireland,IRL,2007,52.28284030673852
Ireland,IRL,2008,54.74918194497621
Ireland,IRL,2009,57.2308176322469
Ireland,IRL,2010,59.72821121722578
Ireland,IRL,2011,62.24117487987947
Ireland,IRL,2012,64.77120456297506
Ireland,IRL,2013,67.31921067227249
Ireland,IRL,2014,69.74676586476397
Ireland,IRL,2015,70.267085721812
Israel,ISR,2000,78.85309670787626
Israel,ISR,2001,79.81455743486062
Israel,ISR,2002,80.77606001863053
Israel,ISR,2003,81.73761756044892
Israel,ISR,2004,82.69923006031559
Israel,ISR,2005,83.66088223609285
Israel,ISR,2006,84.62258849756864
Israel,ISR,2007,85.58433269025464
Israel,ISR,2008,86.5461300962894
Israel,ISR,2009,87.50798071567272
Israel,ISR,2010,88.46988454840432
Israel,ISR,2011,89.4318594936727
Israel,ISR,2012,90.39390686000237
Israel,ISR,2013,91.35600918438078
Israel,ISR,2014,92.31818567452062
Israel,ISR,2015,93.28041799505871
Italy,ITA,2006,95.73136649958907
Italy,ITA,2007,95.69274264969349
Italy,ITA,2008,95.65411350747115
Italy,ITA,2009,95.61545380222766
Italy,ITA,2010,95.57681409777709
Italy,ITA,2011,95.53814387515574
Italy,ITA,2012,95.49944320163924
Italy,ITA,2013,95.46098913543412
Italy,ITA,2014,95.42275584521651
Italy,ITA,2015,95.42635352050728
Japan,JPN,2000,98.21432120709068
Japan,JPN,2001,98.39600817836379
Japan,JPN,2002,98.57118665290311
Japan,JPN,2003,98.72758192703049
Japan,JPN,2004,98.87126312475675
Japan,JPN,2005,99.00835860435282
Japan,JPN,2006,99.13887359931587
Japan,JPN,2007,99.26281334314314
Japan,JPN,2008,99.38018306933185
Japan,JPN,2009,99.4909880113791
Japan,JPN,2010,99.59523340278221
Japan,JPN,2011,99.69292447703823
Japan,JPN,2012,99.78406646764448
Japan,JPN,2013,99.82935000778009
Japan,JPN,2014,99.8230445590092
Japan,JPN,2015,99.7982935137629
Jordan,JOR,2000,76.67115273614357
Jordan,JOR,2001,76.76860472857543
Jordan,JOR,2002,76.88697597598538
Jordan,JOR,2003,76.97213522902868
Jordan,JOR,2004,77.0059862281836
Jordan,JOR,2005,77.03659545835512
Jordan,JOR,2006,77.06578919041456
Jordan,JOR,2007,77.09357496250084
Jordan,JOR,2008,77.12028120447647
Jordan,JOR,2009,77.14527283206988
Jordan,JOR,2010,77.16887911059693
Jordan,JOR,2011,77.19142595853572
Jordan,JOR,2012,77.2119657629954
Jordan,JOR,2013,77.23051107706173
Jordan,JOR,2014,77.24707445257704
Jordan,JOR,2015,77.2619834775013
Kuwait,KWT,2000,100
Kuwait,KWT,2001,100
Kuwait,KWT,2002,100
Kuwait,KWT,2003,100
Kuwait,KWT,2004,100
Kuwait,KWT,2005,100
Kuwait,KWT,2006,100
Kuwait,KWT,2007,100
Kuwait,KWT,2008,100
Kuwait,KWT,2009,100
Kuwait,KWT,2010,100
Kuwait,KWT,2011,100
Kuwait,KWT,2012,100
Kuwait,KWT,2013,100
Kuwait,KWT,2014,100
Kuwait,KWT,2015,100
Latvia,LVA,2000,71.66810647732973
Latvia,LVA,2001,71.64342261838681
Latvia,LVA,2002,71.85334988513469
Latvia,LVA,2003,72.07408346834316
Latvia,LVA,2004,72.325548853149
Latvia,LVA,2005,72.57649064358169
Latvia,LVA,2006,73.16147870639223
Latvia,LVA,2007,73.73981743383985
Latvia,LVA,2008,74.31852250749847
Latvia,LVA,2009,74.89661212522444
Latvia,LVA,2010,75.47448981711122
Latvia,LVA,2011,76.05254921687374
Latvia,LVA,2012,76.6307902706207
Latvia,LVA,2013,77.20921292510891
Latvia,LVA,2014,77.79103729934283
Latvia,LVA,2015,78.3760120657515
Lebanon,LBN,2000,16.2393373692308
Lebanon,LBN,2001,16.2393373692308
Lebanon,LBN,2002,16.2393373692308
Lebanon,LBN,2003,16.53399436076924
Lebanon,LBN,2004,16.82865135230784
Lebanon,LBN,2005,17.12330834384627
Lebanon,LBN,2006,17.41796533538465
Lebanon,LBN,2007,17.71262232692308
Lebanon,LBN,2008,18.00727931846168
Lebanon,LBN,2009,18.30193631000012
Lebanon,LBN,2010,18.59659330153849
Lebanon,LBN,2011,18.89125029307693
Lebanon,LBN,2012,19.18590728461553
Lebanon,LBN,2013,19.48056427615413
Lebanon,LBN,2014,19.77522126769234
Lebanon,LBN,2015,20.06987825923094
Libya,LBY,2000,28.56650240252763
Libya,LBY,2001,28.56650240252763
Libya,LBY,2002,28.56650240252763
Libya,LBY,2003,28.56650240252763
Libya,LBY,2004,28.56650240252763
Libya,LBY,2005,28.56650240252763
Libya,LBY,2006,28.335106523027
Libya,LBY,2007,28.10371064352638
Libya,LBY,2008,27.87231476402575
Libya,LBY,2009,27.64091888452512
Libya,LBY,2010,27.40952300502449
Libya,LBY,2011,27.17812712552387
Libya,LBY,2012,26.94673124602324
Libya,LBY,2013,26.71533536652261
Libya,LBY,2014,26.48393948702199
Libya,LBY,2015,26.25254360752135
Liechtenstein,LIE,2000,99.325
Liechtenstein,LIE,2001,99.325
Liechtenstein,LIE,2002,99.325
Liechtenstein,LIE,2003,99.325
Liechtenstein,LIE,2004,99.325
Liechtenstein,LIE,2005,99.325
Liechtenstein,LIE,2006,99.325
Liechtenstein,LIE,2007,99.325
Liechtenstein,LIE,2008,99.325
Liechtenstein,LIE,2009,99.325
Liechtenstein,LIE,2010,99.325
Liechtenstein,LIE,2011,99.325
Liechtenstein,LIE,2012,99.325
Liechtenstein,LIE,2013,99.325
