Entity,Code,Year,Year,Male (% of live births),Female (% live births)
Afghanistan,AFG,1990,12.530000000000001,11.190000000000001
Afghanistan,AFG,2000,9.58,8.43
Afghanistan,AFG,2010,7,6.09
Afghanistan,AFG,2015,5.890000000000001,5.07
Afghanistan,AFG,2017,5.54,4.74
Albania,ALB,1990,3.79,3.16
Albania,ALB,2000,2.37,1.97
Albania,ALB,2010,1.16,0.9800000000000001
Albania,ALB,2015,0.8900000000000001,0.77
Albania,ALB,2017,0.8400000000000001,0.7200000000000001
Algeria,DZA,1990,4.55,3.8000000000000003
Algeria,DZA,2000,3.66,3.1100000000000003
Algeria,DZA,2010,2.5,2.2
Algeria,DZA,2015,2.2800000000000002,2
Algeria,DZA,2017,2.2,1.9100000000000001
Andorra,AND,1990,0.8300000000000001,0.67
Andorra,AND,2000,0.52,0.43
Andorra,AND,2010,0.41,0.35000000000000003
Andorra,AND,2015,0.37000000000000005,0.31000000000000005
Andorra,AND,2017,0.35000000000000003,0.29
Angola,AGO,1990,14.190000000000001,12.190000000000001
Angola,AGO,2000,13.219999999999999,11.23
Angola,AGO,2010,8.340000000000002,6.9
Angola,AGO,2015,6.390000000000001,5.210000000000001
Angola,AGO,2017,5.91,4.82
Antigua and Barbuda,ATG,1990,2.67,2.14
Antigua and Barbuda,ATG,2000,1.4400000000000002,1.1500000000000001
Antigua and Barbuda,ATG,2010,0.86,0.7000000000000001
Antigua and Barbuda,ATG,2015,0.6400000000000001,0.53
Antigua and Barbuda,ATG,2017,0.58,0.49000000000000005
Arab World,,1990,6.23618695187553,5.4209025159490904
Arab World,,2000,4.78469180331468,4.061408378107
Arab World,,2010,3.49883368757935,2.9507215869680703
Arab World,,2015,3.11242491851913,2.6131847505374903
Arab World,,2017,2.9967361774491703,2.51105757699391
Argentina,ARG,1990,2.8200000000000003,2.2600000000000002
Argentina,ARG,2000,1.9600000000000002,1.57
Argentina,ARG,2010,1.4300000000000002,1.16
Argentina,ARG,2015,1.11,0.9199999999999999
Argentina,ARG,2017,1.01,0.8300000000000001
Armenia,ARM,1990,4.66,3.79
Armenia,ARM,2000,2.93,2.35
Armenia,ARM,2010,1.79,1.42
Armenia,ARM,2015,1.3800000000000001,1.11
Armenia,ARM,2017,1.25,1
Australia,AUS,1990,0.8500000000000001,0.66
Australia,AUS,2000,0.5599999999999999,0.45999999999999996
Australia,AUS,2010,0.44000000000000006,0.36000000000000004
Australia,AUS,2015,0.35000000000000003,0.29
Australia,AUS,2017,0.32000000000000006,0.27
Austria,AUT,1990,0.8900000000000001,0.71
Austria,AUT,2000,0.5,0.41
Austria,AUT,2010,0.39,0.32000000000000006
Austria,AUT,2015,0.33,0.27999999999999997
Austria,AUT,2017,0.32000000000000006,0.27
Azerbaijan,AZE,1990,8.200000000000001,6.95
Azerbaijan,AZE,2000,6.63,5.57
Azerbaijan,AZE,2010,3.59,2.92
