Entity,Code,Year,Household air pollution,Outdoor air pollution
Syria,SYR,2005,71,5692
Syria,SYR,2006,62,5868
Syria,SYR,2010,37,6807
Syria,SYR,2016,15,6906
Taiwan,TWN,1990,4145,6074
Taiwan,TWN,1995,2948,6788
Taiwan,TWN,2000,1629,7259
Taiwan,TWN,2005,1285,8243
Taiwan,TWN,2006,1243,8335
Taiwan,TWN,2010,1092,9224
Taiwan,TWN,2016,794,10647
Tajikistan,TJK,1990,6655,6097
Tajikistan,TJK,1995,6308,5643
Tajikistan,TJK,2000,5162,5027
Tajikistan,TJK,2005,3573,4282
Tajikistan,TJK,2006,3281,4183
Tajikistan,TJK,2010,2860,4309
Tajikistan,TJK,2016,2802,4746
Tanzania,TZA,1990,35557,12643
Tanzania,TZA,1995,37534,13854
Tanzania,TZA,2000,34683,13673
Tanzania,TZA,2005,34127,13225
Tanzania,TZA,2006,34792,13495
Tanzania,TZA,2010,34323,13645
Tanzania,TZA,2016,33024,14443
Thailand,THA,1990,23952,15842
Thailand,THA,1995,23364,18115
Thailand,THA,2000,19496,20319
Thailand,THA,2005,17771,22998
Thailand,THA,2006,17368,23223
Thailand,THA,2010,13992,22973
Thailand,THA,2016,8648,26696
Timor,TLS,1990,807,276
Timor,TLS,1995,721,260
Timor,TLS,2000,561,213
Timor,TLS,2005,565,223
Timor,TLS,2006,567,225
Timor,TLS,2010,621,255
Timor,TLS,2016,596,257
Togo,TGO,1990,3952,2386
Togo,TGO,1995,4211,2559
Togo,TGO,2000,4404,2700
Togo,TGO,2005,4509,2501
Togo,TGO,2006,4464,2480
Togo,TGO,2010,4580,2564
Togo,TGO,2016,4591,3679
Tonga,TON,1990,58,8
Tonga,TON,1995,62,9
Tonga,TON,2000,57,9
Tonga,TON,2005,47,9
Tonga,TON,2006,45,8
Tonga,TON,2010,41,5
Tonga,TON,2016,34,5
Trinidad and Tobago,TTO,1990,20,474
Trinidad and Tobago,TTO,1995,17,502
Trinidad and Tobago,TTO,2000,13,502
Trinidad and Tobago,TTO,2005,9,402
Trinidad and Tobago,TTO,2006,9,389
Trinidad and Tobago,TTO,2010,7,359
Trinidad and Tobago,TTO,2016,6,474
Tunisia,TUN,1990,1387,3321
Tunisia,TUN,1995,938,3757
Tunisia,TUN,2000,507,3802
Tunisia,TUN,2005,202,3725
Tunisia,TUN,2006,162,3847
Tunisia,TUN,2010,88,4421
Tunisia,TUN,2016,38,5077
Turkey,TUR,1990,15003,26769
Turkey,TUR,1995,10754,27988
Turkey,TUR,2000,6209,25897
Turkey,TUR,2005,3008,21985
Turkey,TUR,2006,2596,21766
Turkey,TUR,2010,1580,23734
Turkey,TUR,2016,773,28785
Turkmenistan,TKM,1990,253,3456
Turkmenistan,TKM,1995,186,3745
Turkmenistan,TKM,2000,116,3658
Turkmenistan,TKM,2005,71,2767
Turkmenistan,TKM,2006,63,2802
Turkmenistan,TKM,2010,40,2944
Turkmenistan,TKM,2016,23,3206
Uganda,UGA,1990,19690,12152
Uganda,UGA,1995,20561,12953
Uganda,UGA,2000,20022,12734
Uganda,UGA,2005,20371,12692
Uganda,UGA,2006,20667,12877
Uganda,UGA,2010,20331,12654
Uganda,UGA,2016,20025,14699
Ukraine,UKR,1990,12253,65027
Ukraine,UKR,1995,13186,74540
Ukraine,UKR,2000,11546,65892
Ukraine,UKR,2005,12145,64905
Ukraine,UKR,2006,10408,62629
Ukraine,UKR,2010,6323,56536
Ukraine,UKR,2016,4786,54348
United Arab Emirates,ARE,1990,79,497
United Arab Emirates,ARE,1995,52,643
United Arab Emirates,ARE,2000,38,757
United Arab Emirates,ARE,2005,21,927
United Arab Emirates,ARE,2006,20,1030
United Arab Emirates,ARE,2010,23,1835
United Arab Emirates,ARE,2016,22,3224
United Kingdom,GBR,1990,6293,41972
United Kingdom,GBR,1995,3130,38469
United Kingdom,GBR,2000,1784,32892
United Kingdom,GBR,2005,1144,27817
United Kingdom,GBR,2006,1047,26841
United Kingdom,GBR,2010,778,24519
United Kingdom,GBR,2016,628,25572
United States,USA,1990,958,111688
United States,USA,1995,899,113374
United States,USA,2000,879,113950
United States,USA,2005,833,108060
United States,USA,2006,819,103600
United States,USA,2010,777,91491
United States,USA,2016,806,105616
United States Virgin Islands,VIR,1990,2,31
United States Virgin Islands,VIR,1995,2,36
United States Virgin Islands,VIR,2000,2,44
United States Virgin Islands,VIR,2005,2,46
United States Virgin Islands,VIR,2006,2,46
United States Virgin Islands,VIR,2010,2,49
United States Virgin Islands,VIR,2016,2,62
Uruguay,URY,1990,250,1457
Uruguay,URY,1995,193,1475
Uruguay,URY,2000,154,1397
Uruguay,URY,2005,166,1280
Uruguay,URY,2006,164,1260
Uruguay,URY,2010,125,1228
Uruguay,URY,2016,88,1200
Uzbekistan,UZB,1990,10773,15407
Uzbekistan,UZB,1995,10669,17951
Uzbekistan,UZB,2000,8565,18668
Uzbekistan,UZB,2005,7773,18875
Uzbekistan,UZB,2006,7382,18743
Uzbekistan,UZB,2010,6056,18529
Uzbekistan,UZB,2016,4863,20480
Vanuatu,VUT,1990,174,46
Vanuatu,VUT,1995,198,54
Vanuatu,VUT,2000,213,60
Vanuatu,VUT,2005,233,72
Vanuatu,VUT,2006,237,70
Vanuatu,VUT,2010,257,62
Vanuatu,VUT,2016,277,83
Venezuela,VEN,1990,717,5292
Venezuela,VEN,1995,623,5553
Venezuela,VEN,2000,442,6093
Venezuela,VEN,2005,335,6333
Venezuela,VEN,2006,324,6533
Venezuela,VEN,2010,262,6694
Venezuela,VEN,2016,199,8701
Vietnam,VNM,1990,55618,28811
Vietnam,VNM,1995,56015,30971
Vietnam,VNM,2000,55768,34100
Vietnam,VNM,2005,53042,38527
Vietnam,VNM,2006,51584,38574
Vietnam,VNM,2010,43410,38872
Vietnam,VNM,2016,33577,41675
Wales,,1990,337,2127
Wales,,1995,168,1961
Wales,,2000,94,1686
Wales,,2005,59,1413
Wales,,2006,54,1366
Wales,,2010,41,1282
Wales,,2016,32,1321
Western Europe,,1990,22877,213932
Western Europe,,1995,13174,196146
Western Europe,,2000,8935,177844
Western Europe,,2005,6561,160318
Western Europe,,2006,6159,157878
Western Europe,,2010,4926,154433
Western Europe,,2016,3941,160741
Western Sub-Saharan Africa,,1990,201053,140175
Western Sub-Saharan Africa,,1995,211453,148424
Western Sub-Saharan Africa,,2000,219064,153465
Western Sub-Saharan Africa,,2005,211598,138294
Western Sub-Saharan Africa,,2006,212459,138762
Western Sub-Saharan Africa,,2010,213132,139100
Western Sub-Saharan Africa,,2016,202789,180996
World,OWID_WRL,1990,3738921,3471647
World,OWID_WRL,1995,3691511,3686887
World,OWID_WRL,2000,3510479,3808569
World,OWID_WRL,2005,3323102,3904674
World,OWID_WRL,2006,3260728,3874809
World,OWID_WRL,2010,3062664,3952905
World,OWID_WRL,2016,2576361,4326330
Yemen,YEM,1990,12043,8302
Yemen,YEM,1995,12985,10399
Yemen,YEM,2000,10421,10420
Yemen,YEM,2005,8283,9316
Yemen,YEM,2006,7967,9359
Yemen,YEM,2010,7751,9987
Yemen,YEM,2016,6760,12708
Zambia,ZMB,1990,10364,5341
Zambia,ZMB,1995,10938,5938
Zambia,ZMB,2000,12255,6408
Zambia,ZMB,2005,12952,6307
Zambia,ZMB,2006,12736,6285
Zambia,ZMB,2010,11353,5731
Zambia,ZMB,2016,10675,5848
Zimbabwe,ZWE,1990,5744,2860
Zimbabwe,ZWE,1995,5693,3015
Zimbabwe,ZWE,2000,7687,4460
Zimbabwe,ZWE,2005,8612,4923
Zimbabwe,ZWE,2006,8627,4829
Zimbabwe,ZWE,2010,8997,4696
Zimbabwe,ZWE,2016,7676,4672
