Entity,Code,Year,Coal per capita (kWh) (kilowatt-hours)
Australia,AUS,2002,30864.107293309622
Australia,AUS,2003,31387.291836817167
Australia,AUS,2004,32285.21619358149
Australia,AUS,2005,31623.41634112692
Australia,AUS,2006,31930.837127423758
Australia,AUS,2007,31063.7011974565
Australia,AUS,2008,31750.614439208708
Australia,AUS,2009,30112.17771894626
Australia,AUS,2010,27421.460547600997
Australia,AUS,2011,26274.40779198687
Australia,AUS,2012,24246.528586775243
Australia,AUS,2013,22703.993970217158
Australia,AUS,2014,22163.598645931514
Australia,AUS,2015,22598.316515000835
Australia,AUS,2016,22302.903539434534
Australia,AUS,2017,21318.837016945294
Australia,AUS,2018,20681.800894931323
Austria,AUT,1965,8092.388741321014
Austria,AUT,1966,7680.576222067466
Austria,AUT,1967,7226.024315407599
Austria,AUT,1968,7093.23719307527
Austria,AUT,1969,6944.297109041316
Austria,AUT,1970,7431.368635122407
Austria,AUT,1971,6785.908756458279
Austria,AUT,1972,6127.672984149849
Austria,AUT,1973,6069.373237433942
Austria,AUT,1974,6389.034589231576
Austria,AUT,1975,5543.408687656454
Austria,AUT,1976,5897.133883406623
Austria,AUT,1977,4949.623907159879
Austria,AUT,1978,5034.376275007866
Austria,AUT,1979,5472.054491300867
Austria,AUT,1980,5628.741422190539
Austria,AUT,1981,5765.943458003945
Austria,AUT,1982,5486.1293812102085
Austria,AUT,1983,5873.449077465475
Austria,AUT,1984,6689.416181142369
Austria,AUT,1985,6673.013788017072
Austria,AUT,1986,5941.31147616
Austria,AUT,1987,5882.896249057468
Austria,AUT,1988,5618.734677111895
Austria,AUT,1989,5623.527456308052
Austria,AUT,1990,6167.860636852667
Austria,AUT,1991,6428.949211166861
Austria,AUT,1992,4965.141669240199
Austria,AUT,1993,4429.643961003548
Austria,AUT,1994,4461.362079046182
Austria,AUT,1995,5048.641010265332
Austria,AUT,1996,5052.406031063857
Austria,AUT,1997,5349.001660510396
Austria,AUT,1998,4704.638726540232
Austria,AUT,1999,4666.490660756429
Austria,AUT,2000,5264.469606128394
Austria,AUT,2001,5418.761855781675
Austria,AUT,2002,5480.662854658226
Austria,AUT,2003,5815.520340083171
Austria,AUT,2004,5668.286053966169
Austria,AUT,2005,5626.126449764962
Austria,AUT,2006,5600.237841326494
Austria,AUT,2007,5395.6691606362765
Austria,AUT,2008,5312.444124922081
Austria,AUT,2009,3987.911653067001
Austria,AUT,2010,4668.33287606421
Austria,AUT,2011,4769.296951278685
Austria,AUT,2012,4405.416496732533
Austria,AUT,2013,4452.584505899953
Austria,AUT,2014,4050.5587079106213
Austria,AUT,2015,4345.384598954949
Austria,AUT,2016,3999.0391771418776
Austria,AUT,2017,4110.205020426303
Austria,AUT,2018,3736.146296732651
Azerbaijan,AZE,1985,160.5100510051005
Azerbaijan,AZE,1986,157.83448886266413
Azerbaijan,AZE,1987,155.22414043232266
Azerbaijan,AZE,1988,152.6333808844508
Azerbaijan,AZE,1989,150.12768345727514
Azerbaijan,AZE,1990,142.9062543145106
Azerbaijan,AZE,1991,105.89970100570808
Azerbaijan,AZE,1992,18.677730192719487
Azerbaijan,AZE,1993,4.601688208915855
Azerbaijan,AZE,1994,6.054138469547112
Azerbaijan,AZE,1995,4.4874598070739555
Azerbaijan,AZE,1996,4.441191446028514
Azerbaijan,AZE,1997,4.401968205904618
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,4.25643528120044
Azerbaijan,AZE,2002,2.810196931255286
Azerbaijan,AZE,2003,4.172945819878006
Azerbaijan,AZE,2004,1.2663747189016452
Azerbaijan,AZE,2005,4.385595502986298
Azerbaijan,AZE,2006,4.3393511008111245
Azerbaijan,AZE,2007,6.571908501834022
Azerbaijan,AZE,2008,4.874177558376786
Azerbaijan,AZE,2009,4.818466429852085
Azerbaijan,AZE,2010,7.141275825952169
Azerbaijan,AZE,2011,6.268678085501859
Azerbaijan,AZE,2012,4.641121901780897
Azerbaijan,AZE,2013,3.8181494469898776
Azerbaijan,AZE,2014,2.2617291405428155
Azerbaijan,AZE,2015,3.7237174020575705
Azerbaijan,AZE,2016,1.4721996045603944
Azerbaijan,AZE,2017,1.4519213316404267
Azerbaijan,AZE,2018,1.4365995487437186
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,16.314746795545286
Bangladesh,BGD,1973,20.883379461249596
Bangladesh,BGD,1974,18.2648623839865
Bangladesh,BGD,1975,20.740327120143863
Bangladesh,BGD,1976,20.037938787472783
Bangladesh,BGD,1977,20.414082135467712
Bangladesh,BGD,1978,19.26032816434725
Bangladesh,BGD,1979,13.945529414799624
Bangladesh,BGD,1980,18.135959768455155
Bangladesh,BGD,1981,18.158434106251836
Bangladesh,BGD,1982,21.430116522899493
Bangladesh,BGD,1983,11.817528383366998
Bangladesh,BGD,1984,4.607567209925694
Bangladesh,BGD,1985,6.2761560750958525
Bangladesh,BGD,1986,9.231814825943255
Bangladesh,BGD,1987,14.156553710110693
Bangladesh,BGD,1988,14.208390401890291
Bangladesh,BGD,1989,14.431617855901484
Bangladesh,BGD,1990,31.719739464195715
Bangladesh,BGD,1991,9.908281139025936
Bangladesh,BGD,1992,9.097299970365981
Bangladesh,BGD,1993,3.3185511685440097
Bangladesh,BGD,1994,3.0420716173783457
Bangladesh,BGD,1995,32.402531127897895
Bangladesh,BGD,1996,17.391421929451766
Bangladesh,BGD,1997,31.250235184460852
Bangladesh,BGD,1998,8.812723197182985
Bangladesh,BGD,1999,4.27167233804617
Bangladesh,BGD,2000,30.05244183678266
Bangladesh,BGD,2001,31.278137121509126
Bangladesh,BGD,2002,32.074282522381075
Bangladesh,BGD,2003,30.143677517953595
Bangladesh,BGD,2004,29.703338881345545
Bangladesh,BGD,2005,40.21909224948934
Bangladesh,BGD,2006,38.89733901390645
Bangladesh,BGD,2007,50.402346067573255
Bangladesh,BGD,2008,51.6811429343608
Bangladesh,BGD,2009,61.70288171062569
Bangladesh,BGD,2010,63.73082039744833
Bangladesh,BGD,2011,56.81429786039259
Bangladesh,BGD,2012,69.48109777094949
Bangladesh,BGD,2013,75.22998907993475
Bangladesh,BGD,2014,69.67041514761043
Bangladesh,BGD,2015,168.97134529234083
Bangladesh,BGD,2016,125.21371150046964
Bangladesh,BGD,2017,138.57504204277382
Bangladesh,BGD,2018,153.65314125622072
Belarus,BLR,1985,2536.3478315321686
Belarus,BLR,1986,2756.8375223281487
Belarus,BLR,1987,2664.1272282066625
Belarus,BLR,1988,2838.6416183751617
Belarus,BLR,1989,2774.8191530412882
Belarus,BLR,1990,2434.2629149837453
Belarus,BLR,1991,2310.12249188072
Belarus,BLR,1992,1925.3686054756747
Belarus,BLR,1993,1656.6410014800201
Belarus,BLR,1994,1163.806552235853
Belarus,BLR,1995,1098.4233806310774
Belarus,BLR,1996,1337.4384221005475
Belarus,BLR,1997,1414.4399260665402
Belarus,BLR,1998,1260.1616545025076
Belarus,BLR,1999,1174.5723222783154
Belarus,BLR,2000,1172.1764116430309
Belarus,BLR,2001,846.8580020558559
Belarus,BLR,2002,804.1707568325467
Belarus,BLR,2003,762.1419134125427
Belarus,BLR,2004,751.3713257169596
Belarus,BLR,2005,834.538147494248
Belarus,BLR,2006,750.7292163791111
Belarus,BLR,2007,852.2544137949583
Belarus,BLR,2008,796.8532599428754
Belarus,BLR,2009,760.8159942192303
Belarus,BLR,2010,796.8738812663199
Belarus,BLR,2011,957.8985513382901
Belarus,BLR,2012,976.8878899861955
Belarus,BLR,2013,1036.1089746392192
Belarus,BLR,2014,1026.9778282442746
Belarus,BLR,2015,912.5785867146944
Belarus,BLR,2016,1001.9135422401017
Belarus,BLR,2017,1035.8349955555557
Belarus,BLR,2018,1177.3716264022005
Belgium,BEL,1965,23606.221368646762
Belgium,BEL,1966,21432.28940292971
Belgium,BEL,1967,20946.295579200338
Belgium,BEL,1968,21541.310709690573
Belgium,BEL,1969,20905.24493403125
Belgium,BEL,1970,19636.056139223423
Belgium,BEL,1971,16207.901518503571
Belgium,BEL,1972,15432.109967822138
Belgium,BEL,1973,12913.056043750645
Belgium,BEL,1974,13775.258035169796
Belgium,BEL,1975,10261.86732030905
Belgium,BEL,1976,10669.09364205411
Belgium,BEL,1977,10797.114217496182
Belgium,BEL,1978,11034.264294775847
Belgium,BEL,1979,12272.713396762738
Belgium,BEL,1980,12353.278597203365
Belgium,BEL,1981,12781.354557676348
Belgium,BEL,1982,12789.738178938322
Belgium,BEL,1983,10905.246127292381
Belgium,BEL,1984,12636.638136886735
Belgium,BEL,1985,12587.142174689925
Belgium,BEL,1986,10727.10859513647
Belgium,BEL,1987,10661.149065256488
Belgium,BEL,1988,10754.94505396827
Belgium,BEL,1989,11276.004327153307
Belgium,BEL,1990,12354.524477865494
Belgium,BEL,1991,11780.161268054588
Belgium,BEL,1992,10502.108105774954
Belgium,BEL,1993,9907.957772507165
Belgium,BEL,1994,10611.035191020088
Belgium,BEL,1995,10104.98684959749
Belgium,BEL,1996,9650.047186520376
Belgium,BEL,1997,8994.742556729267
Belgium,BEL,1998,8935.900332128553
Belgium,BEL,1999,7815.86466601658
Belgium,BEL,2000,8625.135793619918
Belgium,BEL,2001,8186.300534935556
Belgium,BEL,2002,6986.629650747711
Belgium,BEL,2003,6723.207115846051
Belgium,BEL,2004,6217.015142175572
Belgium,BEL,2005,5676.092788470656
Belgium,BEL,2006,5563.306166305679
Belgium,BEL,2007,5046.431808749299
Belgium,BEL,2008,4946.290034326004
Belgium,BEL,2009,3162.534334254144
Belgium,BEL,2010,3985.7846091964534
Belgium,BEL,2011,3726.9799573270384
Belgium,BEL,2012,3487.834377086153
Belgium,BEL,2013,3568.349673659674
Belgium,BEL,2014,3468.997560823456
Belgium,BEL,2015,3478.9473857193484
Belgium,BEL,2016,3268.6804359697026
Belgium,BEL,2017,3180.556513134851
Belgium,BEL,2018,3319.0672542649368
Brazil,BRA,1965,242.01849497445252
Brazil,BRA,1966,255.13611911735535
Brazil,BRA,1967,256.6801081375801
Brazil,BRA,1968,246.01502428446568
Brazil,BRA,1969,267.59269841612127
Brazil,BRA,1970,298.01179239557166
Brazil,BRA,1971,292.691447296862
Brazil,BRA,1972,300.78322169569094
Brazil,BRA,1973,288.6646701115795
Brazil,BRA,1974,299.0495476916318
Brazil,BRA,1975,347.1986254579541
Brazil,BRA,1976,361.8365343327778
Brazil,BRA,1977,448.17466677847455
Brazil,BRA,1978,503.25322715325615
Brazil,BRA,1979,533.8456688113134
Brazil,BRA,1980,568.7504099043864
Brazil,BRA,1981,543.4802679892371
Brazil,BRA,1982,561.2089003835634
Brazil,BRA,1983,616.7433506992716
Brazil,BRA,1984,744.7373524033115
Brazil,BRA,1985,861.5701696416163
Brazil,BRA,1986,854.3433879439219
Brazil,BRA,1987,876.9468205533317
Brazil,BRA,1988,879.1310452759908
Brazil,BRA,1989,856.2372127863431
Brazil,BRA,1990,749.1176986977338
Brazil,BRA,1991,843.8195160285662
Brazil,BRA,1992,805.0098073371508
Brazil,BRA,1993,815.6652278810948
Brazil,BRA,1994,823.7419855734752
Brazil,BRA,1995,850.0791406709048
Brazil,BRA,1996,863.3425169161977
Brazil,BRA,1997,855.0452938996249
Brazil,BRA,1998,824.8091848000323
Brazil,BRA,1999,822.9376346932082
Brazil,BRA,2000,864.9321430419362
Brazil,BRA,2001,839.6803798003341
Brazil,BRA,2002,802.1164969198722
Brazil,BRA,2003,821.8445482773482
Brazil,BRA,2004,851.3683623675316
Brazil,BRA,2005,811.7285297118192
Brazil,BRA,2006,791.7114446821626
Brazil,BRA,2007,830.33567329301
Brazil,BRA,2008,833.8923891949175
Brazil,BRA,2009,666.4044261934251
Brazil,BRA,2010,859.4052582242456
Brazil,BRA,2011,909.6508778892387
Brazil,BRA,2012,892.1625711526564
Brazil,BRA,2013,953.2794847917787
Brazil,BRA,2014,1004.9435290179719
Brazil,BRA,2015,1002.4732546495363
Brazil,BRA,2016,898.0581036065403
Brazil,BRA,2017,927.2154563820164
Brazil,BRA,2018,883.4534643800645
Bulgaria,BGR,1965,8480.296728687828
Bulgaria,BGR,1966,8680.382665379046
Bulgaria,BGR,1967,9359.201725997842
Bulgaria,BGR,1968,10098.716666666667
Bulgaria,BGR,1969,10086.669426374925
Bulgaria,BGR,1970,10964.295956746595
Bulgaria,BGR,1971,10757.64808973011
Bulgaria,BGR,1972,11023.440585433847
Bulgaria,BGR,1973,11048.231284658039
Bulgaria,BGR,1974,10806.447867570987
Bulgaria,BGR,1975,11278.624399176013
Bulgaria,BGR,1976,10471.374672289983
Bulgaria,BGR,1977,10394.593274255853
Bulgaria,BGR,1978,11050.344358858178
Bulgaria,BGR,1979,11362.009488309048
Bulgaria,BGR,1980,11882.797612343733
Bulgaria,BGR,1981,12030.944413250982
Bulgaria,BGR,1982,12602.747732616726
Bulgaria,BGR,1983,12523.716072824753
Bulgaria,BGR,1984,12520.825064109711
Bulgaria,BGR,1985,13059.291364902507
Bulgaria,BGR,1986,13426.409227683052
Bulgaria,BGR,1987,13432.708403080014
Bulgaria,BGR,1988,12547.43873783149
Bulgaria,BGR,1989,12862.534277365703
Bulgaria,BGR,1990,10865.050924103609
Bulgaria,BGR,1991,9793.737482605226
Bulgaria,BGR,1992,10406.760192485017
Bulgaria,BGR,1993,11335.096234841418
Bulgaria,BGR,1994,10500.423041887907
Bulgaria,BGR,1995,10622.048622747347
Bulgaria,BGR,1996,10687.803095754945
Bulgaria,BGR,1997,12305.791938626402
Bulgaria,BGR,1998,11827.061189481446
Bulgaria,BGR,1999,9824.3787058386
Bulgaria,BGR,2000,9151.496935483872
Bulgaria,BGR,2001,10519.274144496281
Bulgaria,BGR,2002,9767.331156877703
Bulgaria,BGR,2003,11022.338461045618
Bulgaria,BGR,2004,10612.829238218204
Bulgaria,BGR,2005,10473.519275400025
Bulgaria,BGR,2006,10712.85158563753
Bulgaria,BGR,2007,12137.988637983372
Bulgaria,BGR,2008,11651.358763955343
Bulgaria,BGR,2009,9873.345607439123
Bulgaria,BGR,2010,10780.73745858586
Bulgaria,BGR,2011,12758.418914487056
Bulgaria,BGR,2012,10966.452522497955
Bulgaria,BGR,2013,9482.246899862826
Bulgaria,BGR,2014,10192.059481093018
Bulgaria,BGR,2015,10588.405893055557
Bulgaria,BGR,2016,9259.606963087248
Bulgaria,BGR,2017,9997.232825964516
Bulgaria,BGR,2018,9049.322386081965
Canada,CAN,1965,9169.85327083758
Canada,CAN,1966,8833.117741289549
Canada,CAN,1967,8601.336285362853
Canada,CAN,1968,9186.434340991536
Canada,CAN,1969,8721.531985731273
Canada,CAN,1970,9210.846823243195
Canada,CAN,1971,8614.219951203793
Canada,CAN,1972,8000.103751359188
Canada,CAN,1973,8113.241579299578
Canada,CAN,1974,8123.513584806121
Canada,CAN,1975,7795.867557136044
Canada,CAN,1976,9112.78098908157
Canada,CAN,1977,11506.97808242363
Canada,CAN,1978,9355.77106518283
Canada,CAN,1979,8764.016803940236
Canada,CAN,1980,10561.960471802435
Canada,CAN,1981,10674.44552354062
Canada,CAN,1982,11166.862874575592
Canada,CAN,1983,11565.503072233922
Canada,CAN,1984,12744.01214096679
Canada,CAN,1985,12106.838438469607
Canada,CAN,1986,11078.50343312241
Canada,CAN,1987,11746.091796909166
Canada,CAN,1988,12438.208276535104
Canada,CAN,1989,12241.743010754628
Canada,CAN,1990,11459.389838262954
Canada,CAN,1991,10954.00018458532
Canada,CAN,1992,11026.401879195013
Canada,CAN,1993,9678.776876289057
Canada,CAN,1994,10151.040043785733
Canada,CAN,1995,10500.398130685093
Canada,CAN,1996,10612.765065730871
Canada,CAN,1997,10989.39771016744
Canada,CAN,1998,11642.61948746586
Canada,CAN,1999,11091.998591014093
Canada,CAN,2000,11629.90569920884
Canada,CAN,2001,11975.145724520728
Canada,CAN,2002,11933.762055664252
Canada,CAN,2003,11791.661373069106
Canada,CAN,2004,10965.398921599875
Canada,CAN,2005,10866.030344102102
Canada,CAN,2006,10424.320344884287
Canada,CAN,2007,10696.042903173304
Canada,CAN,2008,10255.889175691405
Canada,CAN,2009,8093.848159393706
Canada,CAN,2010,8434.567502708796
Canada,CAN,2011,7469.318096322997
Canada,CAN,2012,7019.818771817193
Canada,CAN,2013,6842.736642000737
Canada,CAN,2014,6400.965621293181
Canada,CAN,2015,6419.710073672525
Canada,CAN,2016,5971.538236888107
Canada,CAN,2017,5893.597447304803
Canada,CAN,2018,4523.662628469319
Chile,CHL,1965,1507.113459399333
Chile,CHL,1966,1524.745984922976
Chile,CHL,1967,1498.7113402061857
Chile,CHL,1968,1473.862076248812
Chile,CHL,1969,1449.974025974026
Chile,CHL,1970,1525.2264131656957
Chile,CHL,1971,1449.2175399778741
Chile,CHL,1972,1178.6539984164688
Chile,CHL,1973,1259.7467368010912
Chile,CHL,1974,1175.3782721258033
Chile,CHL,1975,924.5147280966769
Chile,CHL,1976,918.9829878218835
Chile,CHL,1977,974.2241142543259
Chile,CHL,1978,935.5180809811525
Chile,CHL,1979,1019.8853842736563
Chile,CHL,1980,1110.1409930817063
Chile,CHL,1981,1092.509065791746
Chile,CHL,1982,717.9623637602181
Chile,CHL,1983,848.7126301645953
Chile,CHL,1984,1128.527901970525
Chile,CHL,1985,1112.9958391123441
Chile,CHL,1986,1040.9625582516474
Chile,CHL,1987,1056.0183500751405
Chile,CHL,1988,1448.318804483188
Chile,CHL,1989,1925.420016846619
Chile,CHL,1990,2281.8454237288133
Chile,CHL,1991,1844.0810670618753
Chile,CHL,1992,1568.3546647230323
Chile,CHL,1993,1556.810397992112
Chile,CHL,1994,1807.5512494705636
Chile,CHL,1995,1919.5443988596066
Chile,CHL,1996,2622.3876040309865
Chile,CHL,1997,3367.8941498715008
Chile,CHL,1998,3128.173387635198
Chile,CHL,1999,3188.7200422080064
Chile,CHL,2000,2435.386585842785
Chile,CHL,2001,1889.312838360402
Chile,CHL,2002,1883.9057638357563
Chile,CHL,2003,1782.3617034700317
Chile,CHL,2004,2043.2973492706833
Chile,CHL,2005,1981.7159026589632
Chile,CHL,2006,2448.0876760776523
Chile,CHL,2007,2874.868159740472
Chile,CHL,2008,3041.5083003321765
Chile,CHL,2009,2751.2481186053537
Chile,CHL,2010,3060.960382113345
Chile,CHL,2011,3886.8790762446333
Chile,CHL,2012,4488.444770114943
Chile,CHL,2013,4995.896426132484
Chile,CHL,2014,4986.643279463934
Chile,CHL,2015,4733.421002838222
Chile,CHL,2016,4737.246974530728
Chile,CHL,2017,4855.964451545207
Chile,CHL,2018,4770.694714428961
China,CHN,1965,1837.433960308316
China,CHN,1966,1917.4074419533265
China,CHN,1967,1659.2912926945864
China,CHN,1968,1601.7902460678865
China,CHN,1969,1881.6830318478594
China,CHN,1970,2331.6181880412946
China,CHN,1971,2621.326582308309
China,CHN,1972,2706.10844418687
China,CHN,1973,2679.913625793925
China,CHN,1974,2596.210746931084
China,CHN,1975,2869.8911850399754
China,CHN,1976,2888.7322097093493
China,CHN,1977,3127.223321841643
China,CHN,1978,3383.2336051201846
China,CHN,1979,3450.557846634985
China,CHN,1980,3538.7041815389425
China,CHN,1981,3471.517349254477
China,CHN,1982,3623.562930426027
China,CHN,1983,3826.636594018481
China,CHN,1984,4099.774246443134
China,CHN,1985,4403.41478243764
China,CHN,1986,4521.790461830948
China,CHN,1987,4813.427123159096
China,CHN,1988,5072.60411814875
China,CHN,1989,5220.2402595589465
China,CHN,1990,5212.507948447133
China,CHN,1991,5393.112434917098
China,CHN,1992,5578.38358391086
China,CHN,1993,5883.046076488017
China,CHN,1994,6212.636775218595
China,CHN,1995,6234.764970419228
China,CHN,1996,6467.846656028664
China,CHN,1997,6285.211894404752
China,CHN,1998,6188.5443383225
China,CHN,1999,6319.889103962799
China,CHN,2000,6362.713251974134
China,CHN,2001,6647.336954587603
China,CHN,2002,7241.704662064924
China,CHN,2003,8578.289982447066
China,CHN,2004,9942.882839582158
China,CHN,2005,11576.031573370708
China,CHN,2006,12640.66682383836
China,CHN,2007,13687.960837171171
China,CHN,2008,13827.08992895068
