Entity,Code,Year,"Gross enrolment ratio, primary, both sexes (%) (%)"
Algeria,DZA,1994,96.8520965576172
Algeria,DZA,1995,96.8814697265625
Algeria,DZA,1996,98.0544509887695
Algeria,DZA,1997,99.234619140625
Algeria,DZA,1998,100.447776794434
Algeria,DZA,1999,102.378616333008
Algeria,DZA,2000,104.905296325684
Algeria,DZA,2001,103.901672363281
Algeria,DZA,2002,105.156372070313
Algeria,DZA,2003,106.032989501953
Algeria,DZA,2004,107.048698425293
Algeria,DZA,2005,107.744659423828
Algeria,DZA,2006,108.287208557129
Algeria,DZA,2007,109.628402709961
Algeria,DZA,2008,109.312057495117
Algeria,DZA,2009,112.430740356445
Algeria,DZA,2010,115.454612731934
Algeria,DZA,2011,116.746917724609
Algeria,DZA,2012,118.267356872559
Algeria,DZA,2013,119.751663208008
Algeria,DZA,2014,118.749473571777
Andorra,AND,1975,88.6050262451172
Andorra,AND,1983,114.375617980957
Angola,AGO,1971,58.7272186279297
Angola,AGO,1972,63.8973083496094
Angola,AGO,1973,66.0995407104492
Angola,AGO,1974,72.1068496704102
Angola,AGO,1980,149.035827636719
Angola,AGO,1981,130.805694580078
Angola,AGO,1982,121.176628112793
Angola,AGO,1983,108.75520324707
Angola,AGO,1984,94.6782302856445
Angola,AGO,1985,75.0247421264648
Angola,AGO,1986,81.0715637207031
Angola,AGO,1987,81.6692810058594
Angola,AGO,1988,81.0561599731445
Angola,AGO,1989,82.0118637084961
Angola,AGO,1990,78.2584991455078
Angola,AGO,1991,71.9317626953125
Angola,AGO,1992,69.3685607910156
Angola,AGO,1998,78.3684005737305
Angola,AGO,2007,105.210403442383
Angola,AGO,2008,111.913757324219
Angola,AGO,2009,111.158340454102
Angola,AGO,2010,113.507873535156
Angola,AGO,2011,128.704147338867
Antigua and Barbuda,ATG,1971,80.7281188964844
Antigua and Barbuda,ATG,1972,98.7173080444336
Antigua and Barbuda,ATG,1974,91.7839584350586
Antigua and Barbuda,ATG,1975,88.4030990600586
Antigua and Barbuda,ATG,1976,90.6112670898438
Antigua and Barbuda,ATG,1977,86.9828567504883
Antigua and Barbuda,ATG,1978,81.1227264404297
Antigua and Barbuda,ATG,1979,76.9175109863281
Antigua and Barbuda,ATG,1984,112.800712585449
Antigua and Barbuda,ATG,1992,100.140007019043
Antigua and Barbuda,ATG,1995,109.147331237793
Antigua and Barbuda,ATG,2000,124.13037109375
Antigua and Barbuda,ATG,2007,104.319206237793
Antigua and Barbuda,ATG,2008,104.74723815918
Antigua and Barbuda,ATG,2009,102.798797607422
Antigua and Barbuda,ATG,2010,103.408988952637
Antigua and Barbuda,ATG,2011,100.677047729492
Antigua and Barbuda,ATG,2012,97.8928604125977
Antigua and Barbuda,ATG,2014,97.1073989868164
Arab World,,1970,66.6218719482422
Arab World,,1971,66.7205200195313
Arab World,,1972,68.2586898803711
Arab World,,1973,69.5220489501953
Arab World,,1974,69.9199523925781
Arab World,,1975,71.3553924560547
Arab World,,1976,73.2274398803711
Arab World,,1977,74.2040023803711
Arab World,,1978,74.6033782958984
Arab World,,1979,76.4819412231445
Arab World,,1980,77.7817993164063
Arab World,,1981,78.039421081543
Arab World,,1982,78.9477615356445
Arab World,,1983,79.8058319091797
Arab World,,1984,80.7147674560547
Arab World,,1985,80.5687026977539
Arab World,,1986,81.2927017211914
Arab World,,1987,82.2864532470703
Arab World,,1988,82.8176498413086
Arab World,,1989,82.5361328125
Arab World,,1990,83.1466827392578
Arab World,,1991,83.5946502685547
Arab World,,1992,81.0159530639648
Arab World,,1993,81.5911483764648
Arab World,,1994,84.1344604492188
Arab World,,1995,82.9328231811523
Arab World,,1996,85.2250213623047
Arab World,,1997,85.9204711914063
Arab World,,1998,86.6564483642578
Arab World,,1999,87.916259765625
Arab World,,2000,88.838996887207
Arab World,,2001,89.9732894897461
Arab World,,2002,91.4686813354492
Arab World,,2003,92.7707824707031
Arab World,,2004,93.4525680541992
Arab World,,2005,94.2048797607422
Arab World,,2006,95.3209991455078
Arab World,,2007,96.0035400390625
Arab World,,2008,96.8566665649414
Arab World,,2009,97.3373107910156
Arab World,,2010,97.9726867675781
Arab World,,2011,97.4242172241211
Arab World,,2012,99.0198669433594
Arab World,,2013,97.6010894775391
Arab World,,2014,97.0270767211914
Argentina,ARG,1970,105.649543762207
Argentina,ARG,1971,106.378959655762
Argentina,ARG,1972,105.941680908203
Argentina,ARG,1973,105.529571533203
Argentina,ARG,1974,106.310791015625
Argentina,ARG,1975,106.163818359375
Argentina,ARG,1976,105.860076904297
Argentina,ARG,1977,106.77995300293
Argentina,ARG,1978,106.381309509277
Argentina,ARG,1979,106.826728820801
Argentina,ARG,1980,106.885101318359
Argentina,ARG,1981,107.623466491699
Argentina,ARG,1982,107.775497436523
Argentina,ARG,1984,105.562072753906
Argentina,ARG,1985,105.470100402832
Argentina,ARG,1986,106.078056335449
Argentina,ARG,1987,106.360580444336
Argentina,ARG,1988,107.024421691895
Argentina,ARG,1990,106.561569213867
Argentina,ARG,1991,109.085693359375
Argentina,ARG,1994,111.943511962891
Argentina,ARG,1996,111.36750793457
Argentina,ARG,1997,108.266799926758
Argentina,ARG,1998,112.947067260742
Argentina,ARG,1999,116.052947998047
Argentina,ARG,2000,117.363487243652
Argentina,ARG,2001,118.06462097168
Argentina,ARG,2002,118.758522033691
Argentina,ARG,2003,116.501312255859
Argentina,ARG,2004,117.813636779785
Argentina,ARG,2005,117.133293151855
Argentina,ARG,2006,118.83519744873
Argentina,ARG,2007,119.348686218262
Argentina,ARG,2008,119.441162109375
Argentina,ARG,2009,118.211410522461
Argentina,ARG,2010,116.718162536621
Argentina,ARG,2011,114.76847076416
Argentina,ARG,2012,112.978256225586
Argentina,ARG,2013,110.565986633301
Armenia,ARM,1991,102.468963623047
Armenia,ARM,1992,99.2122116088867
Armenia,ARM,1993,102.577018737793
Armenia,ARM,1994,94.7253723144531
Armenia,ARM,1995,90.9055480957031
Armenia,ARM,1996,92.0012969970703
Armenia,ARM,1997,94.5260314941406
Armenia,ARM,1998,95.8891220092773
Armenia,ARM,1999,98.6061096191406
Armenia,ARM,2000,98.526252746582
Armenia,ARM,2001,102.223609924316
Armenia,ARM,2002,95.5784606933594
Armenia,ARM,2003,94.3255920410156
Armenia,ARM,2004,94.6205673217773
Armenia,ARM,2005,94.2990570068359
Armenia,ARM,2006,97.7112579345703
Armenia,ARM,2007,108.46671295166
Armenia,ARM,2008,107.553581237793
Armenia,ARM,2009,102.449241638184
Aruba,ABW,1999,112.199333190918
Aruba,ABW,2000,110.80143737793
Aruba,ABW,2001,109.402900695801
Aruba,ABW,2002,110.998306274414
Aruba,ABW,2003,109.214302062988
Aruba,ABW,2004,110.839050292969
Aruba,ABW,2005,111.37671661377
Aruba,ABW,2006,114.238586425781
Aruba,ABW,2007,115.224411010742
Aruba,ABW,2008,113.078826904297
Aruba,ABW,2009,113.775741577148
Aruba,ABW,2010,113.74178314209
Aruba,ABW,2011,105.219398498535
Aruba,ABW,2012,104.062759399414
Aruba,ABW,2013,116.108016967773
Aruba,ABW,2014,117.31803894043
Australia,AUS,1971,110.80623626709
Australia,AUS,1972,110.218437194824
Australia,AUS,1973,109.526611328125
Australia,AUS,1974,104.714881896973
Australia,AUS,1975,107.558250427246
Australia,AUS,1976,108.445266723633
Australia,AUS,1977,110.431671142578
Australia,AUS,1978,111.491676330566
Australia,AUS,1979,111.05037689209
Australia,AUS,1980,110.231460571289
Australia,AUS,1981,108.877906799316
Australia,AUS,1982,107.786712646484
Australia,AUS,1983,106.470542907715
Australia,AUS,1984,105.747871398926
Australia,AUS,1985,104.270980834961
Australia,AUS,1986,104.856170654297
Australia,AUS,1987,105.305328369141
Australia,AUS,1988,105.945281982422
Australia,AUS,1989,106.137092590332
Australia,AUS,1990,105.8115234375
Australia,AUS,1991,105.531578063965
Australia,AUS,1992,105.411750793457
Australia,AUS,1993,105.324783325195
Australia,AUS,1994,105.292236328125
Australia,AUS,1995,100.792633056641
Australia,AUS,1996,101.099128723145
Australia,AUS,1997,100.729560852051
Australia,AUS,1998,100.501472473145
Australia,AUS,1999,100.256309509277
Australia,AUS,2000,100.337287902832
Australia,AUS,2001,100.251777648926
Australia,AUS,2002,101.150238037109
Australia,AUS,2003,101.274971008301
Australia,AUS,2004,101.879119873047
Australia,AUS,2005,102.389152526855
Australia,AUS,2006,103.010963439941
Australia,AUS,2007,104.98486328125
Australia,AUS,2008,105.058128356934
Australia,AUS,2009,105.319061279297
Australia,AUS,2010,105.704086303711
Australia,AUS,2011,105.991500854492
Australia,AUS,2012,106.453323364258
Australia,AUS,2013,106.567771911621
Austria,AUT,1971,103.429138183594
Austria,AUT,1972,102.895690917969
Austria,AUT,1973,101.281776428223
Austria,AUT,1974,100.164260864258
Austria,AUT,1975,99.7877883911133
Austria,AUT,1976,99.3358993530273
Austria,AUT,1977,99.5762100219727
Austria,AUT,1978,97.3933563232422
Austria,AUT,1979,96.8788299560547
Austria,AUT,1980,96.3453979492188
Austria,AUT,1981,96.5263290405273
Austria,AUT,1982,97.4223937988281
Austria,AUT,1983,97.2372512817383
Austria,AUT,1984,97.2459487915039
Austria,AUT,1985,96.7793807983398
Austria,AUT,1986,99.2838592529297
Austria,AUT,1987,101.116073608398
Austria,AUT,1988,103.949211120605
Austria,AUT,1989,105.74227142334
Austria,AUT,1990,105.482109069824
Austria,AUT,1991,104.290382385254
Austria,AUT,1992,104.070747375488
Austria,AUT,1993,103.46605682373
Austria,AUT,1994,102.562530517578
Austria,AUT,1995,102.51252746582
Austria,AUT,1996,102.543968200684
Austria,AUT,1997,102.9658203125
Austria,AUT,1998,103.769050598145
Austria,AUT,1999,103.926063537598
Austria,AUT,2000,103.817420959473
Austria,AUT,2001,103.09300994873
Austria,AUT,2002,101.388008117676
Austria,AUT,2003,100.604553222656
Austria,AUT,2004,100.871688842773
Austria,AUT,2005,100.982490539551
Austria,AUT,2006,101.689811706543
Austria,AUT,2007,101.756462097168
Austria,AUT,2008,100.774368286133
Austria,AUT,2009,100.231262207031
Austria,AUT,2010,99.8386764526367
Austria,AUT,2011,99.8693313598633
Austria,AUT,2012,100.76927947998
Austria,AUT,2013,101.560722351074
Austria,AUT,2014,102.248977661133
Azerbaijan,AZE,1981,115.444732666016
Azerbaijan,AZE,1986,118.56990814209
Azerbaijan,AZE,1989,110.403297424316
Azerbaijan,AZE,1990,110.121559143066
Azerbaijan,AZE,1991,109.057960510254
Azerbaijan,AZE,1992,108.18350982666
Azerbaijan,AZE,1993,107.709289550781
Azerbaijan,AZE,1994,110.45556640625
Azerbaijan,AZE,1995,111.74430847168
Azerbaijan,AZE,1996,93.2537536621094
Azerbaijan,AZE,1997,94.5219268798828
Azerbaijan,AZE,1998,92.9260025024414
Azerbaijan,AZE,1999,95.4801406860352
Azerbaijan,AZE,2000,97.2074890136719
Azerbaijan,AZE,2001,98.8610000610352
Azerbaijan,AZE,2002,98.3494262695313
Azerbaijan,AZE,2003,96.2132415771484
Azerbaijan,AZE,2004,97.2613296508789
Azerbaijan,AZE,2005,95.526969909668
Azerbaijan,AZE,2006,94.2166595458984
Azerbaijan,AZE,2007,94.7712020874023
Azerbaijan,AZE,2008,94.0724716186523
Azerbaijan,AZE,2009,95.0685729980469
Azerbaijan,AZE,2010,93.7622985839844
Azerbaijan,AZE,2011,95.5736312866211
Azerbaijan,AZE,2012,97.9553070068359
Azerbaijan,AZE,2013,100.500450134277
Azerbaijan,AZE,2014,106.05989074707
Bahamas,BHS,1971,101.795722961426
Bahamas,BHS,1972,99.9192504882813
Bahamas,BHS,1973,96.3718338012695
Bahamas,BHS,1974,99.3930435180664
Bahamas,BHS,1975,102.487319946289
Bahamas,BHS,1976,103.536437988281
Bahamas,BHS,1977,105.192413330078
Bahamas,BHS,1978,106.278373718262
Bahamas,BHS,1979,104.193969726563
Bahamas,BHS,1980,101.002349853516
Bahamas,BHS,1981,101.891822814941
Bahamas,BHS,1982,100.504257202148
Bahamas,BHS,1983,100.898902893066
Bahamas,BHS,1984,95.9269485473633
Bahamas,BHS,1985,105.375381469727
Bahamas,BHS,1986,106.490310668945
Bahamas,BHS,1990,98.2763824462891
Bahamas,BHS,1991,95.1076278686523
Bahamas,BHS,1992,94.4689788818359
Bahamas,BHS,1993,95.3930511474609
Bahamas,BHS,1994,94.6169128417969
Bahamas,BHS,1995,95.9730377197266
Bahamas,BHS,1996,101.278579711914
Bahamas,BHS,1997,98.9780807495117
Bahamas,BHS,1998,99.4588088989258
Bahamas,BHS,1999,96.8880004882813
Bahamas,BHS,2002,94.4444427490234
Bahamas,BHS,2004,103.741836547852
Bahamas,BHS,2005,109.163230895996
Bahamas,BHS,2006,107.84496307373
Bahamas,BHS,2007,111.216972351074
Bahamas,BHS,2008,111.244338989258
Bahamas,BHS,2009,107.352897644043
Bahamas,BHS,2010,107.897750854492
Bahrain,BHR,1971,106.430770874023
Bahrain,BHR,1972,109.711097717285
Bahrain,BHR,1973,111.847007751465
Bahrain,BHR,1974,112.906806945801
Bahrain,BHR,1975,115.354339599609
Bahrain,BHR,1976,112.398208618164
Bahrain,BHR,1977,110.339996337891
Bahrain,BHR,1978,108.463859558105
Bahrain,BHR,1979,109.246856689453
Bahrain,BHR,1980,109.147178649902
Bahrain,BHR,1981,107.043281555176
Bahrain,BHR,1982,106.129043579102
Bahrain,BHR,1983,105.369506835938
Bahrain,BHR,1984,109.721878051758
Bahrain,BHR,1985,111.181007385254
Bahrain,BHR,1986,112.579528808594
Bahrain,BHR,1987,111.938758850098
Bahrain,BHR,1988,112.156707763672
Bahrain,BHR,1989,112.716987609863
Bahrain,BHR,1990,110.276382446289
Bahrain,BHR,1991,111.366218566895
Bahrain,BHR,1992,107.83708190918
Bahrain,BHR,1993,107.686782836914
Bahrain,BHR,1994,107.034111022949
Bahrain,BHR,1995,107.752700805664
Bahrain,BHR,1996,107.638877868652
Bahrain,BHR,1997,107.315780639648
Bahrain,BHR,1998,106.079010009766
Bahrain,BHR,1999,104.391731262207
Bangladesh,BGD,1970,55.4179801940918
Bangladesh,BGD,1971,51.151611328125
Bangladesh,BGD,1972,63.2319717407227
Bangladesh,BGD,1973,74.9533920288086
Bangladesh,BGD,1974,73.1306381225586
Bangladesh,BGD,1975,77.8343505859375
Bangladesh,BGD,1976,79.1650772094727
Bangladesh,BGD,1977,73.7133026123047
Bangladesh,BGD,1978,72.4979095458984
Bangladesh,BGD,1979,71.625617980957
Bangladesh,BGD,1980,70.6076126098633
Bangladesh,BGD,1981,69.3798370361328
Bangladesh,BGD,1982,70.5682220458984
Bangladesh,BGD,1983,71.7711029052734
Bangladesh,BGD,1984,70.2341918945313
Bangladesh,BGD,1985,68.0368728637695
Bangladesh,BGD,1986,67.4276733398438
Bangladesh,BGD,1987,66.2238922119141
Bangladesh,BGD,1988,77.7812423706055
Bangladesh,BGD,1989,77.748893737793
Bangladesh,BGD,1990,81.0475616455078
Bangladesh,BGD,2005,98.6610412597656
Bangladesh,BGD,2006,99.4010467529297
Bangladesh,BGD,2007,98.603889465332
Bangladesh,BGD,2008,96.5455017089844
Bangladesh,BGD,2009,99.7693176269531
Bangladesh,BGD,2010,102.656288146973
Bangladesh,BGD,2011,111.876556396484
Barbados,BRB,1971,102.386009216309
Barbados,BRB,1972,100.294311523438
Barbados,BRB,1973,101.341583251953
Barbados,BRB,1974,98.5870666503906
Barbados,BRB,1975,104.621513366699
Barbados,BRB,1976,107.53784942627
Barbados,BRB,1977,114.572242736816
Barbados,BRB,1978,116.309173583984
Barbados,BRB,1979,115.143028259277
Barbados,BRB,1980,101.396270751953
Barbados,BRB,1981,98.1440582275391
Barbados,BRB,1982,98.2572784423828
Barbados,BRB,1983,99.7894821166992
Barbados,BRB,1984,105.97290802002
Barbados,BRB,1985,108.69612121582
Barbados,BRB,1989,119.468559265137
Barbados,BRB,1990,114.485313415527
Barbados,BRB,1992,106.295097351074
Barbados,BRB,1999,102.226623535156
Barbados,BRB,2000,100.662170410156
Barbados,BRB,2001,99.2787170410156
Barbados,BRB,2002,96.7653884887695
Barbados,BRB,2003,96.6531219482422
Barbados,BRB,2004,94.9640579223633
Barbados,BRB,2005,96.1370620727539
Barbados,BRB,2006,98.2502975463867
Barbados,BRB,2007,99.6778030395508
Barbados,BRB,2008,101.227180480957
Barbados,BRB,2009,100.544151306152
Barbados,BRB,2010,99.7051773071289
Barbados,BRB,2011,98.4172134399414
Barbados,BRB,2014,93.6272811889648
Belarus,BLR,1971,98.9335174560547
Belarus,BLR,1972,97.3535385131836
Belarus,BLR,1973,96.0393218994141
Belarus,BLR,1974,94.8063125610352
Belarus,BLR,1975,94.6401596069336
Belarus,BLR,1976,95.0895233154297
Belarus,BLR,1977,96.5341873168945
Belarus,BLR,1978,98.3994674682617
Belarus,BLR,1979,99.9524993896484
Belarus,BLR,1980,102.213531494141
Belarus,BLR,1981,103.616676330566
Belarus,BLR,1982,104.877746582031
Belarus,BLR,1983,105.622200012207
Belarus,BLR,1984,106.489036560059
Belarus,BLR,1985,107.322410583496
Belarus,BLR,1986,108.347221374512
Belarus,BLR,1987,94.3037109375
Belarus,BLR,1988,94.2636566162109
Belarus,BLR,1989,93.4164581298828
Belarus,BLR,1990,93.2724609375
Belarus,BLR,1991,95.1169815063477
Belarus,BLR,1992,94.7469711303711
Belarus,BLR,1993,96.4952697753906
Belarus,BLR,1994,96.6392517089844
Belarus,BLR,1995,97.8770980834961
Belarus,BLR,1996,98.8878402709961
Belarus,BLR,1997,100.126243591309
Belarus,BLR,1998,102.377136230469
Belarus,BLR,1999,111.295928955078
Belarus,BLR,2000,113.14331817627
Belarus,BLR,2001,113.922836303711
Belarus,BLR,2002,111.073669433594
Belarus,BLR,2003,100.946388244629
Belarus,BLR,2004,98.6296310424805
Belarus,BLR,2005,97.3019866943359
Belarus,BLR,2006,98.4362030029297
Belarus,BLR,2007,100.946662902832
Belarus,BLR,2008,104.026649475098
Belarus,BLR,2009,105.076683044434
Belarus,BLR,2010,103.449913024902
Belarus,BLR,2011,101.212371826172
Belarus,BLR,2012,98.9761428833008
Belarus,BLR,2013,97.8024063110352
Belarus,BLR,2014,98.9662780761719
Belgium,BEL,1971,107.663017272949
Belgium,BEL,1972,106.979476928711
Belgium,BEL,1973,101.415367126465
Belgium,BEL,1974,104.105926513672
Belgium,BEL,1975,104.676193237305
Belgium,BEL,1976,105.760971069336
Belgium,BEL,1977,106.401039123535
Belgium,BEL,1978,106.459938049316
Belgium,BEL,1979,105.798027038574
Belgium,BEL,1980,105.671516418457
Belgium,BEL,1981,104.88468170166
Belgium,BEL,1982,103.981010437012
Belgium,BEL,1983,100.61109161377
Belgium,BEL,1984,99.5776214599609
Belgium,BEL,1985,98.7184982299805
Belgium,BEL,1986,98.947639465332
Belgium,BEL,1987,99.8302917480469
Belgium,BEL,1988,100.860763549805
Belgium,BEL,1989,101.093437194824
Belgium,BEL,1990,100.513687133789
Belgium,BEL,1991,99.6764602661133
Belgium,BEL,1992,98.2466583251953
Belgium,BEL,1993,101.690826416016
Belgium,BEL,1994,101.034233093262
Belgium,BEL,1995,101.01676940918
Belgium,BEL,1996,101.285987854004
Belgium,BEL,1999,103.67008972168
Belgium,BEL,2000,104.860710144043
Belgium,BEL,2001,104.241142272949
Belgium,BEL,2002,103.419998168945
Belgium,BEL,2003,102.720909118652
Belgium,BEL,2004,101.316513061523
Belgium,BEL,2005,101.224708557129
Belgium,BEL,2006,101.840133666992
Belgium,BEL,2007,102.79280090332
Belgium,BEL,2008,103.523361206055
Belgium,BEL,2009,103.523262023926
Belgium,BEL,2010,103.265640258789
Belgium,BEL,2011,103.188621520996
Belgium,BEL,2012,103.550163269043
Belgium,BEL,2013,105.119972229004
Belgium,BEL,2014,104.854316711426
Belize,BLZ,1971,113.398986816406
Belize,BLZ,1972,111.363838195801
Belize,BLZ,1973,111.060447692871
Belize,BLZ,1974,110.56517791748
Belize,BLZ,1976,107.256927490234
Belize,BLZ,1977,108.465850830078
Belize,BLZ,1978,108.963348388672
Belize,BLZ,1980,109.257736206055
Belize,BLZ,1981,106.810447692871
Belize,BLZ,1982,107.590827941895
Belize,BLZ,1983,108.527130126953
Belize,BLZ,1984,113.282577514648
Belize,BLZ,1985,113.810447692871
Belize,BLZ,1986,112.528648376465
Belize,BLZ,1987,113.934677124023
Belize,BLZ,1988,113.103309631348
Belize,BLZ,1989,111.562957763672
Belize,BLZ,1990,112.731742858887
Belize,BLZ,1991,114.741371154785
Belize,BLZ,1992,113.819488525391
Belize,BLZ,1993,115.065277099609
Belize,BLZ,1994,117.849990844727
Belize,BLZ,1995,119.68505859375
Belize,BLZ,1996,123.128059387207
Belize,BLZ,1997,122.291007995605
Belize,BLZ,1999,119.045051574707
Belize,BLZ,2000,115.889976501465
Belize,BLZ,2001,112.404037475586
Belize,BLZ,2002,107.269607543945
Belize,BLZ,2003,111.17211151123
Belize,BLZ,2004,112.891410827637
Belize,BLZ,2005,113.322059631348
Belize,BLZ,2006,113.730117797852
Belize,BLZ,2007,113.158760070801
Belize,BLZ,2008,112.351440429688
Belize,BLZ,2009,113.015380859375
Belize,BLZ,2010,112.550498962402
Belize,BLZ,2011,111.411117553711
Belize,BLZ,2012,113.791709899902
Belize,BLZ,2013,112.031448364258
Belize,BLZ,2014,111.730186462402
Benin,BEN,1971,34.5107002258301
Benin,BEN,1972,37.4005012512207
Benin,BEN,1973,41.1382217407227
Benin,BEN,1974,39.3822708129883
Benin,BEN,1975,45.8286399841309
Benin,BEN,1976,47.6049194335938
Benin,BEN,1977,49.5912818908691
Benin,BEN,1978,50.3991317749023
Benin,BEN,1979,56.3872985839844
Benin,BEN,1980,57.7602081298828
Benin,BEN,1981,59.8323707580566
Benin,BEN,1982,64.0455322265625
Benin,BEN,1983,65.6197128295898
Benin,BEN,1984,63.6177291870117
Benin,BEN,1985,63.7705497741699
Benin,BEN,1986,61.8988990783691
Benin,BEN,1987,62.2944297790527
Benin,BEN,1988,61.2750701904297
Benin,BEN,1989,60.7579612731934
Benin,BEN,1990,50.9382095336914
Benin,BEN,1991,57.7812614440918
Benin,BEN,1992,60.9154891967773
Benin,BEN,1993,65.8818588256836
Benin,BEN,1994,66.1869812011719
Benin,BEN,1995,69.4381103515625
Benin,BEN,1996,71.8011627197266
Benin,BEN,1997,75.3808212280273
Benin,BEN,1998,78.3169784545898
Benin,BEN,1999,78.4035034179688
Benin,BEN,2000,81.2021484375
Benin,BEN,2001,89.1018829345703
Benin,BEN,2002,94.3789978027344
Benin,BEN,2003,97.8408889770508
Benin,BEN,2004,101.540908813477
Benin,BEN,2005,98.5452270507813
Benin,BEN,2006,98.7934188842773
Benin,BEN,2008,110.033363342285
Benin,BEN,2009,114.872589111328
Benin,BEN,2010,116.288780212402
Benin,BEN,2011,118.607521057129
Benin,BEN,2012,122.76953125
Benin,BEN,2013,124.34790802002
Benin,BEN,2014,125.56120300293
Bermuda,BMU,1971,100.364463806152
Bermuda,BMU,1972,98.2629623413086
Bermuda,BMU,1973,95.8911209106445
Bermuda,BMU,1974,96.4429473876953
Bermuda,BMU,1975,97.1496810913086
Bermuda,BMU,1976,100.412979125977
Bermuda,BMU,1977,102.099411010742
Bermuda,BMU,1978,103.076683044434
Bermuda,BMU,1979,96.8953170776367
Bermuda,BMU,1980,98.0989837646484
Bermuda,BMU,1981,97.711181640625
Bermuda,BMU,1982,97.6585922241211
Bermuda,BMU,1983,97.2104797363281
Bermuda,BMU,1984,96.0069427490234
Bermuda,BMU,1985,96.7903900146484
Bermuda,BMU,1995,103.650901794434
Bermuda,BMU,1997,99.0237274169922
Bermuda,BMU,2001,101.286758422852
Bermuda,BMU,2002,101.509201049805
Bermuda,BMU,2003,101.624656677246
Bermuda,BMU,2004,100.396583557129
