Entity,Code,Year, (%)
Ecuador,ECU,2010,5.5
Egypt,EGY,2010,1
El Salvador,SLV,2010,11
Equatorial Guinea,GNQ,2010,5
Eritrea,ERI,2010,1
Estonia,EST,2010,59.6
Ethiopia,ETH,2010,1
Europe,,2010,18.8
Faeroe Islands,FRO,2010,1.7
Falkland Islands,FLK,2010,31.5
Fiji,FJI,2010,1
Finland,FIN,2010,19.1
France,FRA,2010,28
French Guiana,GUF,2010,3.4
French Polynesia,PYF,2010,4.9
Gabon,GAB,2010,5.6
Gambia,GMB,2010,1
Georgia,GEO,2010,1
Germany,DEU,2010,24.7
Ghana,GHA,2010,4.2
Gibraltar,GIB,2010,2.9
Greece,GRC,2010,6.1
Greenland,GRL,2010,2.5
Grenada,GRD,2010,1
Guadeloupe,GLP,2010,2.5
Guam,GUM,2010,1.7
Guatemala,GTM,2010,4.1
Guinea,GIN,2010,1.8
Guinea-Bissau,GNB,2010,4.3
Guyana,GUY,2010,2
Haiti,HTI,2010,10.6
Honduras,HND,2010,10.5
Hong Kong,HKG,2010,56.1
Hungary,HUN,2010,18.6
Iceland,ISL,2010,3.5
India,IND,2010,1
Indonesia,IDN,2010,1
Iran,IRN,2010,1
Iraq,IRQ,2010,1
Ireland,IRL,2010,6.2
Isle of Man,IMN,2010,15.4
Israel,ISR,2010,3.1
Italy,ITA,2010,12.4
Jamaica,JAM,2010,17.2
Japan,JPN,2010,57
Jordan,JOR,2010,1
Kazakhstan,KAZ,2010,4.2
Kenya,KEN,2010,2.5
Kiribati,KIR,2010,1
Kosovo,OWID_KOS,2010,1
Kuwait,KWT,2010,1
Kyrgyzstan,KGZ,2010,1
Laos,LAO,2010,1
Latin America-Caribbean,,2010,7.7
Latvia,LVA,2010,43.8
Lebanon,LBN,2010,1
Lesotho,LSO,2010,3.1
Liberia,LBR,2010,1.4
Libya,LBY,2010,1
Liechtenstein,LIE,2010,2.9
Lithuania,LTU,2010,10
Luxembourg,LUX,2010,26.8
Macao,MAC,2010,15.4
Macedonia,MKD,2010,1.4
Madagascar,MDG,2010,6.9
Malawi,MWI,2010,2.5
Malaysia,MYS,2010,1
Maldives,MDV,2010,1
Mali,MLI,2010,1
Malta,MLT,2010,2.5
Marshall Islands,MHL,2010,1.5
Martinique,MTQ,2010,2.3
Mauritania,MRT,2010,1
Mauritius,MUS,2010,1
Mayotte,MYT,2010,1
Mexico,MEX,2010,4.7
Micronesia (country),FSM,2010,1
Middle East-North Africa,,2010,1
Moldova,MDA,2010,1.4
Monaco,MCO,2010,11.7
Mongolia,MNG,2010,35.9
Montenegro,MNE,2010,3.2
Montserrat,MSR,2010,4.8
Morocco,MAR,2010,1
Mozambique,MOZ,2010,17.9
Myanmar,MMR,2010,1
Namibia,NAM,2010,1.9
Nauru,NRU,2010,4.5
Nepal,NPL,2010,1
Netherlands,NLD,2010,42.1
New Caledonia,NCL,2010,10.4
New Zealand,NZL,2010,36.6
Nicaragua,NIC,2010,12.5
Niger,NER,2010,1
Nigeria,NGA,2010,1
Niue,NIU,2010,3.3
North America,,2010,17.1
North Korea,PRK,2010,71.3
Northern Mariana Islands,MNP,2010,1
Norway,NOR,2010,10.1
Oman,OMN,2010,1
Pakistan,PAK,2010,1
Palau,PLW,2010,1.2
Palestine,PSE,2010,1
Panama,PAN,2010,4.8
Papua New Guinea,PNG,2010,1
Paraguay,PRY,2010,1.1
Peru,PER,2010,3
Philippines,PHL,2010,1
Poland,POL,2010,5.6
Portugal,PRT,2010,7.5
Puerto Rico,PRI,2010,1.9
Qatar,QAT,2010,1
Reunion,REU,2010,2
Romania,ROU,2010,1
Russia,RUS,2010,16.2
Rwanda,RWA,2010,3.6
Saint Helena,SHN,2010,3.3
Saint Kitts and Nevis,KNA,2010,1.6
Saint Lucia,LCA,2010,6
Saint Pierre and Miquelon,SPM,2010,3.8
Saint Vincent and the Grenadines,VCT,2010,2.5
Samoa,WSM,2010,2.5
San Marino,SMR,2010,7.2
Sao Tome and Principe,STP,2010,12.6
Saudi Arabia,SAU,2010,1
Senegal,SEN,2010,1
Serbia,SRB,2010,3.3
Seychelles,SYC,2010,2.1
Sierra Leone,SLE,2010,1
Singapore,SGP,2010,16.4
Sint Maarten (Dutch part),SXM,2010,3.3
Slovakia,SVK,2010,14.3
Slovenia,SVN,2010,18
Solomon Islands,SLB,2010,1
Somalia,SOM,2010,1
South Africa,ZAF,2010,14.9
South Korea,KOR,2010,46.4
South Sudan,SSD,2010,1
Spain,ESP,2010,19
Sri Lanka,LKA,2010,1
Sub-Saharan Africa,,2010,3.2
Sudan,SDN,2010,1
Suriname,SUR,2010,5.4
Swaziland,SWZ,2010,10.1
Sweden,SWE,2010,27
Switzerland,CHE,2010,20.9
Syria,SYR,2010,2
Taiwan,TWN,2010,12.7
Tajikistan,TJK,2010,1.5
Tanzania,TZA,2010,1.4
Thailand,THA,2010,1
Timor,TLS,2010,1
Togo,TGO,2010,6.2
Tokelau,TKL,2010,1
Tonga,TON,2010,1
Trinidad and Tobago,TTO,2010,1.9
Tunisia,TUN,2010,1
Turkey,TUR,2010,1.2
Turkmenistan,TKM,2010,1
Turks and Caicos Islands,TCA,2010,4.6
Tuvalu,TUV,2010,1.3
Uganda,UGA,2010,1
Ukraine,UKR,2010,14.7
United Arab Emirates,ARE,2010,1.1
United Kingdom,GBR,2010,27.8
United States,USA,2010,16.4
United States Virgin Islands,VIR,2010,3.7
Uruguay,URY,2010,40.7
Uzbekistan,UZB,2010,1
Vanuatu,VUT,2010,1.2
Vatican,VAT,2010,1
Venezuela,VEN,2010,10
Vietnam,VNM,2010,29.6
Wallis and Futuna,WLF,2010,1
Western Sahara,ESH,2010,1
World,OWID_WRL,2010,16.4
Yemen,YEM,2010,1
Zambia,ZMB,2010,1
Zimbabwe,ZWE,2010,7.9
