Entity,Code,Year, (%)
Afghanistan,AFG,2002,0.55072335
Afghanistan,AFG,2003,0.60790041
Afghanistan,AFG,2004,0.9694588
Afghanistan,AFG,2005,0.80191917
Afghanistan,AFG,2006,1.06242003
Afghanistan,AFG,2007,0.52213607
Afghanistan,AFG,2008,1.38558405
Afghanistan,AFG,2009,2.58612678
Afghanistan,AFG,2010,2.8553765
Afghanistan,AFG,2011,2.08009266
Afghanistan,AFG,2012,2.92056601
Afghanistan,AFG,2013,2.65039389
Afghanistan,AFG,2014,2.93283372
Albania,ALB,1995,1.71300446
Albania,ALB,1996,1.74619755
Albania,ALB,1997,2.0245094
Albania,ALB,1998,2.09512776
Albania,ALB,1999,2.51017142
Albania,ALB,2000,2.25841796
Albania,ALB,2001,2.29222402
Albania,ALB,2002,2.25632589
Albania,ALB,2003,2.25210415
Albania,ALB,2004,2.67940487
Albania,ALB,2005,2.70645544
Albania,ALB,2006,2.57513609
Albania,ALB,2007,2.6291711
Albania,ALB,2008,2.69389845
Albania,ALB,2009,2.83357574
Albania,ALB,2010,2.47656803
Albania,ALB,2011,2.84917086
Albania,ALB,2012,2.7357041
Albania,ALB,2013,2.83598424
Albania,ALB,2014,2.93637328
Algeria,DZA,1995,2.67359436
Algeria,DZA,1996,2.50218252
Algeria,DZA,1997,2.55336573
Algeria,DZA,1998,2.52798038
Algeria,DZA,1999,2.38333129
Algeria,DZA,2000,2.55856124
Algeria,DZA,2001,2.97171746
Algeria,DZA,2002,2.85227361
Algeria,DZA,2003,2.80223702
Algeria,DZA,2004,2.56624807
Algeria,DZA,2005,2.28023307
Algeria,DZA,2006,2.33485067
Algeria,DZA,2007,2.70557079
Algeria,DZA,2008,3.06280389
Algeria,DZA,2009,3.83796598
Algeria,DZA,2010,3.59320852
Algeria,DZA,2011,3.77572931
Algeria,DZA,2012,4.52025089
Algeria,DZA,2013,5.18835905
Algeria,DZA,2014,5.24414553
Andorra,AND,1995,3.9826833
Andorra,AND,1996,4.23564722
Andorra,AND,1997,4.29707049
Andorra,AND,1998,5.73758023
Andorra,AND,1999,3.93346564
Andorra,AND,2000,3.97654822
Andorra,AND,2001,3.97976351
Andorra,AND,2002,4.10958904
Andorra,AND,2003,3.94617981
Andorra,AND,2004,3.91626014
Andorra,AND,2005,3.45970885
Andorra,AND,2006,3.56612237
Andorra,AND,2007,4.58632291
Andorra,AND,2008,4.82507082
Andorra,AND,2009,5.03753715
Andorra,AND,2010,6.2420267
Andorra,AND,2011,4.92628931
Andorra,AND,2012,5.74703988
Andorra,AND,2013,9.6923568
Andorra,AND,2014,6.341446
Angola,AGO,1995,4.65911821
Angola,AGO,1996,1.73978177
Angola,AGO,1997,2.01921944
Angola,AGO,1998,1.41470539
Angola,AGO,1999,2.13179778
Angola,AGO,2000,1.67721647
Angola,AGO,2001,2.81240339
Angola,AGO,2002,1.68521754
Angola,AGO,2003,2.04436936
Angola,AGO,2004,2.40784052
Angola,AGO,2005,2.02464638
Angola,AGO,2006,3.02243534
Angola,AGO,2007,2.21376402
Angola,AGO,2008,2.71633445
