Entity,Code,Year,Coal (%)
Africa,,1965,47.201713233281225
Africa,,1966,44.636415336162415
Africa,,1967,45.440401081732126
Africa,,1968,44.92401836894951
Africa,,1969,44.2463972909933
Africa,,1970,42.011169738037864
Africa,,1971,40.859383125241266
Africa,,1972,38.794723566995124
Africa,,1973,38.14790764748463
Africa,,1974,37.82510825441154
Africa,,1975,37.95948721371406
Africa,,1976,36.61905391045194
Africa,,1977,35.61057586437611
Africa,,1978,33.242490590042316
Africa,,1979,32.181539854738425
Africa,,1980,32.21158317678802
Africa,,1981,33.79702178724393
Africa,,1982,34.94598019970564
Africa,,1983,34.36969546125689
Africa,,1984,35.68679748789684
Africa,,1985,35.49307064145833
Africa,,1986,35.488859982178006
Africa,,1987,35.395796151387785
Africa,,1988,35.47936217569276
Africa,,1989,33.20818098648473
Africa,,1990,33.795030362260796
Africa,,1991,32.88179923514763
Africa,,1992,32.527880845600606
Africa,,1993,32.9019904746913
Africa,,1994,32.78723767009285
Africa,,1995,32.483692309503645
Africa,,1996,32.06993992162417
Africa,,1997,32.27142574051153
Africa,,1998,31.05459302334702
Africa,,1999,31.081715652196383
Africa,,2000,30.293663664977462
Africa,,2001,29.504524998956843
Africa,,2002,27.933591551042575
Africa,,2003,29.008110367112256
Africa,,2004,29.760343400518117
Africa,,2005,27.417383279101276
Africa,,2006,27.30910522644503
Africa,,2007,26.794532775417178
Africa,,2008,27.75322909047217
Africa,,2009,27.147561766067184
Africa,,2010,26.078219903536382
Africa,,2011,25.542032026693928
Africa,,2012,24.03736885176466
Africa,,2013,23.7276329677156
Africa,,2014,24.101658227359017
Africa,,2015,22.711945274184895
Africa,,2016,22.553147154543414
Africa,,2017,21.76209070143215
Africa,,2018,21.97896888972487
Algeria,DZA,1965,3.2979646522103843
Algeria,DZA,1966,2.6594965430057043
Algeria,DZA,1967,2.1517878534081682
Algeria,DZA,1968,2.1218698412401165
Algeria,DZA,1969,2.4355745872374426
Algeria,DZA,1970,2.6389180839514883
Algeria,DZA,1971,0.6751786908034664
Algeria,DZA,1972,0.5227162555674332
Algeria,DZA,1973,0.504548152911853
Algeria,DZA,1974,0.37609673784990305
Algeria,DZA,1975,0.3972649887960266
Algeria,DZA,1976,0.6668931695059994
Algeria,DZA,1977,0.7871482687223156
Algeria,DZA,1978,0.318217383239068
Algeria,DZA,1979,0.5640789420112174
Algeria,DZA,1980,0.4203831139438814
Algeria,DZA,1981,0.24335342801912735
Algeria,DZA,1982,3.9165078261251782
Algeria,DZA,1983,3.198497108553891
Algeria,DZA,1984,3.693944234133849
Algeria,DZA,1985,3.8250979109912904
Algeria,DZA,1986,3.7102410599458917
Algeria,DZA,1987,4.31729578002888
Algeria,DZA,1988,3.789547973542821
Algeria,DZA,1989,3.29326721337761
Algeria,DZA,1990,2.4336121966835127
Algeria,DZA,1991,2.534745711784767
Algeria,DZA,1992,2.9350879217247385
Algeria,DZA,1993,2.568999956777942
Algeria,DZA,1994,2.3886671612877186
Algeria,DZA,1995,2.3031024990124584
Algeria,DZA,1996,1.0958923456849667
Algeria,DZA,1997,1.9992791466272204
Algeria,DZA,1998,2.067360874451578
Algeria,DZA,1999,2.192520569792844
Algeria,DZA,2000,1.8806342313543774
Algeria,DZA,2001,2.0955505285643397
Algeria,DZA,2002,2.655216874418674
Algeria,DZA,2003,2.09225472459799
Algeria,DZA,2004,2.4043833348829575
Algeria,DZA,2005,1.8867556814110957
Algeria,DZA,2006,2.7052680808853475
Algeria,DZA,2007,2.2032057239925003
Algeria,DZA,2008,2.0788138315299123
Algeria,DZA,2009,1.2593865134618032
Algeria,DZA,2010,0.8242463911058416
Algeria,DZA,2011,0.6886280565971721
Algeria,DZA,2012,0.6689886049940614
Algeria,DZA,2013,0.34220862617339265
Algeria,DZA,2014,0.3554973999058199
Algeria,DZA,2015,0.2504904888162479
Algeria,DZA,2016,0.09238272416399118
Algeria,DZA,2017,0.3425683313163876
Algeria,DZA,2018,0.32090822461140767
Argentina,ARG,1965,2.7011645385679484
Argentina,ARG,1966,2.155608266971231
Argentina,ARG,1967,2.3542657648300147
Argentina,ARG,1968,2.2114791594580985
Argentina,ARG,1969,2.559545795644495
Argentina,ARG,1970,3.483259085709832
Argentina,ARG,1971,2.8740410458464942
Argentina,ARG,1972,2.376664060741762
Argentina,ARG,1973,2.502750855753636
Argentina,ARG,1974,2.9903615719407584
Argentina,ARG,1975,2.992504035242751
Argentina,ARG,1976,2.8695506002476194
Argentina,ARG,1977,2.592973695487914
Argentina,ARG,1978,3.1022479196359436
Argentina,ARG,1979,2.727300256860832
Argentina,ARG,1980,2.43733933129547
Argentina,ARG,1981,2.3965005490263582
Argentina,ARG,1982,2.363337372118629
Argentina,ARG,1983,2.0555915418795743
Argentina,ARG,1984,1.5300766063471638
Argentina,ARG,1985,2.3112551269307
Argentina,ARG,1986,2.3906688717729176
Argentina,ARG,1987,2.5393082458728315
Argentina,ARG,1988,2.5554567820844807
Argentina,ARG,1989,2.8882814532973575
Argentina,ARG,1990,2.407112898795287
Argentina,ARG,1991,2.093821101158704
Argentina,ARG,1992,2.194717269555461
Argentina,ARG,1993,1.4113796397376248
Argentina,ARG,1994,1.2144782297217744
Argentina,ARG,1995,1.2242990641354665
Argentina,ARG,1996,1.1963073113112448
Argentina,ARG,1997,0.9507741379157603
Argentina,ARG,1998,1.2322491807860023
Argentina,ARG,1999,1.510448833347068
Argentina,ARG,2000,1.1045632625150905
Argentina,ARG,2001,0.9159259891080284
Argentina,ARG,2002,0.7158182605225596
Argentina,ARG,2003,0.8122882997374691
Argentina,ARG,2004,1.3099704895625734
Argentina,ARG,2005,1.4129840114194399
Argentina,ARG,2006,1.2164292899205256
Argentina,ARG,2007,1.6835950872227223
Argentina,ARG,2008,2.017338990826541
Argentina,ARG,2009,1.1288178702600047
Argentina,ARG,2010,1.5008451962573222
Argentina,ARG,2011,1.5966747753178239
Argentina,ARG,2012,1.4506796457486764
Argentina,ARG,2013,1.5203787659608314
Argentina,ARG,2014,1.6242517652207065
Argentina,ARG,2015,1.5793121209886958
Argentina,ARG,2016,1.219817902768736
Argentina,ARG,2017,1.2507955589702566
Argentina,ARG,2018,1.4312995707065383
Australia,AUS,1965,49.98338299863259
Australia,AUS,1966,47.20727423982203
Australia,AUS,1967,45.753534777867074
Australia,AUS,1968,44.43233164042626
Australia,AUS,1969,44.13900507288929
Australia,AUS,1970,40.88877149468965
Australia,AUS,1971,39.09285094415196
Australia,AUS,1972,39.04515590371731
Australia,AUS,1973,38.033387506552046
Australia,AUS,1974,37.34299508853452
Australia,AUS,1975,37.917182825030864
Australia,AUS,1976,37.86448299561583
Australia,AUS,1977,37.65170511417311
Australia,AUS,1978,37.70503701734233
Australia,AUS,1979,37.91137160505565
Australia,AUS,1980,38.75156840424849
Australia,AUS,1981,39.4256471572383
Australia,AUS,1982,39.86261735679655
Australia,AUS,1983,39.7588286970891
Australia,AUS,1984,40.288356630740225
Australia,AUS,1985,41.361600995335664
Australia,AUS,1986,41.021333145287294
Australia,AUS,1987,41.628903785967154
Australia,AUS,1988,41.84374865016288
Australia,AUS,1989,41.8616138584195
Australia,AUS,1990,42.12270990553888
Australia,AUS,1991,43.24984733507176
Australia,AUS,1992,43.07065856341431
Australia,AUS,1993,42.14635165783622
Australia,AUS,1994,41.35270292824054
Australia,AUS,1995,41.647865881534116
Australia,AUS,1996,42.28413787947972
Australia,AUS,1997,43.327111879112614
Australia,AUS,1998,44.22652338865672
Australia,AUS,1999,44.998588498184404
Australia,AUS,2000,45.12661208223497
Australia,AUS,2001,44.25126675084716
Australia,AUS,2002,44.576712303898944
Australia,AUS,2003,45.16343027179275
Australia,AUS,2004,45.53864020476405
Australia,AUS,2005,45.394970305731555
Australia,AUS,2006,43.98782054515206
Australia,AUS,2007,43.01469861619537
