Entity,Code,Year,Coal (terawatt-hours)
Algeria,DZA,1977,0.16281999999999996
Algeria,DZA,1978,-0.3489
Algeria,DZA,1979,0.4768300000000001
Algeria,DZA,1980,-0.09304000000000001
Algeria,DZA,1981,-0.2209700000000001
Algeria,DZA,1982,9.1877
Algeria,DZA,1983,-1.0466999999999995
Algeria,DZA,1984,0.942029999999999
Algeria,DZA,1985,0.41868000000000016
Algeria,DZA,1986,0.26749000000000045
Algeria,DZA,1987,2.011990000000001
Algeria,DZA,1988,-0.7326899999999998
Algeria,DZA,1989,-1.7910200000000014
Algeria,DZA,1990,-2.1166599999999987
Algeria,DZA,1991,0.24422999999999995
Algeria,DZA,1992,1.4886399999999993
Algeria,DZA,1993,-1.7445000000000013
Algeria,DZA,1994,-0.4419399999999989
Algeria,DZA,1995,0
Algeria,DZA,1996,-3.8146400000000003
Algeria,DZA,1997,2.5586000000000007
Algeria,DZA,1998,0.4186799999999993
Algeria,DZA,1999,0.4535700000000009
Algeria,DZA,2000,-1.1862600000000008
Algeria,DZA,2001,0.8722500000000011
Algeria,DZA,2002,2.0352499999999987
Algeria,DZA,2003,-1.5002699999999995
Algeria,DZA,2004,1.36071
Algeria,DZA,2005,-1.5002700000000004
Algeria,DZA,2006,3.3494400000000013
Algeria,DZA,2007,-1.4537500000000012
Algeria,DZA,2008,0
Algeria,DZA,2009,-3.1517299999999997
Algeria,DZA,2010,-2.0468800000000003
Algeria,DZA,2011,-0.4070499999999999
Algeria,DZA,2012,0.19770999999999983
Algeria,DZA,2013,-1.55842
Algeria,DZA,2014,0.24422999999999995
Algeria,DZA,2015,-0.53498
Algeria,DZA,2016,-0.97692
Algeria,DZA,2017,1.5467899999999999
Algeria,DZA,2018,0
Argentina,ARG,1966,-1.4832308870000004
Argentina,ARG,1967,0.8685786997500013
Argentina,ARG,1968,-0.22136172166000012
Argentina,ARG,1969,1.5031347248599989
Argentina,ARG,1970,2.600428388219999
Argentina,ARG,1971,-1.4450563540299992
Argentina,ARG,1972,-1.62624713692
Argentina,ARG,1973,0.8452270786099998
Argentina,ARG,1974,2.3293998909400013
Argentina,ARG,1975,-0.3149815702000005
Argentina,ARG,1976,0.13164491274999968
Argentina,ARG,1977,-0.63408212587
Argentina,ARG,1978,2.4106922767500016
Argentina,ARG,1979,-0.9175215311300011
Argentina,ARG,1980,-1.3570841963100015
Argentina,ARG,1981,-0.5841224254399986
Argentina,ARG,1982,0.10560894804999954
Argentina,ARG,1983,-0.9861129218699993
Argentina,ARG,1984,-2.4947395420700005
Argentina,ARG,1985,3.4143820711899995
Argentina,ARG,1986,1.5097435654000009
Argentina,ARG,1987,1.3303234500100007
Argentina,ARG,1988,0.33267685943000025
Argentina,ARG,1989,1.1304185433699985
Argentina,ARG,1990,-2.636635985810001
Argentina,ARG,1991,-1.4721197129299988
Argentina,ARG,1992,1.3741511631600005
Argentina,ARG,1993,-4.098176422720002
Argentina,ARG,1994,-1.0048802296099995
Argentina,ARG,1995,0.3490454215200005
Argentina,ARG,1996,0.3526637354900002
Argentina,ARG,1997,-1.63910213645
Argentina,ARG,1998,2.109695351239999
Argentina,ARG,1999,1.6480601788399998
Argentina,ARG,2000,-2.3728222404399997
Argentina,ARG,2001,-1.3557950224399997
Argentina,ARG,2002,-1.5705557887000001
Argentina,ARG,2003,1.0075681435800004
Argentina,ARG,2004,3.9259547888699986
Argentina,ARG,2005,1.4418255284000008
Argentina,ARG,2006,-1.0378243677899999
Argentina,ARG,2007,4.43654051497
Argentina,ARG,2008,3.155707634449998
Argentina,ARG,2009,-7.895130670089998
Argentina,ARG,2010,3.851141987780002
Argentina,ARG,2011,1.14656521669
Argentina,ARG,2012,-0.9494646868400007
Argentina,ARG,2013,1.2701221389799997
Argentina,ARG,2014,0.9524138803900026
Argentina,ARG,2015,-0.0775873236700022
Argentina,ARG,2016,-3.6254879238700024
Argentina,ARG,2017,0.33664682971000026
Argentina,ARG,2018,1.632552748470001
Australia,AUS,1966,7.361111156900023
Australia,AUS,1967,5.861111089199966
Australia,AUS,1968,6.444444442399998
Australia,AUS,1969,7.583333359000022
Australia,AUS,1970,2.41666666590001
Australia,AUS,1971,0.8750000297999918
Australia,AUS,1972,10.361111059700022
Australia,AUS,1973,10.055555604499972
Australia,AUS,1974,11.083333245600016
Australia,AUS,1975,8.472222283699978
Australia,AUS,1976,9.249999932900039
Australia,AUS,1977,12.388888900999973
Australia,AUS,1978,7.680555623299995
Australia,AUS,1979,13.68055554519998
Australia,AUS,1980,9.222222143100055
Australia,AUS,1981,8.375000019399977
Australia,AUS,1982,3.5416666876000136
Australia,AUS,1983,-0.12499993780005525
Australia,AUS,1984,19.347222222100015
Australia,AUS,1985,12.236111057100004
Australia,AUS,1986,9.34722219720004
Australia,AUS,1987,15.875000008999962
Australia,AUS,1988,20.40277776930003
Australia,AUS,1989,20.19444446210008
Australia,AUS,1990,10.388888849499892
Australia,AUS,1991,8.916666687899976
Australia,AUS,1992,2.6944444476000626
Australia,AUS,1993,2.930555544599997
Australia,AUS,1994,9.374999987000024
Australia,AUS,1995,15.902777798800003
Australia,AUS,1996,19.791666742599944
Australia,AUS,1997,25.499999987900026
Australia,AUS,1998,23.624999990499987
Australia,AUS,1999,34.28602386199998
Australia,AUS,2000,4.2142352862999815
Australia,AUS,2001,-5.971704364499942
Australia,AUS,2002,13.182657451299974
Australia,AUS,2003,17.149669408199998
Australia,AUS,2004,25.885882922700034
Australia,AUS,2005,-3.7011795807999306
Australia,AUS,2006,17.283444529899953
Australia,AUS,2007,-5.683988631499915
Australia,AUS,2008,27.575732971199955
Australia,AUS,2009,-22.334129652400065
Australia,AUS,2010,-47.447519132699995
Australia,AUS,2011,-15.349855616300033
Australia,AUS,2012,-36.8301120642999
Australia,AUS,2013,-27.361110974100143
Australia,AUS,2014,-5.009106127999985
Australia,AUS,2015,17.8506371876
Australia,AUS,2016,0.31243774030008353
Australia,AUS,2017,-17.011740515700012
Australia,AUS,2018,-9.188129379600014
Austria,AUT,1966,-2.6473033707099987
Austria,AUT,1967,-3.0166945235700027
Austria,AUT,1968,-0.6772171445900028
Austria,AUT,1969,-0.8372866379600055
Austria,AUT,1970,3.9177685830600097
Austria,AUT,1971,-4.620555550320006
Austria,AUT,1972,-4.779722218419998
Austria,AUT,1973,-0.2841666756800052
Austria,AUT,1974,2.5530555603200042
Austria,AUT,1975,-6.382222221160006
Austria,AUT,1976,2.719444446790007
Austria,AUT,1977,-7.259722224130002
Austria,AUT,1978,0.6019444467799957
Austria,AUT,1979,3.2838888889700044
Austria,AUT,1980,1.1486111081399955
Austria,AUT,1981,1.0152777752500057
Austria,AUT,1982,-2.144444442160001
Austria,AUT,1983,2.9502777800099977
Austria,AUT,1984,6.230555553980004
Austria,AUT,1985,-0.07138889419999828
Austria,AUT,1986,-5.512499990030008
Austria,AUT,1987,-0.3630555591700002
Austria,AUT,1988,-1.9055555545499985
Austria,AUT,1989,0.19416666464000087
Austria,AUT,1990,4.412500002409999
Austria,AUT,1991,2.331666659350006
Austria,AUT,1992,-11.090197806580008
Austria,AUT,1993,-3.9232742715799986
Austria,AUT,1994,0.49569430194000574
Austria,AUT,1995,4.884197229839998
Austria,AUT,1996,0.17154988504999835
Austria,AUT,1997,2.4583387818100064
Austria,AUT,1998,-5.138530338770003
Austria,AUT,1999,-0.26008369035999834
Austria,AUT,2000,4.909088942099999
Austria,AUT,2001,1.4021282562699966
Austria,AUT,2002,0.6985781516700058
Austria,AUT,2003,2.9679826407299927
Austria,AUT,2004,-0.9713877950799912
Austria,AUT,2005,-0.13825878908001243
Austria,AUT,2006,-0.040077200969989235
Austria,AUT,2007,-1.538377113860001
Austria,AUT,2008,-0.543184511430006
Austria,AUT,2009,-10.925624618969998
Austria,AUT,2010,5.869895216570001
Austria,AUT,2011,1.0589569384099988
Austria,AUT,2012,-2.8647853708900044
Austria,AUT,2013,0.6414619772600076
Austria,AUT,2014,-3.2007497638300038
Austria,AUT,2015,2.818029665680001
Austria,AUT,2016,-2.733997251870001
Austria,AUT,2017,1.2724125976999971
Austria,AUT,2018,-3.0339315559099944
Azerbaijan,AZE,1986,0
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,-0.034889999999999866
Azerbaijan,AZE,1991,-0.2558600000000001
Azerbaijan,AZE,1992,-0.63965
Azerbaijan,AZE,1993,-0.10467000000000001
Azerbaijan,AZE,1994,0.011630000000000001
Azerbaijan,AZE,1995,-0.011630000000000001
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,-0.034890000000000004
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.034890000000000004
Azerbaijan,AZE,2002,-0.011630000000000001
Azerbaijan,AZE,2003,0.011630000000000001
Azerbaijan,AZE,2004,-0.024190400000000004
Azerbaijan,AZE,2005,0.026749000000000005
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0.019884729770000005
Azerbaijan,AZE,2008,-0.014333335350000004
Azerbaijan,AZE,2009,0
Azerbaijan,AZE,2010,0.021500008839999987
Azerbaijan,AZE,2011,-0.0071666734899999834
Azerbaijan,AZE,2012,-0.014333335350000004
Azerbaijan,AZE,2013,-0.0071666618600000065
Azerbaijan,AZE,2014,-0.014333335349999997
Azerbaijan,AZE,2015,0.014333335349999997
Azerbaijan,AZE,2016,-0.02149999721
Azerbaijan,AZE,2017,-0.000039169839999998735
Azerbaijan,AZE,2018,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,1.08698632
Bangladesh,BGD,1973,0.32552369999999997
Bangladesh,BGD,1974,-0.1569468500000002
Bangladesh,BGD,1975,0.1976285900000001
Bangladesh,BGD,1976,-0.017433370000000004
Bangladesh,BGD,1977,0.06394174000000019
Bangladesh,BGD,1978,-0.04650837000000019
Bangladesh,BGD,1979,-0.37200880999999986
Bangladesh,BGD,1980,0.3631467500000001
Bangladesh,BGD,1981,0.040449139999999995
Bangladesh,BGD,1982,0.31389369999999994
Bangladesh,BGD,1983,-0.7806870100000001
Bangladesh,BGD,1984,-0.61059826
Bangladesh,BGD,1985,0.16226175999999992
Bangladesh,BGD,1986,0.29064533000000004
Bangladesh,BGD,1987,0.49407729
Bangladesh,BGD,1988,0.04069337000000006
Bangladesh,BGD,1989,0.058126739999999844
Bangladesh,BGD,1990,1.8193972000000007
Bangladesh,BGD,1991,-2.226284380000001
Bangladesh,BGD,1992,-0.06394173999999986
Bangladesh,BGD,1993,-0.6161574000000001
Bangladesh,BGD,1994,-0.023248370000000074
Bangladesh,BGD,1995,3.3888424400000003
Bangladesh,BGD,1996,-1.6856987200000004
Bangladesh,BGD,1997,1.7089587200000005
Bangladesh,BGD,1998,-2.6738881900000004
Bangladesh,BGD,1999,-0.5464006600000001
Bangladesh,BGD,2000,3.3016639600000004
Bangladesh,BGD,2001,0.23250696000000026
Bangladesh,BGD,2002,0.18019521999999988
Bangladesh,BGD,2003,-0.18601022
Bangladesh,BGD,2004,0.005815000000000126
Bangladesh,BGD,2005,1.5229601299999995
Bangladesh,BGD,2006,-0.11045011000000038
Bangladesh,BGD,2007,1.7089470900000006
Bangladesh,BGD,2008,0.26739696000000013
Bangladesh,BGD,2009,1.5461968700000002
Bangladesh,BGD,2010,0.4010838099999994
Bangladesh,BGD,2011,-0.9242360999999999
Bangladesh,BGD,2012,2.0112224199999993
Bangladesh,BGD,2013,1.0001451100000018
Bangladesh,BGD,2014,-0.726944780000002
Bangladesh,BGD,2015,15.637523550000008
Bangladesh,BGD,2016,-6.621901030000007
Bangladesh,BGD,2017,2.347468980000002
Bangladesh,BGD,2018,2.66772726728
Belarus,BLR,1986,2.359506030000002
Belarus,BLR,1987,-0.7613463200000012
Belarus,BLR,1988,1.905806564840006
Belarus,BLR,1989,-0.5240770494500033
Belarus,BLR,1990,-3.3820662553900007
Belarus,BLR,1991,-1.237048210000001
Belarus,BLR,1992,-3.9229618199999976
Belarus,BLR,1993,-2.7601362700000003
Belarus,BLR,1994,-5.026299920000001
Belarus,BLR,1995,-0.6938458000000018
Belarus,BLR,1996,2.3646581200000014
Belarus,BLR,1997,0.7225602700000007
Belarus,BLR,1998,-1.5933175246100006
Belarus,BLR,1999,-0.9073559690999993
Belarus,BLR,2000,-0.08473019055000108
Belarus,BLR,2001,-3.263201677569999
Belarus,BLR,2002,-0.4710756620800023
Belarus,BLR,2003,-0.4606766161699989
Belarus,BLR,2004,-0.15083354050000075
Belarus,BLR,2005,0.7539157269199999
Belarus,BLR,2006,-0.8351638140599986
Belarus,BLR,2007,0.9355341449099983
Belarus,BLR,2008,-0.547570230949999
Belarus,BLR,2009,-0.3558765927700005
Belarus,BLR,2010,0.33057156194000026
Belarus,BLR,2011,1.5112660254400003
Belarus,BLR,2012,0.18073839915000178
Belarus,BLR,2013,0.5649377169999994
Belarus,BLR,2014,-0.0778361010000026
Belarus,BLR,2015,-1.0726255959999982
Belarus,BLR,2016,0.85024604
Belarus,BLR,2017,0.3245653879999999
Belarus,BLR,2018,1.3410532763799985
Belgium,BEL,1966,-19.566160461099997
Belgium,BEL,1967,-3.773743570199997
Belgium,BEL,1968,6.466927674700003
Belgium,BEL,1969,-5.373826882200035
Belgium,BEL,1970,-11.555858633699955
Belgium,BEL,1971,-32.51754035970001
Belgium,BEL,1972,-7.03351045520003
Belgium,BEL,1973,-24.055624116799976
Belgium,BEL,1974,8.739622267499982
Belgium,BEL,1975,-33.988472614739976
Belgium,BEL,1976,4.224804769859986
Belgium,BEL,1977,1.4914980492400076
Belgium,BEL,1978,2.5487875945499923
Belgium,BEL,1979,12.391259943990008
Belgium,BEL,1980,0.9791886640999934
Belgium,BEL,1981,4.378057908599985
Belgium,BEL,1982,0.1979462053000134
Belgium,BEL,1983,-18.550384421760015
Belgium,BEL,1984,17.238411216060015
Belgium,BEL,1985,-0.3518484376000117
Belgium,BEL,1986,-18.31722770528998
Belgium,BEL,1987,-0.5163172343300175
Belgium,BEL,1988,1.1153537856899902
Belgium,BEL,1989,5.4260253925200175
Belgium,BEL,1990,11.097203265009995
Belgium,BEL,1991,-5.370687480000001
Belgium,BEL,1992,-12.420793480000015
Belgium,BEL,1993,-5.581620789999988
Belgium,BEL,1994,7.507048700000013
Belgium,BEL,1995,-4.836277349999989
Belgium,BEL,1996,-4.421714370000018
Belgium,BEL,1997,-6.545433779999996
Belgium,BEL,1998,-0.4854362000000094
Belgium,BEL,1999,-11.325119549999982
Belgium,BEL,2000,8.531954079999991
Belgium,BEL,2001,-4.20921100999999
Belgium,BEL,2002,-12.05801889
Belgium,BEL,2003,-2.367321390000015
Belgium,BEL,2004,-4.894776250000007
Belgium,BEL,2005,-5.288568049999988
Belgium,BEL,2006,-0.7890024600000061
Belgium,BEL,2007,-5.090020689999996
Belgium,BEL,2008,-0.6706672100000048
Belgium,BEL,2009,-18.970937409999998
Belgium,BEL,2010,9.255374969999998
Belgium,BEL,2011,-2.551540590000002
Belgium,BEL,2012,-2.386313179999995
Belgium,BEL,2013,1.1387281899999948
Belgium,BEL,2014,-0.8757506299999989
Belgium,BEL,2015,0.34473646
Belgium,BEL,2016,-2.1577604200000025
Belgium,BEL,2017,-0.790642290000001
Belgium,BEL,2018,1.7875748334700035
Brazil,BRA,1966,1.6863499999999974
Brazil,BRA,1967,0.7326900000000016
Brazil,BRA,1968,-0.3605300000000007
Brazil,BRA,1969,2.581859999999999
Brazil,BRA,1970,3.526375610120006
Brazil,BRA,1971,0.18764474671999665
Brazil,BRA,1972,1.5034713784699996
Brazil,BRA,1973,-0.5173512343699969
Brazil,BRA,1974,1.793721439659997
Brazil,BRA,1975,5.912965886500004
Brazil,BRA,1976,2.501147113830001
Brazil,BRA,1977,10.659641971639992
Brazil,BRA,1978,7.548977850540005
Brazil,BRA,1979,4.993644985029995
Brazil,BRA,1980,5.716102224860002
Brazil,BRA,1981,-1.4869052575699868
Brazil,BRA,1982,3.833946765289994
Brazil,BRA,1983,8.84500652394999
Brazil,BRA,1984,18.75449965589
Brazil,BRA,1985,17.956733467540005
Brazil,BRA,1986,1.4444610027000095
Brazil,BRA,1987,5.562287310599999
Brazil,BRA,1988,2.7130423294999986
Brazil,BRA,1989,-0.9763548983000021
Brazil,BRA,1990,-13.670688420600001
Brazil,BRA,1991,16.342751514699998
Brazil,BRA,1992,-3.7835276566000005
Brazil,BRA,1993,3.7562544925000054
Brazil,BRA,1994,3.3953805933999774
Brazil,BRA,1995,6.398172975500017
Brazil,BRA,1996,4.389312957400023
Brazil,BRA,1997,0.8521263783999871
Brazil,BRA,1998,-2.9310408645000052
Brazil,BRA,1999,1.767576013400003
Brazil,BRA,2000,9.373692426100007
Brazil,BRA,2001,-2.3934847032000164
Brazil,BRA,2002,-4.777612955099983
Brazil,BRA,2003,5.408337278999994
Brazil,BRA,2004,7.238157982800004
Brazil,BRA,2005,-5.572284342300009
Brazil,BRA,2006,-2.1106287982999845
Brazil,BRA,2007,8.89774781799997
Brazil,BRA,2008,2.26063393390001
Brazil,BRA,2009,-30.925195184499984
Brazil,BRA,2010,38.990480395499986
Brazil,BRA,2011,11.472059715400007
Brazil,BRA,2012,-1.8732909689000223
Brazil,BRA,2013,13.847085050000032
Brazil,BRA,2014,12.122875213200018
Brazil,BRA,2015,1.211341606899964
Brazil,BRA,2016,-19.83135132640001
Brazil,BRA,2017,7.560537163399999
Brazil,BRA,2018,-7.6507904990999975
Bulgaria,BGR,1966,2.1748099999999937
Bulgaria,BGR,1967,6.175529999999995
Bulgaria,BGR,1968,6.745400000000004
Bulgaria,BGR,1969,0.45356999999998493
Bulgaria,BGR,1970,8.00144000000003
Bulgaria,BGR,1971,-1.209520000000012
Bulgaria,BGR,1972,2.8260899999999936
Bulgaria,BGR,1973,0.732689999999991
Bulgaria,BGR,1974,-1.6281999999999925
Bulgaria,BGR,1975,4.547330000000002
Bulgaria,BGR,1976,-6.687249999999992
Bulgaria,BGR,1977,-0.37215999999999383
Bulgaria,BGR,1978,6.059229999999985
Bulgaria,BGR,1979,3.035429999999991
Bulgaria,BGR,1980,4.919490000000025
Bulgaria,BGR,1981,1.6281999999999783
Bulgaria,BGR,1982,5.419579999999996
Bulgaria,BGR,1983,-0.43030999999999153
Bulgaria,BGR,1984,0.17445000000000732
Bulgaria,BGR,1985,4.907859999999985
Bulgaria,BGR,1986,3.2680300000000386
Bulgaria,BGR,1987,-0.10467000000002713
Bulgaria,BGR,1988,-8.234039999999979
Bulgaria,BGR,1989,2.3143699999999967
Bulgaria,BGR,1990,-18.392914780000012
Bulgaria,BGR,1991,-10.196218709999997
Bulgaria,BGR,1992,4.427354919999999
Bulgaria,BGR,1993,6.920733879999986
Bulgaria,BGR,1994,-8.218700029999994
Bulgaria,BGR,1995,0.011060130000004165
Bulgaria,BGR,1996,-0.37888214000001597
Bulgaria,BGR,1997,12.431900130000017
Bulgaria,BGR,1998,-4.806539439999995
Bulgaria,BGR,1999,-16.995360940000026
Bulgaria,BGR,2000,-6.05959052999998
Bulgaria,BGR,2001,10.234690749999984
Bulgaria,BGR,2002,-6.598536359999997
Bulgaria,BGR,2003,9.188502470000003
Bulgaria,BGR,2004,-3.8219669000000067
Bulgaria,BGR,2005,-1.6864197799999943
Bulgaria,BGR,2006,1.2398277799999988
Bulgaria,BGR,2007,10.219769460000009
Bulgaria,BGR,2008,-4.304716570000011
Bulgaria,BGR,2009,-13.871438269999999
Bulgaria,BGR,2010,6.253590560000006
Bulgaria,BGR,2011,14.097397539999989
Bulgaria,BGR,2012,-13.716410369999991
Bulgaria,BGR,2013,-11.302382899999998
Bulgaria,BGR,2014,4.726083099999997
Bulgaria,BGR,2015,2.384859430000006
Bulgaria,BGR,2016,-10.011813430000004
Bulgaria,BGR,2017,4.775638529999995
Bulgaria,BGR,2018,-7.184526063349992
Canada,CAN,1966,-3.535519999999991
Canada,CAN,1967,-1.6281999999999925
Canada,CAN,1968,15.107369999999975
Canada,CAN,1969,-6.559319999999985
Canada,CAN,1970,13.502430000000004
Canada,CAN,1971,-9.745940000000019
Canada,CAN,1972,-10.54840999999999
Canada,CAN,1973,5.2800200000000075
Canada,CAN,1974,2.9191299999999956
Canada,CAN,1975,-5.012529999999998
Canada,CAN,1976,33.06409000000002
Canada,CAN,1977,59.12692000000001
Canada,CAN,1978,-48.334280000000064
Canada,CAN,1979,-11.874229999999955
Canada,CAN,1980,46.14397884000002
Canada,CAN,1981,5.425833334699973
Canada,CAN,1982,14.927500071099985
Canada,CAN,1983,12.87055558540004
Canada,CAN,1984,33.15611109569994
Canada,CAN,1985,-12.580833328499978
Canada,CAN,1986,-22.807500076300016
Canada,CAN,1987,21.60138894559998
Canada,CAN,1988,22.93416659310003
Canada,CAN,1989,-0.7002777714999979
Canada,CAN,1990,-17.115277753700013
Canada,CAN,1991,-10.106944387699969
Canada,CAN,1992,5.7130554905000395
Canada,CAN,1993,-34.89944437410003
Canada,CAN,1994,16.659444439399977
Canada,CAN,1995,13.264444379600036
Canada,CAN,1996,6.397222222999972
Canada,CAN,1997,14.215833389500006
Canada,CAN,1998,22.688055556899997
Canada,CAN,1999,-13.413888949199986
Canada,CAN,2000,19.614722223900003
Canada,CAN,2001,14.056944445800013
Canada,CAN,2002,2.278333398299992
Canada,CAN,2003,-0.7750000563000299
Canada,CAN,2004,-22.431666624499996
Canada,CAN,2005,0.6308332970000379
Canada,CAN,2006,-10.318888926200032
Canada,CAN,2007,13.05527778290002
Canada,CAN,2008,-10.32055550519999
Canada,CAN,2009,-68.77583335230003
Canada,CAN,2010,14.88861109559997
Canada,CAN,2011,-30.04083335360002
Canada,CAN,2012,-12.836666579499962
Canada,CAN,2013,-3.618035896699979
Canada,CAN,2014,-13.244037334900014
Canada,CAN,2015,2.9988569064000217
Canada,CAN,2016,-14.02041915150005
Canada,CAN,2017,-0.7788542382999708
Canada,CAN,2018,-48.76882948389999
Chile,CHL,1966,0.4070499999999999
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0.9652900000000013
Chile,CHL,1971,-0.5117200000000004
Chile,CHL,1972,-2.5004500000000007
Chile,CHL,1973,1.0234400000000008
Chile,CHL,1974,-0.6745400000000004
Chile,CHL,1975,-2.46556
Chile,CHL,1976,0.09303999999999846
Chile,CHL,1977,0.7559500000000003
Chile,CHL,1978,-0.26749000000000045
Chile,CHL,1979,1.1048500000000008
Chile,CHL,1980,1.197890000000001
Chile,CHL,1981,-0.023260000000000502
Chile,CHL,1982,-4.221690000000001
Chile,CHL,1983,1.6747200000000007
Chile,CHL,1984,3.523889999999998
Chile,CHL,1985,0.011630000000002028
Chile,CHL,1986,-0.6861699999999988
Chile,CHL,1987,0.3954199999999979
Chile,CHL,1988,5.25676
Chile,CHL,1989,6.536059999999999
Chile,CHL,1990,5.147438000000001
Chile,CHL,1991,-5.405623999999996
Chile,CHL,1992,-3.3680480000000017
Chile,CHL,1993,0.19189499999999882
Chile,CHL,1994,3.8960500000000025
Chile,CHL,1995,1.9991969999999988
Chile,CHL,1996,10.647799979999998
Chile,CHL,1997,11.544914920000004
Chile,CHL,1998,-2.9439019000000073
Chile,CHL,1999,1.4967810000000057
Chile,CHL,2000,-10.986861000000005
Chile,CHL,2001,-8.049122999999998
Chile,CHL,2002,0.23260000000000147
Chile,CHL,2003,-1.2967450000000014
Chile,CHL,2004,4.472974048569995
Chile,CHL,2005,-0.653298595839992
Chile,CHL,2006,7.9683654895199965
Chile,CHL,2007,7.483096738260002
Chile,CHL,2008,3.295950001440005
Chile,CHL,2009,-4.359944951180005
Chile,CHL,2010,5.771591269230001
Chile,CHL,2011,14.757306999999997
Chile,CHL,2012,11.112465
Chile,CHL,2013,9.688952999999998
Chile,CHL,2014,0.769906000000006
Chile,CHL,2015,-3.5029559999999975
Chile,CHL,2016,1.2056881592300073
Chile,CHL,2017,3.4291332608099765
Chile,CHL,2018,-0.3393221134999891
China,CHN,1966,92.80740000000014
China,CHN,1967,-158.16800000000012
China,CHN,1968,-9.420299999999997
China,CHN,1969,260.68645000000015
China,CHN,1970,413.03944999999976
China,CHN,1971,295.2275500000003
China,CHN,1972,128.04629999999997
China,CHN,1973,30.819500000000062
China,CHN,1974,-25.178949999999986
China,CHN,1975,299.64694999999983
China,CHN,1976,64.95355000000018
China,CHN,1977,272.37459999999965
China,CHN,1978,293.65750000000025
China,CHN,1979,113.50879999999961
China,CHN,1980,136.31381113999987
China,CHN,1981,-18.824190069999077
China,CHN,1982,204.64284070999975
China,CHN,1983,264.16665772000033
China,CHN,1984,349.26192559999936
China,CHN,1985,397.9980220999996
China,CHN,1986,215.1594659200009
China,CHN,1987,420.8178963799992
China,CHN,1988,398.9817805400007
China,CHN,1989,275.6781945399998
China,CHN,1990,87.61523302000023
China,CHN,1991,298.91073610999956
China,CHN,1992,298.0692823500003
China,CHN,1993,438.85965494000084
China,CHN,1994,471.31057644999873
China,CHN,1995,95.18324501700044
China,CHN,1996,358.5389777270002
China,CHN,1997,-163.4770391760003
China,CHN,1998,-60.19576351999876
China,CHN,1999,227.31602812599795
China,CHN,2000,112.37346893300128
China,CHN,2001,424.3485468990002
China,CHN,2002,831.7027853729996
China,CHN,2003,1815.6010412329979
China,CHN,2004,1872.2211205480016
China,CHN,2005,2249.82603534
China,CHN,2006,1513.2760034500025
