Entity,Code,Year,Coal Production (terwatt-hours)
Russia,RUS,2004,1594.2422608000002
Russia,RUS,2005,1576.5437268
Russia,RUS,2006,1639.5973999999999
Russia,RUS,2007,1668.6151804
Russia,RUS,2008,1732.3380438000002
Russia,RUS,2009,1648.1828986
Russia,RUS,2010,1755.5859718600002
Russia,RUS,2011,1832.6205100000002
Russia,RUS,2012,1957.161528
Russia,RUS,2013,2013.35071
Russia,RUS,2014,2053.762634
Russia,RUS,2015,2167.45984
Russia,RUS,2016,2255.8711000000003
Russia,RUS,2017,2393.454
Russia,RUS,2018,2560.3947365039203
Serbia,SRB,2007,83.64534643075966
Serbia,SRB,2008,87.06595838713113
Serbia,SRB,2009,86.25664592086956
Serbia,SRB,2010,84.29399371348234
Serbia,SRB,2011,90.89231681549293
Serbia,SRB,2012,85.14900586217507
Serbia,SRB,2013,89.81015559881767
Serbia,SRB,2014,66.56351503591426
Serbia,SRB,2015,84.21657468120864
Serbia,SRB,2016,84.43371920427055
Serbia,SRB,2017,84.44094779800001
Serbia,SRB,2018,79.78262337918682
South & Central America,,1981,78.99077696255803
South & Central America,,1982,84.95426036393005
South & Central America,,1983,92.43301177953762
South & Central America,,1984,111.87029572996124
South & Central America,,1985,131.75629398156008
South & Central America,,1986,144.9352603109254
South & Central America,,1987,175.6488664995662
South & Central America,,1988,197.12112381066208
South & Central America,,1989,231.80478077467902
South & Central America,,1990,226.00473059329693
South & Central America,,1991,228.34829237440445
South & Central America,,1992,237.27639725934893
South & Central America,,1993,245.40776279781608
South & Central America,,1994,259.6927348417912
South & Central America,,1995,281.38267906980474
South & Central America,,1996,308.4393335474422
South & Central America,,1997,346.5115085610921
South & Central America,,1998,353.58008065345797
South & Central America,,1999,351.2964517870662
South & Central America,,2000,410.80079259618213
South & Central America,,2001,450.29733827574205
South & Central America,,2002,414.04116079875
South & Central America,,2003,486.73418481731306
South & Central America,,2004,529.1964098153214
South & Central America,,2005,573.18073149458
South & Central America,,2006,621.9559505306365
South & Central America,,2007,648.2704628527795
South & Central America,,2008,667.5028610684255
South & Central America,,2009,644.4076471665724
South & Central America,,2010,647.390653398547
South & Central America,,2011,740.4584479882647
South & Central America,,2012,762.8714176028714
South & Central America,,2013,751.93278632837
South & Central America,,2014,786.7495384542627
South & Central America,,2015,746.7541220862103
South & Central America,,2016,777.2269799642168
South & Central America,,2017,763.4599633373449
South & Central America,,2018,701.9101114118047
South Africa,ZAF,1981,870.6343604000001
South Africa,ZAF,1982,963.1616169600001
South Africa,ZAF,1983,973.3917836400001
South Africa,ZAF,1984,1089.98829049
South Africa,ZAF,1985,1160.16981624
South Africa,ZAF,1986,1183.20949752
South Africa,ZAF,1987,1179.4020216000001
South Africa,ZAF,1988,1211.7450516000001
South Africa,ZAF,1989,1175.5482117600002
South Africa,ZAF,1990,1164.7321722
South Africa,ZAF,1991,1188.1667733900001
South Africa,ZAF,1992,1216.5251682595926
South Africa,ZAF,1993,1243.5121813504015
South Africa,ZAF,1994,1292.4173531481295
South Africa,ZAF,1995,1359.7599671212529
South Africa,ZAF,1996,1360.0791444776398
South Africa,ZAF,1997,1450.1921712445073
South Africa,ZAF,1998,1466.1996603359596
South Africa,ZAF,1999,1468.5208054283728
South Africa,ZAF,2000,1472.751961006859
South Africa,ZAF,2001,1468.5530745412912
South Africa,ZAF,2002,1446.2976437444613
South Africa,ZAF,2003,1567.624777592018
South Africa,ZAF,2004,1594.3952666128805
South Africa,ZAF,2005,1609.3898432172118
South Africa,ZAF,2006,1607.8919159584689
South Africa,ZAF,2007,1609.1443991359606
South Africa,ZAF,2008,1639.5771609080145
South Africa,ZAF,2009,1625.1900642564542
South Africa,ZAF,2010,1675.924028599505
South Africa,ZAF,2011,1665.3419228466519
South Africa,ZAF,2012,1704.5537039995843
South Africa,ZAF,2013,1689.3972341579824
South Africa,ZAF,2014,1723.9493324425384
South Africa,ZAF,2015,1661.8272451582322
South Africa,ZAF,2016,1656.0285288134253
South Africa,ZAF,2017,1662.8922120119648
South Africa,ZAF,2018,1665.8718653042897
South Korea,KOR,1981,101.65317800000001
South Korea,KOR,1982,102.9375952
South Korea,KOR,1983,101.63270920000001
South Korea,KOR,1984,109.354564
South Korea,KOR,1985,115.35703960000001
South Korea,KOR,1986,124.1074516
South Korea,KOR,1987,124.21491280000001
South Korea,KOR,1988,124.32237400000001
South Korea,KOR,1989,106.36100200000001
South Korea,KOR,1990,90.1051695
South Korea,KOR,1991,78.806043
South Korea,KOR,1992,62.639761500000006
South Korea,KOR,1993,49.2315345
South Korea,KOR,1994,38.717433
South Korea,KOR,1995,29.93562
South Korea,KOR,1996,25.9110585
South Korea,KOR,1997,23.613552000000006
South Korea,KOR,1998,22.823293500000002
South Korea,KOR,1999,21.9649995
South Korea,KOR,2000,21.719025000000002
South Korea,KOR,2001,19.9762695
South Korea,KOR,2002,17.364753000000004
South Korea,KOR,2003,17.260083
South Korea,KOR,2004,16.700098500000003
South Korea,KOR,2005,14.821272
South Korea,KOR,2006,14.779404
South Korea,KOR,2007,15.607343700000001
South Korea,KOR,2008,14.99624535
South Korea,KOR,2009,13.622626050000001
South Korea,KOR,2010,11.270167800000001
South Korea,KOR,2011,11.270167800000001
South Korea,KOR,2012,10.958949
South Korea,KOR,2013,9.4988025
South Korea,KOR,2014,9.148158
South Korea,KOR,2015,9.231894
South Korea,KOR,2016,9.033021
South Korea,KOR,2017,8.16897015
South Korea,KOR,2018,6.59821072
Spain,ESP,1981,140.22292528182
Spain,ESP,1982,150.59692634735
Spain,ESP,1983,152.98090960804
Spain,ESP,1984,151.49219410608
Spain,ESP,1985,150.21309953840003
Spain,ESP,1986,153.91145087765
Spain,ESP,1987,133.67525882094003
Spain,ESP,1988,126.62744786188001
Spain,ESP,1989,135.46615736885002
Spain,ESP,1990,132.38428990696002
Spain,ESP,1991,121.37070428344002
Spain,ESP,1992,123.30122859900001
Spain,ESP,1993,121.31246405790002
Spain,ESP,1994,114.76491545544002
Spain,ESP,1995,113.20643992219
Spain,ESP,1996,111.79916971728
Spain,ESP,1997,112.02010111731
Spain,ESP,1998,107.43784493638
Spain,ESP,1999,99.8552223332
Spain,ESP,2000,97.00580769366002
Spain,ESP,2001,91.44677384067
Spain,ESP,2002,89.36491351046001
Spain,ESP,2003,83.08474002686
Spain,ESP,2004,80.50285773215
Spain,ESP,2005,77.06031897739
Spain,ESP,2006,72.6060211504
Spain,ESP,2007,68.20991734296
Spain,ESP,2008,50.869614266410004
Spain,ESP,2009,44.3123187354
Spain,ESP,2010,38.32948285596
Spain,ESP,2011,30.7985517239424
Spain,ESP,2012,28.612781266764003
Spain,ESP,2013,20.497841488852803
Spain,ESP,2014,18.932415414498003
Spain,ESP,2015,14.489569038165602
Spain,ESP,2016,7.97621248003898
Spain,ESP,2017,13.116511710000001
Spain,ESP,2018,12.220660990622829
Thailand,THA,1981,5.294150677482801
Thailand,THA,1982,6.1661869506468
Thailand,THA,1983,5.8594702028471
Thailand,THA,1984,7.3388515432162
Thailand,THA,1985,17.357018602245002
Thailand,THA,1986,17.673072327459682
Thailand,THA,1987,22.563140808652754
Thailand,THA,1988,23.977056350566055
Thailand,THA,1989,30.699189364643466
Thailand,THA,1990,41.606104212876865
Thailand,THA,1991,48.54533711433786
Thailand,THA,1992,51.73583334271981
Thailand,THA,1993,53.94500863208249
Thailand,THA,1994,60.22411109691602
Thailand,THA,1995,64.3003144624852
Thailand,THA,1996,74.10745541850578
Thailand,THA,1997,80.10027528811256
Thailand,THA,1998,69.8131123241928
Thailand,THA,1999,66.26717781901912
Thailand,THA,2000,60.29033399738356
Thailand,THA,2001,65.60442036008821
Thailand,THA,2002,66.16690440296647
Thailand,THA,2003,61.098715249990335
Thailand,THA,2004,65.24710211470382
Thailand,THA,2005,69.5791711611783
Thailand,THA,2006,62.06089559745129
Thailand,THA,2007,57.13045372084106
Thailand,THA,2008,55.746030494512915
Thailand,THA,2009,54.8382644851208
Thailand,THA,2010,57.5682343842908
Thailand,THA,2011,69.68879080623
Thailand,THA,2012,55.276118603980606
Thailand,THA,2013,54.4467763720354
Thailand,THA,2014,53.64447180099331
Thailand,THA,2015,44.87675857698461
Thailand,THA,2016,50.069371792641405
Thailand,THA,2017,47.747349615497406
Thailand,THA,2018,43.679815098258004
Turkey,TUR,1981,80.630791339776
Turkey,TUR,1982,86.842147708292
Turkey,TUR,1983,91.4058713749
Turkey,TUR,1984,102.466593964105
Turkey,TUR,1985,123.69213865945001
Turkey,TUR,1986,132.122965914316
Turkey,TUR,1987,141.991931789872
Turkey,TUR,1988,128.89728531955802
Turkey,TUR,1989,148.51151455938802
Turkey,TUR,1990,136.336064939149
Turkey,TUR,1991,127.97627770058001
Turkey,TUR,1992,140.9241816713
Turkey,TUR,1993,134.320358707557
Turkey,TUR,1994,140.802800294026
Turkey,TUR,1995,140.524216111386
Turkey,TUR,1996,142.99790739757157
Turkey,TUR,1997,152.56772681266574
Turkey,TUR,1998,162.17900409998393
Turkey,TUR,1999,154.49996534000041
Turkey,TUR,2000,145.23755501276867
Turkey,TUR,2001,142.8332667404111
Turkey,TUR,2002,132.12026063892267
Turkey,TUR,2003,125.33601101759004
Turkey,TUR,2004,122.48964738498593
Turkey,TUR,2005,130.41880254337002
Turkey,TUR,2006,153.050821727166
Turkey,TUR,2007,172.089084962936
Turkey,TUR,2008,193.91866296819802
Turkey,TUR,2009,202.38525018776903
Turkey,TUR,2010,203.80407746443802
Turkey,TUR,2011,207.81645003454642
Turkey,TUR,2012,197.907713871627
Turkey,TUR,2013,179.6985557963533
Turkey,TUR,2014,190.25517000000002
Turkey,TUR,2015,148.79760433
Turkey,TUR,2016,179.79745319393
Turkey,TUR,2017,175.4550634277053
Turkey,TUR,2018,198.25234083749254
USSR,OWID_USS,1981,4027.845244086166
USSR,OWID_USS,1982,4061.560227249106
USSR,OWID_USS,1983,4057.78737824455
USSR,OWID_USS,1984,4013.7482233395585
Ukraine,UKR,1981,0
Ukraine,UKR,1982,0
Ukraine,UKR,1983,0
Ukraine,UKR,1984,0
Ukraine,UKR,1985,972.862777971
Ukraine,UKR,1986,994.3285585580002
Ukraine,UKR,1987,988.0632147200001
Ukraine,UKR,1988,986.8771852705709
Ukraine,UKR,1989,927.7929874597471
Ukraine,UKR,1990,880.2110239731652
Ukraine,UKR,1991,733.191721689
Ukraine,UKR,1992,710.1961169460001
Ukraine,UKR,1993,612.50350986
Ukraine,UKR,1994,512.86745069
Ukraine,UKR,1995,433.11188448100006
Ukraine,UKR,1996,384.916023578
Ukraine,UKR,1997,394.94572860000005
Ukraine,UKR,1998,400.377679431
Ukraine,UKR,1999,422.022011919
Ukraine,UKR,2000,419.52991691100004
Ukraine,UKR,2001,414.022258269
Ukraine,UKR,2002,417.211672958
Ukraine,UKR,2003,402.17659038600004
Ukraine,UKR,2004,399.92138801100003
Ukraine,UKR,2005,406.4272460640001
Ukraine,UKR,2006,414.933450161
Ukraine,UKR,2007,395.66281695500004
Ukraine,UKR,2008,399.51237835600006
Ukraine,UKR,2009,370.027109172
Ukraine,UKR,2010,369.25479111000004
Ukraine,UKR,2011,421.68235428
Ukraine,UKR,2012,441.64697284600004
Ukraine,UKR,2013,425.71690362400005
Ukraine,UKR,2014,300.766853872
Ukraine,UKR,2015,190.649265343
Ukraine,UKR,2016,199.264662347
Ukraine,UKR,2017,167.57023395800002
Ukraine,UKR,2018,168.87059401265668
United Kingdom,GBR,1981,907.23304
United Kingdom,GBR,1982,884.6824700000001
United Kingdom,GBR,1983,845.45448
United Kingdom,GBR,1984,357.26197
United Kingdom,GBR,1985,657.9323600000001
United Kingdom,GBR,1986,762.83496
United Kingdom,GBR,1987,734.8880700000001
United Kingdom,GBR,1988,736.21389
United Kingdom,GBR,1989,708.05766
United Kingdom,GBR,1990,656.43209
United Kingdom,GBR,1991,669.3646500000001
United Kingdom,GBR,1992,599.1078200000001
United Kingdom,GBR,1993,483.66844000000003
United Kingdom,GBR,1994,345.45752000000005
United Kingdom,GBR,1995,380.89413
United Kingdom,GBR,1996,362.10465483819615
United Kingdom,GBR,1997,352.42878605108297
United Kingdom,GBR,1998,299.55555685581794
United Kingdom,GBR,1999,270.0400436825319
United Kingdom,GBR,2000,227.3836875125234
United Kingdom,GBR,2001,232.23673058686649
United Kingdom,GBR,2002,218.73215920005597
United Kingdom,GBR,2003,205.10464698251576
United Kingdom,GBR,2004,181.35462573875756
United Kingdom,GBR,2005,147.86186841126448
United Kingdom,GBR,2006,132.79051965787082
United Kingdom,GBR,2007,124.4012751710444
United Kingdom,GBR,2008,131.47949020280257
United Kingdom,GBR,2009,128.37972924681443
United Kingdom,GBR,2010,132.87478017343523
United Kingdom,GBR,2011,134.1172329478957
United Kingdom,GBR,2012,123.07840368032822
United Kingdom,GBR,2013,92.72945107425136
United Kingdom,GBR,2014,84.77207554004953
United Kingdom,GBR,2015,62.617013392030145
United Kingdom,GBR,2016,30.620832626028935
United Kingdom,GBR,2017,22.493815954921317
United Kingdom,GBR,2018,19.08994409107852
United States,USA,1981,5116.415419425645
United States,USA,1982,5189.360827723901
United States,USA,1983,4801.775235918423
United States,USA,1984,5490.175172011707
United States,USA,1985,5380.46462069651
United States,USA,1986,5431.777129835464
United States,USA,1987,5607.6361906628845
United States,USA,1988,5773.721996892736
United States,USA,1989,5942.978395666188
United States,USA,1990,6252.279106927791
United States,USA,1991,6012.127397817701
United States,USA,1992,6021.828219541037
United States,USA,1993,5637.703400968201
United States,USA,1994,6156.031478378049
United States,USA,1995,6133.316139229347
United States,USA,1996,6315.494216647007
United States,USA,1997,6462.402399804832
United States,USA,1998,6664.024780722625
United States,USA,1999,6455.41114051231
United States,USA,2000,6298.681816762128
United States,USA,2001,6521.751001349946
United States,USA,2002,6298.3923725197155
United States,USA,2003,6116.795184295153
United States,USA,2004,6323.83904223208
United States,USA,2005,6410.207309814753
United States,USA,2006,6574.955639937465
United States,USA,2007,6493.408095926255
United States,USA,2008,6592.903483252473
United States,USA,2009,5974.476760533349
United States,USA,2010,6090.371664341924
United States,USA,2011,6144.153904709937
United States,USA,2012,5720.841533761903
United States,USA,2013,5533.847939154724
United States,USA,2014,5609.272774292526
United States,USA,2015,4964.512407208986
United States,USA,2016,4051.1245381824906
United States,USA,2017,4318.687891545743
United States,USA,2018,4238.566793809199
Uzbekistan,UZB,1985,17.33888891593062
Uzbekistan,UZB,1986,19.53611114157963
Uzbekistan,UZB,1987,16.397222247795334
Uzbekistan,UZB,1988,17.966666694687483
Uzbekistan,UZB,1989,20.163888920336493
Uzbekistan,UZB,1990,21.10555558847178
Uzbekistan,UZB,1991,19.369375030208538
Uzbekistan,UZB,1992,15.31898613500266
Uzbekistan,UZB,1993,12.480347241686514
Uzbekistan,UZB,1994,12.45906946387555
Uzbekistan,UZB,1995,9.84619445980057
Uzbekistan,UZB,1996,9.165055569849377
Uzbekistan,UZB,1997,9.45097223696196
Uzbekistan,UZB,1998,9.578361126049524
Uzbekistan,UZB,1999,9.588152792731462
Uzbekistan,UZB,2000,8.170125012742128
Uzbekistan,UZB,2001,8.831751402662894
Uzbekistan,UZB,2002,8.881666680518514
Uzbekistan,UZB,2003,6.216755565251208
Uzbekistan,UZB,2004,9.01387501405804
Uzbekistan,UZB,2005,10.277960016029505
Uzbekistan,UZB,2006,9.197733347678119
Uzbekistan,UZB,2007,11.36465805939099
Uzbekistan,UZB,2008,11.020148961631469
Uzbekistan,UZB,2009,11.823784185107007
Uzbekistan,UZB,2010,11.051475072791437
Uzbekistan,UZB,2011,12.275466519144793
Uzbekistan,UZB,2012,13.484818507142027
Uzbekistan,UZB,2013,12.908498978465445
Uzbekistan,UZB,2014,14.177903716556292
Uzbekistan,UZB,2015,12.930150034054781
Uzbekistan,UZB,2016,32.588405905466445
Uzbekistan,UZB,2017,39.62323557392826
Uzbekistan,UZB,2018,35.188335482340285
Venezuela,VEN,1981,0.424495
Venezuela,VEN,1982,0.424495
Venezuela,VEN,1983,0.339596
Venezuela,VEN,1984,0.424495
Venezuela,VEN,1985,0.339596
Venezuela,VEN,1986,0.509394
Venezuela,VEN,1987,2.037576
Venezuela,VEN,1988,9.084193
Venezuela,VEN,1989,17.913689
Venezuela,VEN,1990,18.253285
Venezuela,VEN,1991,20.37576
Venezuela,VEN,1992,21.054952
Venezuela,VEN,1993,33.620004
Venezuela,VEN,1994,37.695156000000004
Venezuela,VEN,1995,36.931065000000004
Venezuela,VEN,1996,35.487782
Venezuela,VEN,1997,44.911571
Venezuela,VEN,1998,54.844754
Venezuela,VEN,1999,55.948441
Venezuela,VEN,2000,66.900412
Venezuela,VEN,2001,65.287331
Venezuela,VEN,2002,68.76819
Venezuela,VEN,2003,59.683997000000005
Venezuela,VEN,2004,68.83020022960001
Venezuela,VEN,2005,61.0848305
Venezuela,VEN,2006,60.81816274100001
Venezuela,VEN,2007,58.2011595559
Venezuela,VEN,2008,42.9054415896
Venezuela,VEN,2009,27.8324985993
Venezuela,VEN,2010,22.335398718
Venezuela,VEN,2011,22.1708304964
Venezuela,VEN,2012,16.222509409900002
Venezuela,VEN,2013,10.4367104791
Venezuela,VEN,2014,6.797353536
Venezuela,VEN,2015,6.8063273603
Venezuela,VEN,2016,3.842147092464063
Venezuela,VEN,2017,3.8204550000000004
Venezuela,VEN,2018,1.916079666498731
Vietnam,VNM,1981,39.0768
Vietnam,VNM,1982,41.030640000000005
Vietnam,VNM,1983,41.030640000000005
Vietnam,VNM,1984,32.564
Vietnam,VNM,1985,36.471680000000006
Vietnam,VNM,1986,39.72808
Vietnam,VNM,1987,41.030640000000005
Vietnam,VNM,1988,39.72808
Vietnam,VNM,1989,33.21528
Vietnam,VNM,1990,33.21528
Vietnam,VNM,1991,33.86656
Vietnam,VNM,1992,33.86656
Vietnam,VNM,1993,42.333200000000005
Vietnam,VNM,1994,39.337312000000004
Vietnam,VNM,1995,54.38188
Vietnam,VNM,1996,63.97523440000001
Vietnam,VNM,1997,74.1677664
Vietnam,VNM,1998,76.0174016
Vietnam,VNM,1999,62.71175120000001
Vietnam,VNM,2000,75.6070952
Vietnam,VNM,2001,87.25198160000001
Vietnam,VNM,2002,106.86853520000001
Vietnam,VNM,2003,125.7882192
Vietnam,VNM,2004,178.11856720000003
Vietnam,VNM,2005,222.0408904
Vietnam,VNM,2006,252.5533584
Vietnam,VNM,2007,276.6832824
Vietnam,VNM,2008,259.0596456
Vietnam,VNM,2009,287.0711984
Vietnam,VNM,2010,292.001388
Vietnam,VNM,2011,303.56812080000003
Vietnam,VNM,2012,274.0781624
Vietnam,VNM,2013,267.44161920000005
Vietnam,VNM,2014,267.5849008
Vietnam,VNM,2015,271.3492992
Vietnam,VNM,2016,252.27330800000004
Vietnam,VNM,2017,249.02993360000002
Vietnam,VNM,2018,270.89861344
World,OWID_WRL,1981,21459.819202418774
World,OWID_WRL,1982,22212.04515759041
World,OWID_WRL,1983,22142.047344462735
World,OWID_WRL,1984,23109.62132419056
World,OWID_WRL,1985,24166.07634930326
World,OWID_WRL,1986,24733.66142927237
World,OWID_WRL,1987,25208.886727378132
World,OWID_WRL,1988,25825.490905992065
World,OWID_WRL,1989,26284.76048082218
World,OWID_WRL,1990,26186.787388629695
World,OWID_WRL,1991,25482.25526551073
World,OWID_WRL,1992,25450.425821253015
World,OWID_WRL,1993,24696.132182474495
World,OWID_WRL,1994,25287.686685368495
World,OWID_WRL,1995,26053.310049166314
World,OWID_WRL,1996,26473.93921306604
World,OWID_WRL,1997,26855.80239492294
World,OWID_WRL,1998,26365.395932812116
World,OWID_WRL,1999,26373.30673691036
World,OWID_WRL,2000,26758.961359519584
World,OWID_WRL,2001,27888.970371144693
World,OWID_WRL,2002,28230.327691036728
World,OWID_WRL,2003,30298.411594908823
World,OWID_WRL,2004,32923.234323644996
World,OWID_WRL,2005,35007.46774516735
World,OWID_WRL,2006,36794.27693043408
World,OWID_WRL,2007,38400.689255710866
World,OWID_WRL,2008,39658.32923205536
World,OWID_WRL,2009,39655.8203431443
World,OWID_WRL,2010,41884.04288058707
World,OWID_WRL,2011,44967.12044781578
World,OWID_WRL,2012,45463.32556278639
World,OWID_WRL,2013,46264.55043308827
World,OWID_WRL,2014,46124.09871713468
World,OWID_WRL,2015,44901.69085222288
World,OWID_WRL,2016,42575.141132524164
World,OWID_WRL,2017,43670.52811801182
World,OWID_WRL,2018,45552.17594219623
Zimbabwe,ZWE,1981,21.52219888
Zimbabwe,ZWE,1982,20.77229648
Zimbabwe,ZWE,1983,24.971749920000004
Zimbabwe,ZWE,1984,23.32196464
Zimbabwe,ZWE,1985,23.32196464
Zimbabwe,ZWE,1986,30.371047200000003
Zimbabwe,ZWE,1987,36.22028592
Zimbabwe,ZWE,1988,38.02005168
Zimbabwe,ZWE,1989,38.32001264
Zimbabwe,ZWE,1990,41.244632
Zimbabwe,ZWE,1991,42.14451488
Zimbabwe,ZWE,1992,41.6195832
Zimbabwe,ZWE,1993,39.66983696
Zimbabwe,ZWE,1994,41.01966128
Zimbabwe,ZWE,1995,41.54459296
Zimbabwe,ZWE,1996,38.769954080000005
Zimbabwe,ZWE,1997,39.7448272
Zimbabwe,ZWE,1998,41.01966128
Zimbabwe,ZWE,1999,37.345139520000004
Zimbabwe,ZWE,2000,33.07069584
Zimbabwe,ZWE,2001,33.831449327728
Zimbabwe,ZWE,2002,29.532468841200004
Zimbabwe,ZWE,2003,21.179958422688003
Zimbabwe,ZWE,2004,28.478810975056
Zimbabwe,ZWE,2005,25.277905073824
Zimbabwe,ZWE,2006,15.80130595576
Zimbabwe,ZWE,2007,15.599627204304
Zimbabwe,ZWE,2008,11.316627137920001
Zimbabwe,ZWE,2009,12.503467670304001
Zimbabwe,ZWE,2010,20.008768353392
Zimbabwe,ZWE,2011,19.212904435296004
Zimbabwe,ZWE,2012,11.950444646400001
Zimbabwe,ZWE,2013,23.353460540800004
Zimbabwe,ZWE,2014,43.363856182400006
Zimbabwe,ZWE,2015,32.517215375632006
Zimbabwe,ZWE,2016,20.260255622256
Zimbabwe,ZWE,2017,21.957142272000002
Zimbabwe,ZWE,2018,22.80496449908615
