Entity,Code,Year,Estimated deaths from volcanic eruptions (deaths)
Cameroon,CMR,1914,0
Cameroon,CMR,1917,0
Cameroon,CMR,1919,0
Cameroon,CMR,1920,0
Cameroon,CMR,1921,0
Cameroon,CMR,1923,0
Cameroon,CMR,1924,0
Cameroon,CMR,1926,0
Cameroon,CMR,1927,0
Cameroon,CMR,1928,0
Cameroon,CMR,1929,0
Cameroon,CMR,1930,0
Cameroon,CMR,1931,0
Cameroon,CMR,1932,0
Cameroon,CMR,1933,0
Cameroon,CMR,1934,0
Cameroon,CMR,1936,0
Cameroon,CMR,1937,0
Cameroon,CMR,1938,0
Cameroon,CMR,1939,0
Cameroon,CMR,1940,0
Cameroon,CMR,1941,0
Cameroon,CMR,1943,0
Cameroon,CMR,1944,0
Cameroon,CMR,1946,0
Cameroon,CMR,1947,0
Cameroon,CMR,1949,0
Cameroon,CMR,1950,0
Cameroon,CMR,1951,0
Cameroon,CMR,1952,0
Cameroon,CMR,1953,0
Cameroon,CMR,1954,0
Cameroon,CMR,1955,0
Cameroon,CMR,1957,0
Cameroon,CMR,1958,0
Cameroon,CMR,1961,0
Cameroon,CMR,1962,0
Cameroon,CMR,1963,0
Cameroon,CMR,1964,0
Cameroon,CMR,1965,0
Cameroon,CMR,1966,0
Cameroon,CMR,1967,0
Cameroon,CMR,1968,0
Cameroon,CMR,1969,0
Cameroon,CMR,1970,0
Cameroon,CMR,1971,0
Cameroon,CMR,1972,0
Cameroon,CMR,1973,0
Cameroon,CMR,1974,0
Cameroon,CMR,1975,0
Cameroon,CMR,1976,0
Cameroon,CMR,1977,0
Cameroon,CMR,1978,0
Cameroon,CMR,1979,0
Cameroon,CMR,1980,0
Cameroon,CMR,1981,0
Cameroon,CMR,1982,0
Cameroon,CMR,1983,0
Cameroon,CMR,1984,37
Cameroon,CMR,1985,0
Cameroon,CMR,1986,1700
Cameroon,CMR,1987,0
Cameroon,CMR,1988,0
Cameroon,CMR,1989,0
Cameroon,CMR,1990,0
Cameroon,CMR,1991,0
Cameroon,CMR,1992,0
Cameroon,CMR,1993,0
Cameroon,CMR,1994,0
Cameroon,CMR,1995,0
Cameroon,CMR,1996,0
Cameroon,CMR,1997,0
Cameroon,CMR,1998,0
Cameroon,CMR,1999,0
Cameroon,CMR,2000,0
Cameroon,CMR,2001,0
Cameroon,CMR,2002,0
Cameroon,CMR,2004,0
Cameroon,CMR,2005,0
Cameroon,CMR,2006,0
Cameroon,CMR,2007,0
Cameroon,CMR,2008,0
Cameroon,CMR,2010,0
Cameroon,CMR,2011,0
Cameroon,CMR,2013,0
Cameroon,CMR,2014,0
Cameroon,CMR,2015,0
Cameroon,CMR,2016,0
Cameroon,CMR,2017,0
Chile,CHL,141 BCE,0
Chile,CHL,79,0
Chile,CHL,450,0
Chile,CHL,764,0
Chile,CHL,1169,0
Chile,CHL,1300,0
Chile,CHL,1362,0
Chile,CHL,1410,0
Chile,CHL,1485,0
Chile,CHL,1510,0
Chile,CHL,1536,0
Chile,CHL,1538,0
Chile,CHL,1568,0
Chile,CHL,1570,0
Chile,CHL,1580,0
Chile,CHL,1586,0
Chile,CHL,1595,0
Chile,CHL,1598,0
Chile,CHL,1600,0
Chile,CHL,1629,0
Chile,CHL,1630,0
Chile,CHL,1631,0
Chile,CHL,1638,0
Chile,CHL,1640,0
Chile,CHL,1650,0
Chile,CHL,1660,0
Chile,CHL,1663,0
Chile,CHL,1664,0
Chile,CHL,1669,0
Chile,CHL,1672,0
Chile,CHL,1677,0
Chile,CHL,1682,0
Chile,CHL,1684,0
Chile,CHL,1711,0
Chile,CHL,1716,0
Chile,CHL,1717,0
Chile,CHL,1718,0
Chile,CHL,1721,0
Chile,CHL,1727,0
Chile,CHL,1737,0
Chile,CHL,1741,0
Chile,CHL,1754,0
Chile,CHL,1755,0
Chile,CHL,1757,0
Chile,CHL,1760,0
Chile,CHL,1766,0
Chile,CHL,1772,0
Chile,CHL,1775,0
Chile,CHL,1778,0
Chile,CHL,1779,0
Chile,CHL,1780,0
Chile,CHL,1781,0
Chile,CHL,1783,0
Chile,CHL,1784,0
Chile,CHL,1785,0
Chile,CHL,1786,0
Chile,CHL,1790,0
Chile,CHL,1792,0
Chile,CHL,1794,0
Chile,CHL,1800,0
Chile,CHL,1801,0
Chile,CHL,1805,0
Chile,CHL,1812,0
Chile,CHL,1814,0
Chile,CHL,1815,0
Chile,CHL,1816,0
Chile,CHL,1822,0
Chile,CHL,1832,0
Chile,CHL,1833,0
Chile,CHL,1838,0
Chile,CHL,1840,0
Chile,CHL,1843,0
Chile,CHL,1845,0
Chile,CHL,1846,0
Chile,CHL,1848,0
Chile,CHL,1853,0
Chile,CHL,1854,0
Chile,CHL,1856,0
Chile,CHL,1860,0
Chile,CHL,1861,0
Chile,CHL,1864,0
Chile,CHL,1866,0
Chile,CHL,1867,0
Chile,CHL,1868,0
Chile,CHL,1869,0
Chile,CHL,1871,0
Chile,CHL,1872,0
Chile,CHL,1873,0
Chile,CHL,1874,0
Chile,CHL,1875,0
Chile,CHL,1877,0
Chile,CHL,1878,0
Chile,CHL,1883,0
Chile,CHL,1885,0
Chile,CHL,1886,0
Chile,CHL,1887,0
Chile,CHL,1888,0
Chile,CHL,1892,0
Chile,CHL,1893,0
Chile,CHL,1894,0
Chile,CHL,1895,0
Chile,CHL,1896,0
Chile,CHL,1897,0
Chile,CHL,1899,0
Chile,CHL,1900,0
Chile,CHL,1902,0
Chile,CHL,1903,0
Chile,CHL,1904,0
Chile,CHL,1905,0
Chile,CHL,1906,0
Chile,CHL,1907,0
Chile,CHL,1909,0
Chile,CHL,1910,0
Chile,CHL,1911,0
Chile,CHL,1912,0
Chile,CHL,1913,0
Chile,CHL,1914,0
Chile,CHL,1917,0
Chile,CHL,1919,0
Chile,CHL,1920,0
Chile,CHL,1921,0
Chile,CHL,1923,0
Chile,CHL,1924,0
Chile,CHL,1926,0
Chile,CHL,1927,0
Chile,CHL,1928,0
Chile,CHL,1929,0
Chile,CHL,1930,0
Chile,CHL,1931,0
Chile,CHL,1932,0
Chile,CHL,1933,0
Chile,CHL,1934,0
Chile,CHL,1936,0
Chile,CHL,1937,3
Chile,CHL,1938,0
Chile,CHL,1939,0
Chile,CHL,1940,0
Chile,CHL,1941,0
Chile,CHL,1943,0
Chile,CHL,1944,0
Chile,CHL,1946,0
Chile,CHL,1947,0
Chile,CHL,1949,54
Chile,CHL,1950,0
Chile,CHL,1951,0
Chile,CHL,1952,0
Chile,CHL,1953,0
Chile,CHL,1954,0
Chile,CHL,1955,2
Chile,CHL,1957,0
Chile,CHL,1958,0
Chile,CHL,1961,0
Chile,CHL,1962,0
Chile,CHL,1963,0
Chile,CHL,1964,25
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,18
Chile,CHL,1972,0
Chile,CHL,1973,2
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,1
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,1
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2013,0
Chile,CHL,2014,0
Chile,CHL,2015,0
Chile,CHL,2016,0
Chile,CHL,2017,0
Colombia,COL,141 BCE,0
Colombia,COL,79,0
Colombia,COL,450,0
Colombia,COL,764,0
Colombia,COL,1169,0
Colombia,COL,1300,0
Colombia,COL,1362,0
Colombia,COL,1410,0
Colombia,COL,1485,0
Colombia,COL,1510,0
Colombia,COL,1536,0
Colombia,COL,1538,0
Colombia,COL,1568,0
Colombia,COL,1570,0
Colombia,COL,1580,0
Colombia,COL,1586,0
Colombia,COL,1595,636
Colombia,COL,1598,0
Colombia,COL,1600,0
Colombia,COL,1629,0
Colombia,COL,1630,0
Colombia,COL,1631,0
Colombia,COL,1638,0
Colombia,COL,1640,0
Colombia,COL,1650,0
Colombia,COL,1660,0
Colombia,COL,1663,0
Colombia,COL,1664,0
Colombia,COL,1669,0
Colombia,COL,1672,0
Colombia,COL,1677,0
Colombia,COL,1682,0
Colombia,COL,1684,0
Colombia,COL,1711,0
Colombia,COL,1716,0
Colombia,COL,1717,0
Colombia,COL,1718,0
Colombia,COL,1721,0
Colombia,COL,1727,0
Colombia,COL,1737,0
Colombia,COL,1741,0
Colombia,COL,1754,0
Colombia,COL,1755,0
Colombia,COL,1757,0
Colombia,COL,1760,0
Colombia,COL,1766,0
Colombia,COL,1772,0
Colombia,COL,1775,0
Colombia,COL,1778,0
Colombia,COL,1779,0
Colombia,COL,1780,0
Colombia,COL,1781,0
Colombia,COL,1783,0
Colombia,COL,1784,0
Colombia,COL,1785,0
Colombia,COL,1786,0
Colombia,COL,1790,0
Colombia,COL,1792,0
Colombia,COL,1794,0
Colombia,COL,1800,0
Colombia,COL,1801,0
Colombia,COL,1805,0
Colombia,COL,1812,0
Colombia,COL,1814,0
Colombia,COL,1815,0
Colombia,COL,1816,0
Colombia,COL,1822,0
Colombia,COL,1832,0
Colombia,COL,1833,0
Colombia,COL,1838,0
Colombia,COL,1840,0
Colombia,COL,1843,0
Colombia,COL,1845,1000
Colombia,COL,1846,0
Colombia,COL,1848,0
Colombia,COL,1853,0
Colombia,COL,1854,0
Colombia,COL,1856,0
Colombia,COL,1860,0
Colombia,COL,1861,0
Colombia,COL,1864,0
Colombia,COL,1866,0
Colombia,COL,1867,0
Colombia,COL,1868,0
Colombia,COL,1869,0
Colombia,COL,1871,0
Colombia,COL,1872,0
Colombia,COL,1873,0
Colombia,COL,1874,0
Colombia,COL,1875,0
Colombia,COL,1877,0
Colombia,COL,1878,0
Colombia,COL,1883,0
Colombia,COL,1885,0
Colombia,COL,1886,0
Colombia,COL,1887,0
Colombia,COL,1888,0
Colombia,COL,1892,0
Colombia,COL,1893,0
Colombia,COL,1894,0
Colombia,COL,1895,0
Colombia,COL,1896,0
Colombia,COL,1897,0
Colombia,COL,1899,55
Colombia,COL,1900,0
Colombia,COL,1902,0
Colombia,COL,1903,0
Colombia,COL,1904,0
Colombia,COL,1905,0
Colombia,COL,1906,0
Colombia,COL,1907,0
Colombia,COL,1909,0
Colombia,COL,1910,0
Colombia,COL,1911,0
Colombia,COL,1912,0
Colombia,COL,1913,0
Colombia,COL,1914,0
Colombia,COL,1917,0
Colombia,COL,1919,0
Colombia,COL,1920,0
Colombia,COL,1921,0
Colombia,COL,1923,0
Colombia,COL,1924,0
Colombia,COL,1926,0
Colombia,COL,1927,0
Colombia,COL,1928,0
Colombia,COL,1929,0
Colombia,COL,1930,0
Colombia,COL,1931,0
Colombia,COL,1932,0
Colombia,COL,1933,0
Colombia,COL,1934,0
Colombia,COL,1936,0
Colombia,COL,1937,0
Colombia,COL,1938,0
Colombia,COL,1939,0
Colombia,COL,1940,0
Colombia,COL,1941,0
Colombia,COL,1943,0
Colombia,COL,1944,0
Colombia,COL,1946,0
Colombia,COL,1947,0
Colombia,COL,1949,17
Colombia,COL,1950,0
Colombia,COL,1951,0
Colombia,COL,1952,0
Colombia,COL,1953,0
Colombia,COL,1954,0
Colombia,COL,1955,0
Colombia,COL,1957,0
Colombia,COL,1958,0
Colombia,COL,1961,0
Colombia,COL,1962,0
Colombia,COL,1963,0
Colombia,COL,1964,0
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,23080
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,9
Colombia,COL,1994,650
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2004,0
Colombia,COL,2005,0
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,10
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0
Comoros,COM,141 BCE,0
Comoros,COM,79,0
Comoros,COM,450,0
Comoros,COM,764,0
Comoros,COM,1169,0
Comoros,COM,1300,0
Comoros,COM,1362,0
Comoros,COM,1410,0
Comoros,COM,1485,0
Comoros,COM,1510,0
Comoros,COM,1536,0
Comoros,COM,1538,0
Comoros,COM,1568,0
Comoros,COM,1570,0
Comoros,COM,1580,0
Comoros,COM,1586,0
Comoros,COM,1595,0
Comoros,COM,1598,0
Comoros,COM,1600,0
Comoros,COM,1629,0
Comoros,COM,1630,0
Comoros,COM,1631,0
Comoros,COM,1638,0
Comoros,COM,1640,0
Comoros,COM,1650,0
Comoros,COM,1660,0
Comoros,COM,1663,0
Comoros,COM,1664,0
Comoros,COM,1669,0
Comoros,COM,1672,0
Comoros,COM,1677,0
Comoros,COM,1682,0
Comoros,COM,1684,0
Comoros,COM,1711,0
Comoros,COM,1716,0
Comoros,COM,1717,0
Comoros,COM,1718,0
Comoros,COM,1721,0
Comoros,COM,1727,0
Comoros,COM,1737,0
Comoros,COM,1741,0
Comoros,COM,1754,0
Comoros,COM,1755,0
Comoros,COM,1757,0
Comoros,COM,1760,0
Comoros,COM,1766,0
Comoros,COM,1772,0
Comoros,COM,1775,0
Comoros,COM,1778,0
Comoros,COM,1779,0
Comoros,COM,1780,0
Comoros,COM,1781,0
Comoros,COM,1783,0
Comoros,COM,1784,0
Comoros,COM,1785,0
Comoros,COM,1786,0
Comoros,COM,1790,0
Comoros,COM,1792,0
Comoros,COM,1794,0
Comoros,COM,1800,0
Comoros,COM,1801,0
Comoros,COM,1805,0
Comoros,COM,1812,0
Comoros,COM,1814,0
Comoros,COM,1815,0
Comoros,COM,1816,0
Comoros,COM,1822,0
Comoros,COM,1832,0
Comoros,COM,1833,0
Comoros,COM,1838,0
Comoros,COM,1840,0
Comoros,COM,1843,0
Comoros,COM,1845,0
Comoros,COM,1846,0
Comoros,COM,1848,0
Comoros,COM,1853,0
Comoros,COM,1854,0
Comoros,COM,1856,0
Comoros,COM,1860,0
Comoros,COM,1861,0
Comoros,COM,1864,0
Comoros,COM,1866,0
Comoros,COM,1867,0
Comoros,COM,1868,0
Comoros,COM,1869,0
Comoros,COM,1871,0
Comoros,COM,1872,0
Comoros,COM,1873,0
Comoros,COM,1874,0
Comoros,COM,1875,0
Comoros,COM,1877,0
Comoros,COM,1878,0
Comoros,COM,1883,0
Comoros,COM,1885,0
Comoros,COM,1886,0
Comoros,COM,1887,0
Comoros,COM,1888,0
Comoros,COM,1892,0
Comoros,COM,1893,0
Comoros,COM,1894,0
Comoros,COM,1895,0
Comoros,COM,1896,0
Comoros,COM,1897,0
Comoros,COM,1899,0
Comoros,COM,1900,0
Comoros,COM,1902,0
Comoros,COM,1903,17
Comoros,COM,1904,1
Comoros,COM,1905,0
Comoros,COM,1906,0
Comoros,COM,1907,0
Comoros,COM,1909,0
Comoros,COM,1910,0
Comoros,COM,1911,0
Comoros,COM,1912,0
Comoros,COM,1913,0
Comoros,COM,1914,0
Comoros,COM,1917,0
Comoros,COM,1919,0
Comoros,COM,1920,0
Comoros,COM,1921,0
Comoros,COM,1923,0
Comoros,COM,1924,0
Comoros,COM,1926,0
Comoros,COM,1927,0
Comoros,COM,1928,0
Comoros,COM,1929,0
Comoros,COM,1930,0
Comoros,COM,1931,0
Comoros,COM,1932,0
Comoros,COM,1933,0
Comoros,COM,1934,0
Comoros,COM,1936,0
Comoros,COM,1937,0
Comoros,COM,1938,0
Comoros,COM,1939,0
Comoros,COM,1940,0
Comoros,COM,1941,0
Comoros,COM,1943,0
Comoros,COM,1944,0
Comoros,COM,1946,0
Comoros,COM,1947,0
Comoros,COM,1949,0
Comoros,COM,1950,0
Comoros,COM,1951,0
Comoros,COM,1952,0
Comoros,COM,1953,0
Comoros,COM,1954,0
Comoros,COM,1955,0
Comoros,COM,1957,0
Comoros,COM,1958,0
Comoros,COM,1961,0
Comoros,COM,1962,0
Comoros,COM,1963,0
Comoros,COM,1964,0
Comoros,COM,1965,0
Comoros,COM,1966,0
Comoros,COM,1967,0
Comoros,COM,1968,0
Comoros,COM,1969,0
Comoros,COM,1970,0
Comoros,COM,1971,0
Comoros,COM,1972,0
Comoros,COM,1973,0
Comoros,COM,1974,0
Comoros,COM,1975,0
Comoros,COM,1976,0
Comoros,COM,1977,0
Comoros,COM,1978,0
Comoros,COM,1979,0
Comoros,COM,1980,0
Comoros,COM,1981,0
Comoros,COM,1982,0
Comoros,COM,1983,0
Comoros,COM,1984,0
Comoros,COM,1985,0
Comoros,COM,1986,0
Comoros,COM,1987,0
Comoros,COM,1988,0
Comoros,COM,1989,0
Comoros,COM,1990,0
Comoros,COM,1991,0
Comoros,COM,1992,0
Comoros,COM,1993,0
Comoros,COM,1994,0
Comoros,COM,1995,0
Comoros,COM,1996,0
Comoros,COM,1997,0
Comoros,COM,1998,0
Comoros,COM,1999,0
Comoros,COM,2000,0
Comoros,COM,2001,0
Comoros,COM,2002,0
Comoros,COM,2004,0
Comoros,COM,2005,0
Comoros,COM,2006,0
Comoros,COM,2007,0
Comoros,COM,2008,0
Comoros,COM,2010,0
Comoros,COM,2011,0
Comoros,COM,2013,0
Comoros,COM,2014,0
Comoros,COM,2015,0
Comoros,COM,2016,0
Comoros,COM,2017,0
Costa Rica,CRI,141 BCE,0
Costa Rica,CRI,79,0
Costa Rica,CRI,450,0
Costa Rica,CRI,764,0
Costa Rica,CRI,1169,0
Costa Rica,CRI,1300,0
Costa Rica,CRI,1362,0
Costa Rica,CRI,1410,0
Costa Rica,CRI,1485,0
Costa Rica,CRI,1510,0
Costa Rica,CRI,1536,0
Costa Rica,CRI,1538,0
Costa Rica,CRI,1568,0
Costa Rica,CRI,1570,0
Costa Rica,CRI,1580,0
Costa Rica,CRI,1586,0
Costa Rica,CRI,1595,0
Costa Rica,CRI,1598,0
Costa Rica,CRI,1600,0
Costa Rica,CRI,1629,0
Costa Rica,CRI,1630,0
Costa Rica,CRI,1631,0
Costa Rica,CRI,1638,0
Costa Rica,CRI,1640,0
Costa Rica,CRI,1650,0
Costa Rica,CRI,1660,0
Costa Rica,CRI,1663,0
Costa Rica,CRI,1664,0
Costa Rica,CRI,1669,0
Costa Rica,CRI,1672,0
Costa Rica,CRI,1677,0
Costa Rica,CRI,1682,0
Costa Rica,CRI,1684,0
Costa Rica,CRI,1711,0
Costa Rica,CRI,1716,0
Costa Rica,CRI,1717,0
Costa Rica,CRI,1718,0
Costa Rica,CRI,1721,0
Costa Rica,CRI,1727,0
Costa Rica,CRI,1737,0
Costa Rica,CRI,1741,0
Costa Rica,CRI,1754,0
Costa Rica,CRI,1755,0
Costa Rica,CRI,1757,0
Costa Rica,CRI,1760,0
Costa Rica,CRI,1766,0
Costa Rica,CRI,1772,0
Costa Rica,CRI,1775,0
Costa Rica,CRI,1778,0
Costa Rica,CRI,1779,0
Costa Rica,CRI,1780,0
Costa Rica,CRI,1781,0
Costa Rica,CRI,1783,0
Costa Rica,CRI,1784,0
Costa Rica,CRI,1785,0
Costa Rica,CRI,1786,0
Costa Rica,CRI,1790,0
Costa Rica,CRI,1792,0
Costa Rica,CRI,1794,0
Costa Rica,CRI,1800,0
Costa Rica,CRI,1801,0
Costa Rica,CRI,1805,0
Costa Rica,CRI,1812,0
Costa Rica,CRI,1814,0
Costa Rica,CRI,1815,0
Costa Rica,CRI,1816,0
Costa Rica,CRI,1822,0
Costa Rica,CRI,1832,0
Costa Rica,CRI,1833,0
Costa Rica,CRI,1838,0
Costa Rica,CRI,1840,0
Costa Rica,CRI,1843,0
Costa Rica,CRI,1845,0
Costa Rica,CRI,1846,0
Costa Rica,CRI,1848,0
Costa Rica,CRI,1853,0
Costa Rica,CRI,1854,0
Costa Rica,CRI,1856,0
Costa Rica,CRI,1860,0
Costa Rica,CRI,1861,0
Costa Rica,CRI,1864,0
Costa Rica,CRI,1866,0
Costa Rica,CRI,1867,0
Costa Rica,CRI,1868,0
Costa Rica,CRI,1869,0
Costa Rica,CRI,1871,0
Costa Rica,CRI,1872,0
Costa Rica,CRI,1873,0
Costa Rica,CRI,1874,0
Costa Rica,CRI,1875,0
Costa Rica,CRI,1877,0
Costa Rica,CRI,1878,0
Costa Rica,CRI,1883,0
Costa Rica,CRI,1885,0
Costa Rica,CRI,1886,0
Costa Rica,CRI,1887,0
Costa Rica,CRI,1888,0
Costa Rica,CRI,1892,0
Costa Rica,CRI,1893,0
Costa Rica,CRI,1894,0
Costa Rica,CRI,1895,0
Costa Rica,CRI,1896,0
Costa Rica,CRI,1897,0
Costa Rica,CRI,1899,0
Costa Rica,CRI,1900,0
Costa Rica,CRI,1902,0
Costa Rica,CRI,1903,0
Costa Rica,CRI,1904,0
Costa Rica,CRI,1905,0
Costa Rica,CRI,1906,0
Costa Rica,CRI,1907,0
Costa Rica,CRI,1909,0
Costa Rica,CRI,1910,0
Costa Rica,CRI,1911,0
Costa Rica,CRI,1912,0
Costa Rica,CRI,1913,0
Costa Rica,CRI,1914,0
Costa Rica,CRI,1917,0
Costa Rica,CRI,1919,0
Costa Rica,CRI,1920,0
Costa Rica,CRI,1921,0
Costa Rica,CRI,1923,0
Costa Rica,CRI,1924,0
Costa Rica,CRI,1926,0
Costa Rica,CRI,1927,0
Costa Rica,CRI,1928,0
Costa Rica,CRI,1929,0
Costa Rica,CRI,1930,0
Costa Rica,CRI,1931,0
Costa Rica,CRI,1932,0
Costa Rica,CRI,1933,0
Costa Rica,CRI,1934,0
Costa Rica,CRI,1936,0
Costa Rica,CRI,1937,0
Costa Rica,CRI,1938,0
Costa Rica,CRI,1939,0
Costa Rica,CRI,1940,0
Costa Rica,CRI,1941,0
Costa Rica,CRI,1943,0
Costa Rica,CRI,1944,0
Costa Rica,CRI,1946,0
Costa Rica,CRI,1947,0
Costa Rica,CRI,1949,0
Costa Rica,CRI,1950,0
Costa Rica,CRI,1951,0
Costa Rica,CRI,1952,0
Costa Rica,CRI,1953,0
Costa Rica,CRI,1954,0
Costa Rica,CRI,1955,0
Costa Rica,CRI,1957,0
Costa Rica,CRI,1958,0
Costa Rica,CRI,1961,0
Costa Rica,CRI,1962,0
Costa Rica,CRI,1963,55
Costa Rica,CRI,1964,0
Costa Rica,CRI,1965,0
Costa Rica,CRI,1966,0
Costa Rica,CRI,1967,0
Costa Rica,CRI,1968,80
Costa Rica,CRI,1969,0
Costa Rica,CRI,1970,0
Costa Rica,CRI,1971,0
Costa Rica,CRI,1972,0
Costa Rica,CRI,1973,0
Costa Rica,CRI,1974,0
Costa Rica,CRI,1975,2
Costa Rica,CRI,1976,0
Costa Rica,CRI,1977,0
Costa Rica,CRI,1978,0
Costa Rica,CRI,1979,0
Costa Rica,CRI,1980,0
Costa Rica,CRI,1981,0
Costa Rica,CRI,1982,0
Costa Rica,CRI,1983,0
Costa Rica,CRI,1984,0
Costa Rica,CRI,1985,0
Costa Rica,CRI,1986,0
Costa Rica,CRI,1987,0
