Entity,Code,Year,Oil (terrawatt-hours),Natural Gas (terrawatt-hours),Coal (terrawatt-hours),Nuclear (terawatt-hours),Hydropower (terawatt-hours),Solar (terawatt-hours),Wind (terawatt-hours),Other renewables (terawatt-hours)
Africa,,1965,328.24966169636406,9.543754299999998,335.5804016966467,0,14.278805574733,0,0,0
Africa,,1966,359.1431520882982,10.669916200000001,331.3610134025187,0,15.649048937511,0,0,0
Africa,,1967,356.3664846635747,10.545669599999995,341.0004713171893,0,16.158332959104,0,0,0
Africa,,1968,376.00920785414047,10.688969799999997,355.39385738042006,0,18.622982764834,0,0,0
Africa,,1969,381.178997016235,12.491999800000002,357.4942115423544,0,21.582896820817,0,0,0
Africa,,1970,421.12586471526583,15.520324999999993,367.9580227497192,0,27.076287015552,0,0,0
Africa,,1971,475.80861810955,18.405263697889374,388.71730871107985,0,25.836605304094,0,0,0.164
Africa,,1972,515.5045853570507,24.67065692587239,392.43156322760404,0,29.836878415376,0,0,0.165
Africa,,1973,554.2804953779702,39.55179143159969,414.9010833653067,0,29.803741951533,0,0,0.17
Africa,,1974,572.9962674644173,44.51848738148124,432.131849537268,0,35.089185489357,0,0,0.175
Africa,,1975,599.1527541132721,53.63837747109728,459.06731026439587,0,36.879048371158,0,0,0.172
Africa,,1976,665.1477952011459,60.98138995077562,481.93690601752826,0,40.861179239816,0,0,0.185
Africa,,1977,703.8888532817056,68.23419091214265,492.9118584002083,0,45.083351122531,0,0,0.189
Africa,,1978,740.6069587630222,97.36989781133853,477.9242128574671,0,46.085079340575,0,0,0.195
Africa,,1979,789.4757912935369,148.84281595461505,504.54755970669015,0,47.28020678388,0,0,0.201
Africa,,1980,835.9901190677015,186.91397720022422,543.879962727227,0,46.0301705558753,0,0,0.207
Africa,,1981,889.8208355322835,228.4911559965506,636.1899733330638,0,48.3774464618705,0,0,0.218
Africa,,1982,932.5234542683088,246.73354872461542,702.5608991413457,0,48.6327147347722,0,0,0.236
Africa,,1983,964.1988264067951,271.27534699518367,710.0347805310636,0,45.5089146618705,0,0,0.23
Africa,,1984,984.7352951249421,259.9027804325433,762.6058883890864,3.925,45.1259603194245,0,0,0.234
Africa,,1985,1006.9752003848886,278.84274705172044,787.1658893870642,5.315,49.4467506519585,0,0,0.269
Africa,,1986,991.2093684674925,313.2712026004659,805.3560964009224,8.803,51.1419867013589,0,0,0.659
Africa,,1987,1041.398575051362,323.3843571479668,828.319732288599,6.167,49.0583647084245,0,0,0.658
Africa,,1988,1090.0482687018132,358.44454061260535,890.1608047806747,10.493,53.5950697571399,0,0,0.626
Africa,,1989,1130.2878997764446,371.47104110180146,835.6208618412426,11.099,56.2775699671271,0,0,0.617
Africa,,1990,1146.16657418622,398.64538443349574,877.8098615125164,8.449,57.254659123238,0,0,0.732
Africa,,1991,1154.287400225321,401.6355929838975,853.1945685110425,9.144,60.651488412762,0,0,0.738
Africa,,1992,1180.3787861076444,421.27025741262395,858.3007481735468,9.28800028464704,57.8602916846068,0,0,0.762250000088655
Africa,,1993,1194.3952856371814,412.64397738033256,871.6152063943182,7.2550000528293,56.6825072679302,0,0.002,0.839700000043806
Africa,,1994,1222.1690301479046,431.8279523524902,894.1687307428622,9.69699985359751,57.5960485671106,0,0.0054,0.72900000004172
Africa,,1995,1265.2495892728252,461.2434977450164,921.8028401045237,11.3009994312497,59.7688768746669,0,0.0063,0.912700000022946
Africa,,1996,1297.417953166503,484.19174816227877,934.5518385296646,11.7750000857429,62.316458674204,0,0.0071,1.12009308793189
Africa,,1997,1332.2027355959929,474.47553616145206,958.3213991566239,12.6469998750788,63.8524975622244,0,0.0072,1.22864040821181
Africa,,1998,1364.1446471383156,499.3369943661952,936.3072787396048,13.6009994479978,66.6548878792363,0,0.0076,1.53054928559653
Africa,,1999,1413.0042886212243,504.0196074875003,965.480620024126,12.8369998764623,70.6842613226394,0,0.0198,1.48812479896766
Africa,,2000,1421.0730438420974,556.8223562513684,963.2739150849898,13.0100000947359,75.2458166108861,0.0184,0.176,2.22442343908982
Africa,,2001,1440.1177921142196,642.6661539007266,975.5876620605403,10.7189996440256,80.8641146713105,0.0247,0.41608,2.29135263157895
Africa,,2002,1465.7769970424213,681.2641261610296,934.1009274201984,11.9909994362741,85.1814681338189,0.0308010101010101,0.444564,2.2404
Africa,,2003,1504.7828460746966,723.7244625330092,1016.7126421051282,12.6629992241536,82.8726014711286,0.0339010101010101,0.541187,2.5774
Africa,,2004,1576.4198801705836,787.8942180685576,1118.2899990813512,13.3651227101691,87.40546921543,0.0391010101010101,0.769317505050505,2.93901390728477
Africa,,2005,1656.5552515258928,817.3575880663788,1038.031247750718,11.2926541620917,89.065734167962,0.0442010101010101,0.782410111111111,2.96888293460925
Africa,,2006,1667.900020524657,853.0107884904712,1052.766008909654,10.0259994219654,92.24055302449,0.0519010101010101,0.852500606060606,3.73185862745098
Africa,,2007,1724.1021137300465,908.0614158002759,1070.1837124193653,11.316999865394,95.34056187249,0.0636252931010101,1.01629736363636,3.10485
Africa,,2008,1820.5474758718715,947.7856735583973,1179.483909700217,13.0039996606645,97.1572092505416,0.0849172021010101,1.31218413131313,3.232422
Africa,,2009,1885.927296539097,955.7636176889519,1174.4275442732835,12.8059994422088,99.7611368819747,0.10786992710101,1.58988193939394,3.52372219
Africa,,2010,1975.8633351503415,989.1676506729025,1164.1430809515305,13.5269998814867,107.426832620947,0.22386475010101,2.28414643434343,3.788542064
Africa,,2011,1921.9067006241116,1072.0832236801987,1144.633398513144,12.902,110.452821026865,0.46053030110101,2.53747593939394,3.891561611
Africa,,2012,2029.95315695078,1151.0742059093911,1116.0859456038786,12.9674339051899,110.95230022523,0.553427126280338,2.96169624040404,4.050949862
Africa,,2013,2098.603498011591,1165.9598142518357,1130.6379358739414,14.1059983666056,117.672846409979,0.82428314110101,3.5597563020202,4.38662584849727
Africa,,2014,2136.798178265112,1198.5351663096176,1184.5230543077168,13.7939996664171,123.757794762619,1.82625588410101,5.15716761867677,5.50354968074189
Africa,,2015,2185.227078693643,1280.5503033190134,1136.0252929046346,12.237,120.270851995,3.568277276,8.88708223954545,7.06791974251621
Africa,,2016,2197.4908817736073,1350.0463901033436,1152.6155812729169,15.913439,116.68881497412,4.91132132668317,11.3047001777414,7.17597491283842
Africa,,2017,2234.1069333337996,1407.7051556842473,1135.3913265968522,15.756337,124.578162878692,6.61057145845309,12.7959088357325,7.49182538832269
Africa,,2018,2225.1355237125963,1499.9119353510557,1179.6984125785075,11.090427,132.840769336531,9.02908899919936,14.6859395177227,8.1610228862498
Algeria,DZA,1965,15.405251944444432,7.430499999999999,0.8141000000000002,0,0.3933266,0,0,0
Algeria,DZA,1966,20.272705277777792,7.719249999999997,0.7908400000000001,0,0.3623908,0,0,0
